cohort,intercept,slope
dose0_unvaccinated,-6.783121969949579,-0.0015077322968242177
dose1,-6.8608599509780674,-0.01871394827953592
dose2,-7.169794632531401,-0.01696568158243837
dose3,-6.850088396339953,0.024086225530495713
dose4,-5.6279490131316265,0.0017341395856578091
