cohort,t,deaths,at_risk,hazard,log_hazard,slope,hazard_adj,cum_hazard_adj
dose0_unvaccinated,0,7277,4353336,0.0016715916253650074,-6.393979037354603,0.025373177448211347,0.0016715916253650074,0.0016715916253650074
dose0_unvaccinated,1,5788,4346059,0.0013317812758639493,-6.621237927656783,0.025373177448211347,0.001298414849442827,0.0029700064748078344
dose0_unvaccinated,2,7007,4340271,0.0016144153210709653,-6.428782418152922,0.025373177448211347,0.0015345336225755586,0.004504540097383393
dose0_unvaccinated,3,4959,4333264,0.0011444029258314288,-6.772872240140566,0.025373177448211347,0.0010605244039493188,0.005565064501332712
dose0_unvaccinated,4,4035,4328305,0.0009322355979996789,-6.97792498767077,0.025373177448211347,0.0008422634577582541,0.006407327959090966
dose0_unvaccinated,5,3698,4324270,0.0008551732431138666,-7.0642064860278975,0.025373177448211347,0.0007532808889187296,0.007160608848009696
dose0_unvaccinated,6,3705,4320572,0.0008575253461810149,-7.061459821132426,0.025373177448211347,0.0007364281477958252,0.007897036995805521
dose0_unvaccinated,7,3720,4316867,0.00086173606923725,-7.0565615183640515,0.025373177448211347,0.0007215031884950673,0.008618540184300588
dose0_unvaccinated,8,3837,4313147,0.0008896056637995413,-7.024732267807084,0.025373177448211347,0.0007261763346831852,0.009344716518983774
dose0_unvaccinated,9,4336,4309310,0.0010061935669515537,-6.901580813336802,0.025373177448211347,0.0008007679042529306,0.010145484423236704
dose0_unvaccinated,10,5574,4304974,0.0012947813389813736,-6.649413448294871,0.025373177448211347,0.0010046206988623915,0.011150105122099095
dose0_unvaccinated,11,6059,4299400,0.0014092664092664093,-6.564685987099184,0.025373177448211347,0.0010660543825338979,0.012216159504632992
dose0_unvaccinated,12,4702,4293341,0.0010951843797173343,-6.816832546585048,0.025373177448211347,0.000807707414358535,0.013023866918991529
dose0_unvaccinated,13,4490,4288639,0.0010469521915927175,-6.861872010416408,0.025373177448211347,0.0007527907048217079,0.013776657623813237
dose0_unvaccinated,14,4657,4284149,0.0010870303530526133,-6.824305747541467,0.025373177448211347,0.0007620257335259499,0.014538683357339186
dose0_unvaccinated,15,4291,4279492,0.0010026891042207813,-6.905069783933266,0.025373177448211347,0.0006852906893828645,0.015223974046722051
dose0_unvaccinated,16,3940,4275201,0.0009215940958097643,-6.989405674499587,0.025373177448211347,0.000614085423255483,0.015838059469977534
dose0_unvaccinated,17,3747,4271261,0.0008772584957931627,-7.038708858973137,0.025373177448211347,0.0005698981623778463,0.01640795763235538
dose0_unvaccinated,18,4007,4267514,0.0009389541545733652,-6.970743903618463,0.025373177448211347,0.0005946954705236276,0.017002653102879007
dose0_unvaccinated,19,4085,4263507,0.0009581314162261256,-6.950525611712346,0.025373177448211347,0.0005916377712565262,0.017594290874135533
dose0_unvaccinated,20,4077,4259422,0.0009571721233538259,-6.951527325469661,0.025373177448211347,0.0005762373740510761,0.01817052824818661
dose0_unvaccinated,21,4503,4255345,0.0010581985714436784,-6.851187277482228,0.025373177448211347,0.0006210965557022024,0.018791624803888813
dose0_unvaccinated,22,4156,4250842,0.0009776886555651798,-6.930319286705831,0.025373177448211347,0.0005594652223627391,0.01935109002625155
