cohort,intercept,slope
dose0_unvaccinated,-6.783121969949579,-0.0015077322968242177
dose1,-6.8608599509780674,-0.01871394827953592
dose2,-7.169794632531401,-0.01696568158243837
dose3plus,-6.849976204262842,0.024083970431295162
