cohort,intercept,slope
dose0_unvaccinated,-6.1206160515859445,-0.07962993609883312
dose1,-7.195726941762804,-0.028716026399844368
dose2,-6.652588961310881,-0.011224800556368679
dose3plus,-3.181457875249118,-0.20124157099131856
