cohort,t,deaths,at_risk,hazard
dose0_unvaccinated,0,366,75535,0.00484543589064672
dose0_unvaccinated,1,329,75169,0.004376804267716745
dose0_unvaccinated,2,336,74840,0.0044895777659005875
dose0_unvaccinated,3,357,74504,0.004791689036830238
dose0_unvaccinated,4,523,74147,0.007053555774340162
dose0_unvaccinated,5,630,73624,0.008556992285124417
dose0_unvaccinated,6,397,72994,0.00543880318930323
dose0_unvaccinated,7,333,72597,0.0045869664035703955
dose0_unvaccinated,8,355,72264,0.004912542898261928
dose0_unvaccinated,9,283,71909,0.0039355296277239285
dose0_unvaccinated,10,272,71626,0.003797503699773825
dose0_unvaccinated,11,255,71354,0.0035737309751380443
dose0_unvaccinated,12,258,71099,0.0036287430202956443
dose0_unvaccinated,13,237,70841,0.0033455202495729875
dose0_unvaccinated,14,257,70604,0.0036400203954450173
dose0_unvaccinated,15,303,70347,0.004307219924090579
dose0_unvaccinated,16,270,70044,0.003854719890354634
dose0_unvaccinated,17,333,69774,0.004772551380170264
dose0_unvaccinated,18,311,69441,0.004478622139658127
dose0_unvaccinated,19,251,69130,0.003630840445537393
dose0_unvaccinated,20,274,68879,0.003977990388942929
dose0_unvaccinated,21,245,68605,0.003571168282195175
dose0_unvaccinated,22,238,68360,0.003481568168519602
dose0_unvaccinated,23,249,68122,0.0036552068347963946
dose0_unvaccinated,24,194,67873,0.002858279433648137
dose1,0,94,39247,0.0023950875226131933
dose1,1,71,39153,0.001813398717850484
dose1,2,74,39082,0.001893454787370145
dose1,3,60,39008,0.0015381460213289581
dose1,4,63,38948,0.0016175413371675054
dose1,5,84,38885,0.00216021602160216
dose1,6,57,38801,0.0014690343032396072
dose1,7,60,38744,0.001548626884162709
dose1,8,64,38684,0.0016544307724123668
dose1,9,50,38620,0.001294665976178146
dose1,10,59,38570,0.0015296862846772103
dose1,11,66,38511,0.001713796058269066
dose1,12,55,38445,0.001430615164520744
dose1,13,63,38390,0.0016410523573847356
dose1,14,54,38327,0.0014089284316539253
dose1,15,44,38273,0.0011496355132861286
dose1,16,62,38229,0.0016218054356640246
dose1,17,74,38167,0.001938847695653313
dose1,18,60,38093,0.0015750925366865302
dose1,19,67,38033,0.0017616280598427682
dose1,20,63,37966,0.0016593794447663699
dose1,21,66,37903,0.0017412869693691792
dose1,22,58,37837,0.0015328910854454634
dose1,23,47,37779,0.0012440773974959633
dose1,24,50,37732,0.0013251351637867063
dose2,0,277,527294,0.0005253236334947866
dose2,1,355,527017,0.000673602559310231
dose2,2,390,526662,0.0007405128906205498
dose2,3,488,526272,0.000927277149458835
dose2,4,544,525784,0.0010346454057179374
dose2,5,593,525240,0.0011290076917218794
dose2,6,461,524647,0.0008786860498582856
dose2,7,482,524186,0.0009195209334091334
dose2,8,514,523704,0.0009814704489558988
dose2,9,500,523190,0.0009556757583287142
dose2,10,494,522690,0.000945110868774991
dose2,11,456,522196,0.0008732353369233009
dose2,12,549,521740,0.001052248246252923
dose2,13,500,521191,0.0009593412012103049
dose2,14,579,520691,0.0011119838829555342
dose2,15,575,520112,0.0011055311163749347
dose2,16,554,519537,0.0010663340628290188
dose2,17,649,518983,0.0012505226568114947
dose2,18,699,518334,0.001348551320191228
dose2,19,493,517635,0.0009524085504264588
dose2,20,634,517142,0.0012259688828213527
dose2,21,570,516508,0.0011035647076134349
dose2,22,531,515938,0.0010291934302183595
dose2,23,513,515407,0.000995329904328036
dose2,24,553,514894,0.0010740074656142818
dose3plus,0,0,35,0.0
dose3plus,1,0,35,0.0
dose3plus,2,0,35,0.0
dose3plus,3,0,35,0.0
dose3plus,4,0,35,0.0
dose3plus,5,0,35,0.0
dose3plus,6,0,35,0.0
dose3plus,7,0,35,0.0
dose3plus,8,0,35,0.0
dose3plus,9,0,35,0.0
dose3plus,10,0,35,0.0
dose3plus,11,0,35,0.0
dose3plus,12,0,35,0.0
dose3plus,13,0,35,0.0
dose3plus,14,0,35,0.0
dose3plus,15,0,35,0.0
dose3plus,16,0,35,0.0
dose3plus,17,0,35,0.0
dose3plus,18,0,35,0.0
dose3plus,19,0,35,0.0
dose3plus,20,0,35,0.0
dose3plus,21,0,35,0.0
dose3plus,22,0,35,0.0
dose3plus,23,0,35,0.0
dose3plus,24,0,35,0.0
