cohort,t,deaths,at_risk,hazard,log_hazard,slope,hazard_adj,cum_hazard_adj
dose0_unvaccinated,0,366,75535,0.00484543589064672,-5.329718070576459,-0.07595733918280527,0.00484543589064672,0.00484543589064672
dose0_unvaccinated,1,329,75169,0.004376804267716745,-5.431436440138195,-0.07595733918280527,0.00472220654179107,0.00956764243243779
dose0_unvaccinated,2,336,74840,0.0044895777659005875,-5.405996620424822,-0.07595733918280527,0.005226141991431796,0.014793784423869586
dose0_unvaccinated,3,357,74504,0.004791689036830238,-5.340872312421855,-0.07595733918280527,0.006018000035511283,0.02081178445938087
dose0_unvaccinated,4,523,74147,0.007053555774340162,-4.95422342415268,-0.07595733918280527,0.009557834757034646,0.030369619216415514
dose0_unvaccinated,5,630,73624,0.008556992285124417,-4.761006519133114,-0.07595733918280527,0.012510089212683808,0.04287970842909932
dose0_unvaccinated,6,397,72994,0.00543880318930323,-5.214196244284587,-0.07595733918280527,0.008578877434448828,0.05145858586354815
dose0_unvaccinated,7,333,72597,0.0045869664035703955,-5.384536387664603,-0.07595733918280527,0.007806215423895755,0.05926480128744391
dose0_unvaccinated,8,355,72264,0.004912542898261928,-5.315963569354263,-0.07595733918280527,0.009020054923089578,0.06828485621053348
dose0_unvaccinated,9,283,71909,0.0039355296277239285,-5.537709812084881,-0.07595733918280527,0.007796395562681414,0.0760812517732149
dose0_unvaccinated,10,272,71626,0.003797503699773825,-5.573411349229166,-0.07595733918280527,0.008116648491202026,0.08419790026441692
dose0_unvaccinated,11,255,71354,0.0035737309751380443,-5.634145137842994,-0.07595733918280527,0.008241158033970158,0.09243905829838708
dose0_unvaccinated,12,258,71099,0.0036287430202956443,-5.618868966073197,-0.07595733918280527,0.009028392944553177,0.10146745124294027
dose0_unvaccinated,13,237,70841,0.0033455202495729875,-5.700133066980468,-0.07595733918280527,0.008980608317398171,0.11044805956033843
dose0_unvaccinated,14,257,70604,0.0036400203954450173,-5.61576599420495,-0.07595733918280527,0.01054226096942225,0.12099032052976068
dose0_unvaccinated,15,303,70347,0.004307219924090579,-5.447462612200647,-0.07595733918280527,0.013459063624504103,0.13444938415426477
dose0_unvaccinated,16,270,70044,0.003854719890354634,-5.558456935993417,-0.07595733918280527,0.0129956640851207,0.14744504823938548
dose0_unvaccinated,17,333,69774,0.004772551380170264,-5.3448742365406545,-0.07595733918280527,0.017359776045587152,0.16480482428497265
dose0_unvaccinated,18,311,69441,0.004478622139658127,-5.408439837972964,-0.07595733918280527,0.01757623220189012,0.18238105648686276
dose0_unvaccinated,19,251,69130,0.003630840445537393,-5.618291129807527,-0.07595733918280527,0.015373628303005525,0.1977546847898683
dose0_unvaccinated,20,274,68879,0.003977990388942929,-5.526978514605832,-0.07595733918280527,0.018172755973382016,0.2159274407632503
dose0_unvaccinated,21,245,68605,0.003571168282195175,-5.634862486810548,-0.07595733918280527,0.017601725112748847,0.23352916587599915
dose0_unvaccinated,22,238,68360,0.003481568168519602,-5.660272463558052,-0.07595733918280527,0.01851431612556054,0.2520434820015597
dose0_unvaccinated,23,249,68122,0.0036552068347963946,-5.611602597833946,-0.07595733918280527,0.02097164909193272,0.2730151310934924
dose0_unvaccinated,24,194,67873,0.002858279433648137,-5.857535431808761,-0.07595733918280527,0.017693476061867636,0.29070860715536007
dose1,0,94,39247,0.0023950875226131933,-6.034335504898372,-0.02261153678207848,0.0023950875226131933,0.0023950875226131933
dose1,1,71,39153,0.001813398717850484,-6.312552449794322,-0.02261153678207848,0.0018548695422715743,0.004249957064884768
dose1,2,74,39082,0.001893454787370145,-6.269352188715719,-0.02261153678207848,0.0019810483292916742,0.006231005394176442
dose1,3,60,39008,0.0015381460213289581,-6.477177470058898,-0.02261153678207848,0.001646105869210586,0.007877111263387028
dose1,4,63,38948,0.0016175413371675054,-6.426847975707114,-0.02261153678207848,0.0017706619334991699,0.009647773196886198
dose1,5,84,38885,0.00216021602160216,-6.13754705228573,-0.02261153678207848,0.0024187863608845324,0.01206655955777073
dose1,6,57,38801,0.0014690343032396072,-6.523150030640568,-0.02261153678207848,0.0016824893775652299,0.01374904893533596
dose1,7,60,38744,0.001548626884162709,-6.470386621860964,-0.02261153678207848,0.001814208736114299,0.015563257671450259
dose1,8,64,38684,0.0016544307724123668,-6.404298273477182,-0.02261153678207848,0.0019824814146149434,0.0175457390860652
dose1,9,50,38620,0.001294665976178146,-6.6495025505543595,-0.02261153678207848,0.0015868589504110335,0.019132598036476236
dose1,10,59,38570,0.0015296862846772103,-6.482692607296554,-0.02261153678207848,0.0019177987414804557,0.02105039677795669
