enrollment_date,mode,YearOfBirth,Dose,n_points,b_original,C,ka,kb,tau,rms_error,note,error,C_init,ka_init,delta_k_init,tau_init,s_min,s_max,s_mean,logh_min,logh_max,logh_mean,h_first1,h_first2,h_last2,h_last1,t_first1,t_first2,t_last2,t_last1,iso_week_first,iso_week_last
2021_20,linear,1950,2,120,0.00034085805099743515,-8.013974140240444,,,,0.17855771109249832,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.5,-8.510956388271001,-7.5764242417393755,-8.007062384165682,0.0003327701868622796,0.000341419283263211,0.0002486391459623279,0.00036421135320697764,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,1950,2,153,0.00034085805099743515,-8.05261464697103,0.0005339419122009435,0.000533941912430609,6852.549975307343,0.19353999154657353,,,-8.255673675591462,0.10561368123328048,0.001,50.666666666666664,0.0,152.0,76.0,-8.510956388271001,-7.546974094310608,-8.012035063078754,0.0002278192643697112,0.0002531966085181148,0.0002486391459623279,0.00036421135320697764,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope7_lm_invalid_params,1950,2,153,0.00034085805099743515,-8.085211183893446,0.0018288257620085837,0.9838292919790449,-57681.7224517625,,invalid parameters from LM slope7 fit,,,,,,0.0,152.0,76.0,-8.510956388271001,-7.546974094310608,-8.012035063078754,0.0002278192643697112,0.0002531966085181148,0.0002486391459623279,0.00036421135320697764,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope8,1950,2,138,0.00034085805099743515,-7.895315526045662,-0.00424046359882997,0.0008485076600898422,45.66563907075004,0.19012361690452712,,,-8.132975967781654,0.0955898905520257,0.001,45.666666666666664,0.0,152.0,76.0,-8.510956388271001,-7.546974094310608,-8.012035063078754,0.0002278192643697112,0.0002531966085181148,0.0002486391459623279,0.00036421135320697764,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,linear,1960,0,120,-0.00035279380009021496,-8.825596134771846,,,,0.13006547842716595,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.5,-9.145113279545699,-8.460781553758443,-8.82846372928678,0.0002050629222254704,0.0001985403191043188,0.00011517679650973982,0.00016862055073689703,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,1960,0,153,-0.00035279380009021496,-8.705122922263751,-0.0017258634566502688,0.3684782879211966,40878.43368880419,0.1533333148567969,,,-8.781163949927956,-0.23039151822972545,0.3860611188469942,50.666666666666664,0.0,152.0,76.0,-9.145113279545699,-8.240034430309768,-8.80133394835413,0.00016638908004025437,0.00013214996593112236,0.00011517679650973982,0.00016862055073689703,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope7_lm_invalid_params,1960,0,153,-0.00035279380009021496,-8.703424536056461,-0.0015270685706887178,-0.001541939758108492,-27.13232543622258,,invalid parameters from LM slope7 fit,,,,,,0.0,152.0,76.0,-9.145113279545699,-8.240034430309768,-8.80133394835413,0.00016638908004025437,0.00013214996593112236,0.00011517679650973982,0.00016862055073689703,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope8,1960,0,153,-0.00035279380009021496,-8.766816639750356,-0.0012553184396634238,-0.00010963793165390582,50.65827609530839,0.15658894033881118,,,-8.781163949927956,-0.23039151822972545,0.3860611188469942,50.666666666666664,0.0,152.0,76.0,-9.145113279545699,-8.240034430309768,-8.80133394835413,0.00016638908004025437,0.00013214996593112236,0.00011517679650973982,0.00016862055073689703,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,linear,1960,1,120,0.0028960584307526622,-9.407832699807612,,,,0.18090444048878043,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.5,-9.95891550154362,-8.952464614163512,-9.417886687794796,5.405648904426256e-05,4.955423712266514e-05,7.051015235382997e-05,0.00010236392431279657,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,1960,1,153,0.0028960584307526622,-9.810166817796304,0.004139302626736171,0.004139302634080535,5064.637795269495,0.19600513168771075,,,-10.22770716616811,0.43082787556948154,0.001,50.666666666666664,0.0,152.0,76.0,-10.440556555742429,-8.952464614163512,-9.495579825798863,2.9222939560028692e-05,4.4960389904086885e-05,7.051015235382997e-05,0.00010236392431279657,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope7_lm_invalid_params,1960,1,153,0.0028960584307526622,-9.917313361468716,0.00839478910513465,1.830835209079924,-32593.027311766655,,invalid parameters from LM slope7 fit,,,,,,0.0,152.0,76.0,-10.440556555742429,-8.952464614163512,-9.495579825798863,2.9222939560028692e-05,4.4960389904086885e-05,7.051015235382997e-05,0.00010236392431279657,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope8,1960,1,153,0.0028960584307526622,-9.80141906812431,0.004141161226455498,0.004141161226455498,50.665747827908795,0.19620660769167034,,,-10.22770716616811,0.43082787556948154,0.001,50.666666666666664,0.0,152.0,76.0,-10.440556555742429,-8.952464614163512,-9.495579825798863,2.9222939560028692e-05,4.4960389904086885e-05,7.051015235382997e-05,0.00010236392431279657,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,linear,1960,2,120,-0.0009368058173629457,-9.370323873483725,,,,0.31670626554297077,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.5,-10.616331145548786,-8.72120284956375,-9.387293434015556,0.00010572200003339004,0.00015454064856490216,7.395173420179308e-05,0.00010683058323216252,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,1960,2,153,-0.0009368058173629457,-9.426840394710608,0.0003249373702002372,0.00032493738061885633,5056.949773310891,0.3226585862811706,,,-9.795453071455855,0.8110032072018096,0.001,50.666666666666664,0.0,152.0,76.0,-10.616331145548786,-8.72120284956375,-9.402145166655645,3.243909560077597e-05,7.299329275973925e-05,7.395173420179308e-05,0.00010683058323216252,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope7_lm_invalid_params,1960,2,153,-0.0009368058173629457,-9.531358978437257,0.004477009226533926,3.5416516917664627,-64790.563627794094,,invalid parameters from LM slope7 fit,,,,,,0.0,152.0,76.0,-10.616331145548786,-8.72120284956375,-9.402145166655645,3.243909560077597e-05,7.299329275973925e-05,7.395173420179308e-05,0.00010683058323216252,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope8,1960,2,138,-0.0009368058173629457,-9.28366846698781,-0.0009368147451712075,-0.0009368147451712075,45.67741726298453,0.31954287411503945,,,-9.27042319161241,-0.4854428633671878,0.5690602927719877,45.666666666666664,0.0,152.0,76.0,-10.616331145548786,-8.72120284956375,-9.402145166655645,3.243909560077597e-05,7.299329275973925e-05,7.395173420179308e-05,0.00010683058323216252,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,linear,1970,0,120,-0.0002531720918859135,-10.035560517706426,,,,0.13468947924373928,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.5,-10.433822459851292,-9.712490635247027,-10.043966188061608,3.988402702227052e-05,5.2096136920457994e-05,3.109104193704497e-05,4.2547446545877563e-05,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,1970,0,153,-0.0002531720918859135,-10.03679879248991,-3.5695896241739246e-05,-3.569589237434022e-05,6896.568218145186,0.15017368214635,,,-10.115835211130966,0.236435105566027,0.001,50.666666666666664,0.0,152.0,76.0,-10.433822459851292,-9.65212357476412,-10.039511868037131,3.6573442320837045e-05,4.63285065073245e-05,3.109104193704497e-05,4.2547446545877563e-05,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope7_lm,1970,0,153,-0.0002531720918859135,-10.057939819423371,0.0008044665166374508,-4.828819792298461,436835.7617304932,0.1498701259758138,,,-10.115835211130966,0.236435105566027,0.001,50.666666666666664,0.0,152.0,76.0,-10.433822459851292,-9.65212357476412,-10.039511868037131,3.6573442320837045e-05,4.63285065073245e-05,3.109104193704497e-05,4.2547446545877563e-05,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope8,1970,0,153,-0.0002531720918859135,-10.009198813607316,-0.00027482395606991507,-0.0002748239560688982,50.66644095965635,0.15083942603333875,,,-10.115835211130966,0.236435105566027,0.001,50.666666666666664,0.0,152.0,76.0,-10.433822459851292,-9.65212357476412,-10.039511868037131,3.6573442320837045e-05,4.63285065073245e-05,3.109104193704497e-05,4.2547446545877563e-05,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,linear,1970,1,120,0.003457268418857881,-10.189107614621594,,,,0.38528754317912317,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.5,-11.241440398820014,-9.504597837429715,-10.24253539094546,3.059066198432209e-05,3.496197885151742e-05,1.316962032004528e-05,1.7559802101466585e-05,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,1970,1,153,0.003457268418857881,-10.396472173705066,-0.8381082878081214,0.0027054184959831584,0.12383782158469683,0.3694829559538888,,,-10.62010027446256,-0.336450407597286,0.056657878193379474,50.666666666666664,0.0,152.0,76.0,-11.243048383145197,-9.504597837429715,-10.29430417455803,3.056034577078841e-05,2.1829294914698796e-05,1.316962032004528e-05,1.7559802101466585e-05,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope7_lm,1970,1,153,0.003457268418857881,-10.604109318246763,0.006902545975179661,-1.044520886332323,18873.493007734975,0.3663943511722098,,,-10.62010027446256,-0.336450407597286,0.056657878193379474,50.666666666666664,0.0,152.0,76.0,-11.243048383145197,-9.504597837429715,-10.29430417455803,3.056034577078841e-05,2.1829294914698796e-05,1.316962032004528e-05,1.7559802101466585e-05,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope8,1970,1,153,0.003457268418857881,-10.493723853488646,0.0032975629897670933,0.0032975629897670933,50.64473716311888,0.3741056577831598,,,-10.62010027446256,-0.336450407597286,0.056657878193379474,50.666666666666664,0.0,152.0,76.0,-11.243048383145197,-9.504597837429715,-10.29430417455803,3.056034577078841e-05,2.1829294914698796e-05,1.316962032004528e-05,1.7559802101466585e-05,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,linear,1970,2,119,0.002119818430380766,-10.288178485843558,,,,0.5343522637052802,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.36974789915966,-11.779358364387772,-9.380006426495127,-10.396916004573068,4.5963979569406865e-05,3.064359204427272e-05,1.5382367192869e-05,5.384118390366225e-05,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,1970,2,150,0.002119818430380766,-10.45688749129829,-2.571611897921785e-05,0.25780509049802985,18157.073187180522,0.5120455056674674,,,-10.341244676026106,0.5108638883202612,0.001,49.666666666666664,0.0,149.0,74.5,-11.779902152758112,-9.380006426495127,-10.406192890465435,2.2958246603146574e-05,3.8265208511731854e-05,1.5382367192869e-05,5.384118390366225e-05,0.0,1.0,148.0,149.0,2021-20,2024-16
2021_20,slope7_lm,1970,2,150,0.002119818430380766,-10.463378340809742,0.00023824175725438033,2.212013697470666,208180.9167687362,0.5120538272568703,,,-10.341244676026106,0.5108638883202612,0.001,49.666666666666664,0.0,149.0,74.5,-11.779902152758112,-9.380006426495127,-10.406192890465435,2.2958246603146574e-05,3.8265208511731854e-05,1.5382367192869e-05,5.384118390366225e-05,0.0,1.0,148.0,149.0,2021-20,2024-16
2021_20,slope8,1970,2,136,0.002119818430380766,-10.302244071831982,-0.005125891473846664,0.0034014676950109724,45.54915025995871,0.5317837125248397,,,-10.669190286329751,-1.2527476553611563,1.421018384721856,45.666666666666664,0.0,152.0,76.62666666666667,-11.779902152758112,-9.380006426495127,-10.406192890465435,2.2958246603146574e-05,3.8265208511731854e-05,1.5382367192869e-05,5.384118390366225e-05,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,linear,1980,0,120,0.0008663562056776228,-10.936100419516452,,,,0.2325779287594953,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.5,-11.592284302484032,-10.407035088414991,-10.951393088506357,2.2643901998198944e-05,1.5934851617402246e-05,1.5127944591772741e-05,1.933052508491814e-05,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,1980,0,153,0.0008663562056776228,-11.00323504342711,0.0006029323246718489,0.0006029323247974178,1700.2855234788708,0.23727863173004313,,,-11.33918028938573,0.16706498085148513,0.014404995085920164,50.666666666666664,0.0,152.0,76.0,-11.594156836524654,-10.407035088414991,-10.957412187495864,9.219803467386366e-06,1.0896250097495538e-05,1.5127944591772741e-05,1.933052508491814e-05,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope7_lm_invalid_params,1980,0,153,0.0008663562056776228,-11.035312721553781,0.001876611218052663,0.35240604133763986,-20961.641670146564,,invalid parameters from LM slope7 fit,,,,,,0.0,152.0,76.0,-11.594156836524654,-10.407035088414991,-10.957412187495864,9.219803467386366e-06,1.0896250097495538e-05,1.5127944591772741e-05,1.933052508491814e-05,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope8,1980,0,153,0.0008663562056776228,-11.004822193097386,0.0008024532519222185,0.0008024532519222185,50.65545031504487,0.2378300278771742,,,-11.33918028938573,0.16706498085148513,0.014404995085920164,50.666666666666664,0.0,152.0,76.0,-11.594156836524654,-10.407035088414991,-10.957412187495864,9.219803467386366e-06,1.0896250097495538e-05,1.5127944591772741e-05,1.933052508491814e-05,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,linear,1980,1,89,2.151600855077094e-05,-10.49948844325799,,,,0.54632984622171,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,94.82022471910112,-11.193945345321143,-9.401373868804209,-10.611556947119277,1.375723974758795e-05,2.7515236564086042e-05,2.7582782828629903e-05,4.137588613949301e-05,33.0,35.0,150.0,152.0,2022-01,2024-16
2021_20,slope7_success,1980,1,116,2.151600855077094e-05,-10.599387163157685,-0.0004333947941646109,-0.00043339479416448865,1.4194030068788948,0.541078817206339,,,-10.963620570570901,1.3747127079341688e-05,0.5493268759866614,38.333333333333336,0.0,115.0,57.5,-11.194687960459445,-9.401373868804209,-10.624307367625436,1.3747027205553627e-05,1.3747216188982571e-05,2.7582782828629903e-05,4.137588613949301e-05,0.0,1.0,114.0,115.0,2021-20,2024-16
2021_20,slope7_lm,1980,1,116,2.151600855077094e-05,-11.12465807261836,0.054849639189724936,-0.005371454887505164,15.602629168994444,0.5233062960509522,,,-10.963620570570901,1.3747127079341688e-05,0.5493268759866614,38.333333333333336,0.0,115.0,57.5,-11.194687960459445,-9.401373868804209,-10.624307367625436,1.3747027205553627e-05,1.3747216188982571e-05,2.7582782828629903e-05,4.137588613949301e-05,0.0,1.0,114.0,115.0,2021-20,2024-16
2021_20,slope8,1980,1,116,2.151600855077094e-05,-10.50157138381147,2.1920641867831367e-05,2.1920641867831367e-05,50.58897914908867,0.5554179647657046,,,-10.963620570570901,6.873563539674281e-06,0.36622020851234854,50.666666666666664,0.0,152.0,76.5603448275862,-11.194687960459445,-9.401373868804209,-10.624307367625436,1.3747027205553627e-05,1.3747216188982571e-05,2.7582782828629903e-05,4.137588613949301e-05,0.0,2.0,150.0,152.0,2021-20,2024-16
2021_20,linear,1980,2,94,2.000706428488652e-05,-10.50449482356564,,,,0.48479411578145704,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,93.7127659574468,-11.198666672756328,-9.587145340197482,-10.615028642473034,4.1068886217655196e-05,2.7380007120464997e-05,1.3724198507029466e-05,1.3724386863280501e-05,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,1980,2,115,2.000706428488652e-05,-10.289350487022807,-0.09771977429817948,-0.0009880507877092215,2.805924456213341,0.46478465669989455,,,-10.200855730118718,2.7363151371390505e-05,0.001,38.0,0.0,114.0,57.0,-11.199255274442711,-9.587145340197482,-10.609218793991245,2.736277568161437e-05,2.736352442363125e-05,1.3724198507029466e-05,1.3724386863280501e-05,0.0,1.0,113.0,114.0,2021-20,2024-16
2021_20,slope7_lm,1980,2,115,2.000706428488652e-05,-10.618596398495052,0.003295481155982689,-1.1525273183246616,14060.933459915803,0.46413677793933744,,,-10.200855730118718,2.7363151371390505e-05,0.001,38.0,0.0,114.0,57.0,-11.199255274442711,-9.587145340197482,-10.609218793991245,2.736277568161437e-05,2.736352442363125e-05,1.3724198507029466e-05,1.3724386863280501e-05,0.0,1.0,113.0,114.0,2021-20,2024-16
2021_20,slope8,1980,2,107,2.000706428488652e-05,-10.506384476725556,2.0155865486056618e-05,2.0264463749990078e-05,45.66603235045608,0.4847704289358183,,,-10.833005562256398,1.098653343351402,0.001,45.666666666666664,0.0,152.0,79.90434782608696,-11.199255274442711,-9.587145340197482,-10.609218793991245,2.736277568161437e-05,2.736352442363125e-05,1.3724198507029466e-05,1.3724386863280501e-05,0.0,4.0,151.0,152.0,2021-20,2024-16
2021_20,linear,1990,0,120,9.780697563710638e-06,-11.605363075750612,,,,0.3318192628289261,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.5,-12.704501748936659,-10.969147129269873,-11.652237146929311,1.1137086396498271e-05,8.099764803117194e-06,6.0813378943484864e-06,7.0949445479511625e-06,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,1990,0,153,9.780697563710638e-06,-11.786238917065765,0.0012683086256374402,0.0012683086256392822,213.4126717566221,0.32988843658622313,,,-11.915723077930037,6.073223715923924e-06,0.16823663320888407,50.666666666666664,0.0,152.0,76.0,-12.704657657742395,-10.969147129269873,-11.689847614971548,6.073206430389816e-06,6.073243314443145e-06,6.0813378943484864e-06,7.0949445479511625e-06,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope7_lm,1990,0,153,9.780697563710638e-06,-12.00846684056331,0.01010868829855013,-1.5479198327440584,13348.492747752254,0.3139701360871123,,,-11.915723077930037,6.073223715923924e-06,0.16823663320888407,50.666666666666664,0.0,152.0,76.0,-12.704657657742395,-10.969147129269873,-11.689847614971548,6.073206430389816e-06,6.073243314443145e-06,6.0813378943484864e-06,7.0949445479511625e-06,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope8,1990,0,153,9.780697563710638e-06,-11.853154916337555,0.002274854501032091,0.002274854501032091,50.65162700584801,0.33300823861512396,,,-11.915723077930037,6.073223715923924e-06,0.16823663320888407,50.666666666666664,0.0,152.0,76.0,-12.704657657742395,-10.969147129269873,-11.689847614971548,6.073206430389816e-06,6.073243314443145e-06,6.0813378943484864e-06,7.0949445479511625e-06,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,linear,1990,1,47,1.2564944136930919e-05,-10.614981939442169,,,,0.42881898062200563,linear_fit_t_mean=76.000000,,,,,,35.0,150.0,91.61702127659575,-10.615824427438131,-9.228671327857446,-10.379075781831318,2.4524831393036997e-05,2.4525432875108635e-05,2.456217915772937e-05,2.4562782473179786e-05,35.0,38.0,147.0,150.0,2022-03,2024-14
2021_20,slope7_success,1990,1,56,1.2564944136930919e-05,-10.308899935368421,-0.051732500746722185,0.0009090400012756947,2.165454347044402,0.3487835189381101,,,-10.153947005290192,0.6931962183423663,0.001,18.333333333333332,0.0,55.0,27.5,-10.616094164199911,-9.228671327857446,-10.392390434297718,2.4518217036541515e-05,4.9038838770061816e-05,2.456217915772937e-05,2.4562782473179786e-05,0.0,1.0,54.0,55.0,2021-20,2024-14
2021_20,slope7_lm_invalid_params,1990,1,56,1.2564944136930919e-05,-10.518180044283154,0.013213976483057208,3.0040522735790156,-6418.004485453346,,invalid parameters from LM slope7 fit,,,,,,0.0,55.0,27.5,-10.616094164199911,-9.228671327857446,-10.392390434297718,2.4518217036541515e-05,4.9038838770061816e-05,2.456217915772937e-05,2.4562782473179786e-05,0.0,1.0,54.0,55.0,2021-20,2024-14
2021_20,slope8,1990,1,56,1.2564944136930919e-05,-10.616204016135754,1.3157361755736306e-05,1.3157361755736306e-05,50.000392229576036,0.414218525004937,,,-10.153947005290192,0.06301783803118151,0.001,50.0,0.0,150.0,79.83928571428571,-10.616094164199911,-9.228671327857446,-10.392390434297718,2.4518217036541515e-05,4.9038838770061816e-05,2.456217915772937e-05,2.4562782473179786e-05,0.0,11.0,147.0,150.0,2021-20,2024-14
2021_20,linear,1990,2,64,1.7100773407122568e-05,-10.72617781335563,,,,0.4942540018549419,linear_fit_t_mean=76.000000,,,,,,34.0,152.0,89.84375,-10.727202363074703,-9.34071052249509,-10.445431849949172,2.1939928476648743e-05,2.1940409847828022e-05,6.595000991646749e-05,4.3968606422074845e-05,34.0,35.0,151.0,152.0,2022-02,2024-16
2021_20,slope7_success,1990,2,83,1.7100773407122568e-05,-10.510545770882999,-0.0007837017288188733,1.301202306039177,17712.438873280316,0.38602728619241333,,,-10.727728782614209,2.192814025112649e-05,0.001,27.333333333333332,0.0,82.0,41.0,-10.727750710916528,-9.34071052249509,-10.459894958471905,2.1927901062123555e-05,2.1928381905485444e-05,6.595000991646749e-05,4.3968606422074845e-05,0.0,1.0,81.0,82.0,2021-22,2024-16
2021_20,slope7_lm,1990,2,83,1.7100773407122568e-05,-10.510594061388549,-0.0007805318951462852,1.0073011774845286,13723.014530327946,0.38602761747527997,,,-10.727728782614209,2.192814025112649e-05,0.001,27.333333333333332,0.0,82.0,41.0,-10.727750710916528,-9.34071052249509,-10.459894958471905,2.1927901062123555e-05,2.1928381905485444e-05,6.595000991646749e-05,4.3968606422074845e-05,0.0,1.0,81.0,82.0,2021-22,2024-16
2021_20,slope8,1990,2,76,1.7100773407122568e-05,-10.6972664056691,-0.0012191946585284592,0.000402098575737886,45.66674988516263,0.48363059931786856,,,-10.496496968956661,7.310662725262231e-06,0.001,45.666666666666664,2.0,152.0,73.3132530120482,-10.727750710916528,-9.34071052249509,-10.459894958471905,2.1927901062123555e-05,2.1928381905485444e-05,6.595000991646749e-05,4.3968606422074845e-05,2.0,4.0,151.0,152.0,2021-22,2024-16
2021_20,linear,2000,0,120,-0.002620543305873617,-12.282652959606272,,,,0.49705000649458037,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.5,-13.82277312158953,-11.33782576765106,-12.361778168830787,1.9854387919327195e-06,6.949084061101198e-06,3.973133670042043e-06,3.9731494560328835e-06,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,2000,0,152,-0.002620543305873617,-12.538569520325895,0.0014796770797120631,0.0014796770797146424,0.0010000000009021761,0.5411988887452136,,,-13.22568342689903,0.6931491657527231,0.001,50.333333333333336,0.0,151.0,75.5,-13.822938899366228,-11.33782576765106,-12.426853900891553,9.925991805364215e-07,1.9852023020795806e-06,3.973133670042043e-06,3.9731494560328835e-06,0.0,1.0,150.0,151.0,2021-21,2024-16
2021_20,slope7_lm,2000,0,152,-0.002620543305873617,-12.816555138028555,0.012600695573682064,-15.510056123365008,105337.12172449031,0.5261381450408699,,,-13.22568342689903,0.6931491657527231,0.001,50.333333333333336,0.0,151.0,75.5,-13.822938899366228,-11.33782576765106,-12.426853900891553,9.925991805364215e-07,1.9852023020795806e-06,3.973133670042043e-06,3.9731494560328835e-06,0.0,1.0,150.0,151.0,2021-21,2024-16
2021_20,slope8_invalid_params,2000,0,152,-0.002620543305873617,,,,,,invalid parameters from slope8 fit,,,,,,1.0,152.0,76.5,-13.822938899366228,-11.33782576765106,-12.426853900891553,9.925991805364215e-07,1.9852023020795806e-06,3.973133670042043e-06,3.9731494560328835e-06,1.0,2.0,151.0,152.0,2021-21,2024-16
2021_20,linear,2000,1,26,2.789577688674763e-05,-8.911587904059747,,,,0.13589476659608865,linear_fit_t_mean=76.000000,,,,,,36.0,152.0,87.26923076923077,-8.913281136201867,-8.216763540062876,-8.884926944354056,0.0001345895022220644,0.00013460761899442456,0.00027008778016990624,0.00013506212878444193,36.0,39.0,144.0,152.0,2022-04,2024-16
2021_20,slope7_success,2000,1,31,2.789577688674763e-05,-8.763333989113738,-0.0229699108120686,12.704565565203309,8057.353632023507,0.16064321455319844,,,-8.91395385135688,0.00013448994810958277,0.001,10.0,0.0,30.0,15.0,-8.914088347334788,-8.216763540062876,-8.867218739284622,0.00013448090391427467,0.0001344989914603331,0.00027008778016990624,0.00013506212878444193,0.0,1.0,29.0,30.0,2021-21,2024-16
2021_20,slope7_lm,2000,1,31,2.789577688674763e-05,-8.763335747358356,-0.022973734392356532,8.705700493479934,5522.061158592323,0.16064473569729398,,,-8.91395385135688,0.00013448994810958277,0.001,10.0,0.0,30.0,15.0,-8.914088347334788,-8.216763540062876,-8.867218739284622,0.00013448090391427467,0.0001344989914603331,0.00027008778016990624,0.00013506212878444193,0.0,1.0,29.0,30.0,2021-21,2024-16
2021_20,slope8_invalid_params,2000,1,31,2.789577688674763e-05,,,,,,invalid parameters from slope8 fit,,,,,,1.0,152.0,74.93548387096774,-8.914088347334788,-8.216763540062876,-8.867218739284622,0.00013448090391427467,0.0001344989914603331,0.00027008778016990624,0.00013506212878444193,1.0,7.0,144.0,152.0,2021-21,2024-16
2021_20,linear,2000,2,14,2.0194417883362774e-05,-8.700800842764023,,,,0.00030879836117804217,linear_fit_t_mean=76.000000,,,,,,38.0,151.0,91.5,-8.70184536124426,-8.69968139867531,-8.700763740170052,0.00016627868345597195,0.00016630633665474067,0.00016661113000894802,0.00016663889390338337,38.0,48.0,122.0,151.0,2022-06,2024-15
2021_20,slope7_success,2000,2,19,2.0194417883362774e-05,-8.445164200218564,-0.040997937544065284,10.42013778722964,3395.5743027486037,0.230317841240125,,,-8.336527645668365,0.00016609916215576433,0.001,6.0,0.0,18.0,9.0,-8.703008635165471,-7.6037317658363115,-8.643392883622028,0.0001660853682609164,0.0001661129571926166,0.00016661113000894802,0.00016663889390338337,0.0,1.0,17.0,18.0,2021-26,2024-15
2021_20,slope7_lm,2000,2,19,2.0194417883362774e-05,-8.44515599528984,-0.041017528852089556,5.013414642299568,1636.60875844706,0.23031922137262584,,,-8.336527645668365,0.00016609916215576433,0.001,6.0,0.0,18.0,9.0,-8.703008635165471,-7.6037317658363115,-8.643392883622028,0.0001660853682609164,0.0001661129571926166,0.00016661113000894802,0.00016663889390338337,0.0,1.0,17.0,18.0,2021-26,2024-15
2021_20,slope8_invalid_params,2000,2,16,2.0194417883362774e-05,,,,,,invalid parameters from slope8 fit,,,,,,6.0,151.0,70.73684210526316,-8.703008635165471,-7.6037317658363115,-8.643392883622028,0.0001660853682609164,0.0001661129571926166,0.00016661113000894802,0.00016663889390338337,6.0,10.0,122.0,151.0,2021-26,2024-15
2021_20,linear,-2,0,120,-0.002978184769151346,-8.966587350167789,,,,0.13306087829997115,linear_fit_t_mean=76.000000,,,,,,33.0,152.0,92.5,-9.235752349046047,-8.517665112110569,-8.957451331156873,0.00019990563812854477,0.0001909197916191136,0.00010311639676626171,0.00010636132352975879,33.0,34.0,151.0,152.0,2022-01,2024-16
2021_20,slope7_success,-2,0,153,-0.002978184769151346,-8.621076161098111,-0.004291091378688615,0.8052459106222839,60851.478300874485,0.1521437505338453,,,-8.607143352128787,-0.10898933290062665,0.12802920333684803,50.666666666666664,0.0,152.0,76.0,-9.235752349046047,-8.228003513453078,-8.895835475836153,0.00019558395415619084,0.00017538795173714926,0.00010311639676626171,0.00010636132352975879,0.0,1.0,151.0,152.0,2021-20,2024-16
2021_20,slope7_lm_invalid_params,-2,0,153,-0.002978184769151346,-8.61854674617939,-0.003983977681192517,-0.003998585917578424,-24.904918599774394,,invalid parameters from LM slope7 fit,,,,,,0.0,152.0,76.0,-9.235752349046047,-8.228003513453078,-8.895835475836153,0.00019558395415619084,0.00017538795173714926,0.00010311639676626171,0.00010636132352975879,0.0,1.0,151.0,152.0,2021-20,2024-16
