enrollment_date,mode,YearOfBirth,Dose,n_points,b_original,C,ka,kb,tau,rms_error,note,error,C_init,ka_init,delta_k_init,tau_init,s_min,s_max,s_mean,logh_min,logh_max,logh_mean,h_first1,h_first2,h_last2,h_last1,t_first1,t_first2,t_last2,t_last1,iso_week_first,iso_week_last
2021_13,slope7_lm,1920,2,160,0.0011342218245691258,-5.589765361004031,0.009012736779244856,-2.2937285989606235,28168.227814310965,0.17220558647882342,,,-5.683361015991818,0.17355129379933984,0.001,53.0,0.0,159.0,79.5,-5.814738803589492,-4.633703493705451,-5.218299249465561,0.003075698728122381,0.0036586103806633056,0.005340283812886155,0.004953911328427523,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,slope8,1920,2,145,0.0011342218245691258,-5.3127521373059,0.0014725777670112172,0.0014725835936947231,47.99907749878929,0.17549491360573358,,,-5.49039219326481,-0.1139221132126422,0.001,48.0,0.0,159.0,79.5,-5.814738803589492,-4.633703493705451,-5.218299249465561,0.003075698728122381,0.0036586103806633056,0.005340283812886155,0.004953911328427523,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,linear,1930,0,120,-0.0014278554989535111,-5.825161564165789,,,,0.16616660471931732,linear_fit_t_mean=79.500000,,,,,,40.0,159.0,99.5,-6.200660949527335,-5.328757840450051,-5.811097770120214,0.004006889318942598,0.0037317412366012154,0.0028547836982694102,0.002711866068749622,40.0,41.0,158.0,159.0,2022-01,2024-16
2021_13,slope7_success,1930,0,160,-0.0014278554989535111,-5.635906737578538,-0.002369812360202169,0.40809168202838303,39697.11679973271,0.18980318926190565,,,-5.273102733801285,-0.213072696775595,0.24812145170109312,53.0,0.0,159.0,79.5,-6.200660949527335,-5.122108464644392,-5.780646801866913,0.005963435936259569,0.004819037009598245,0.0028547836982694102,0.002711866068749622,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,slope7_lm,1930,0,160,-0.0014278554989535111,-5.635913409378686,-0.002369437134473851,0.45948978137546387,44702.289375380366,0.1898031481859017,,,-5.273102733801285,-0.213072696775595,0.24812145170109312,53.0,0.0,159.0,79.5,-6.200660949527335,-5.122108464644392,-5.780646801866913,0.005963435936259569,0.004819037009598245,0.0028547836982694102,0.002711866068749622,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,slope8_invalid_params,1930,0,160,-0.0014278554989535111,,,,,,invalid parameters from slope8 fit,,,,,,0.0,159.0,79.5,-6.200660949527335,-5.122108464644392,-5.780646801866913,0.005963435936259569,0.004819037009598245,0.0028547836982694102,0.002711866068749622,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,linear,1930,1,120,0.0012054928489971357,-6.153708765410771,,,,0.17682622374670376,linear_fit_t_mean=79.500000,,,,,,40.0,159.0,99.5,-6.766443588488137,-5.716444117943621,-6.166505984221193,0.001818070265359581,0.0018523097417651867,0.0019425949654762037,0.0017076371251772144,40.0,41.0,158.0,159.0,2022-01,2024-16
2021_13,slope7_success,1930,1,160,0.0012054928489971357,-5.784534678669677,-0.2934303583152351,0.0018294819198306222,1.9353363494334876,0.1829461193872628,,,-5.9722518188927305,-0.038070853508643705,0.001,53.0,0.0,159.0,79.5,-6.766443588488137,-5.716444117943621,-6.201667281871236,0.0028618873634398763,0.002754980793185549,0.0019425949654762037,0.0017076371251772144,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,slope7_lm,1930,1,160,0.0012054928489971357,-6.360848408304546,0.0030686593076347376,-0.005474359667657619,385.25683065835557,0.18983437166356534,,,-5.9722518188927305,-0.038070853508643705,0.001,53.0,0.0,159.0,79.5,-6.766443588488137,-5.716444117943621,-6.201667281871236,0.0028618873634398763,0.002754980793185549,0.0019425949654762037,0.0017076371251772144,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,slope8,1930,1,160,0.0012054928489971357,-6.356580166463483,0.0019135592597625767,0.0019135592597625767,53.00209383959197,0.19156703263902428,,,-5.9722518188927305,-0.038070853508643705,0.001,53.0,0.0,159.0,79.5,-6.766443588488137,-5.716444117943621,-6.201667281871236,0.0028618873634398763,0.002754980793185549,0.0019425949654762037,0.0017076371251772144,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,linear,1930,2,120,0.0015080262068131536,-6.17873130169236,,,,0.11697798629590292,linear_fit_t_mean=79.500000,,,,,,40.0,159.0,99.5,-6.526314584632422,-5.7715402645763065,-6.1709223697846936,0.0017193018442069664,0.0018055046340665,0.002223856114532729,0.0022676625668641495,40.0,41.0,158.0,159.0,2022-01,2024-16
2021_13,slope7_success,1930,2,160,0.0015080262068131536,-6.500973071874893,0.0031710639920274754,0.003171064573918955,0.09720619573735245,0.14533163207985514,,,-6.835927052469775,-0.16935383411053567,0.1889901485500054,53.0,0.0,159.0,79.5,-6.915730452759285,-5.7715402645763065,-6.248873354460995,0.0011751298596419262,0.000992056543548172,0.002223856114532729,0.0022676625668641495,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,slope7_lm,1930,2,160,0.0015080262068131536,-6.863716204362055,0.031967278915715915,0.0009416290708151101,19.955292457347795,0.11342949031082541,,,-6.835927052469775,-0.16935383411053567,0.1889901485500054,53.0,0.0,159.0,79.5,-6.915730452759285,-5.7715402645763065,-6.248873354460995,0.0011751298596419262,0.000992056543548172,0.002223856114532729,0.0022676625668641495,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,slope8_invalid_params,1930,2,145,0.0015080262068131536,,,,,,invalid parameters from slope8 fit,,,,,,0.0,159.0,79.5,-6.915730452759285,-5.7715402645763065,-6.248873354460995,0.0011751298596419262,0.000992056543548172,0.002223856114532729,0.0022676625668641495,0.0,1.0,158.0,159.0,2021-13,2024-16
2021_13,linear,1940,0,120,-0.0007231161475057126,-7.074849161853403,,,,0.124266701977517,linear_fit_t_mean=79.500000,,,,,,40.0,159.0,99.5,-7.286043219345875,-6.739040608816033,-7.068523476784135,0.0010448639362408167,0.001065347028566704,0.0008269594592098799,0.0007043479716465721,40.0,41.0,158.0,159.0,2022-01,2024-16
2021_13,slope7_success,1940,0,160,-0.0007231161475057126,-6.163345438320475,-0.2812782901573938,-0.0006235428852924829,2.98749104424336,0.15137973245767786,,,-6.38928516702108,-0.1575838509108896,0.08755981640080222,53.0,0.0,159.0,79.5,-7.286043219345875,-6.228138899980776,-7.03294914887339,0.0019731206565079765,0.0016854498948721509,0.0008269594592098799,0.0007043479716465721,0.0,1.0,158.0,159.0,2021-13,2024-16
