enrollment_date,mode,YearOfBirth,Dose,n_points,b_original,C,ka,kb,tau,rms_error,note,error,C_init,ka_init,delta_k_init,tau_init,s_min,s_max,s_mean,logh_min,logh_max,logh_mean
2022_26,slope7_lm,1970,0,95,-0.001192814063868429,-9.404608062638939,-0.17530927072831567,-0.0013011684675806323,1.6733746075192335,0.18434209575168206,,,,,,,0.0,94.0,47.0,-10.220507528937171,-9.294037930293008,-9.750130469993207
2022_26,linear,1970,1,62,-0.00814462731083022,-8.882958501344007,,,,0.4429686276942767,linear_fit_t_mean=47.000000,,,,,,0.0,88.0,42.0,-9.233763886124807,-8.126123956304843,-8.84345827057341
2022_26,slope7_success,1970,1,65,-0.00814462731083022,-8.824827282736887,-0.00019462832322548077,-0.00019462832321358135,1153.8952138932614,0.40698651197676217,,,,,,,0.0,94.0,44.353846153846156,-9.233763886124807,-8.125630981182644,-8.833459845638984
2022_26,slope7_lm,1970,1,65,-0.00814462731083022,-8.95427934457629,0.01699874736484226,-0.001689396354318081,12.343785895250537,0.4054447241479641,,,,,,,0.0,94.0,44.353846153846156,-9.233763886124807,-8.125630981182644,-8.833459845638984
2022_26,linear,1970,2,91,0.0010084917564117703,-10.142624215317705,,,,0.2352825360177165,linear_fit_t_mean=47.000000,,,,,,0.0,90.0,45.0,-10.704071092653553,-9.639093124879015,-10.14311157720134
2022_26,linear,1970,3,91,0.0022913351399789137,-10.310996087486163,,,,0.19434595520558035,linear_fit_t_mean=47.000000,,,,,,0.0,90.0,45.0,-10.84323947706366,-9.896160776938446,-10.333995615564186
2022_26,linear,1980,0,91,2.310536776500655e-05,-10.636171775698145,,,,0.3238804325604461,linear_fit_t_mean=47.000000,,,,,,0.0,90.0,45.0,-11.425297898156112,-9.815630727099215,-10.648187717641227
2022_26,linear,1980,1,44,4.493248886850492e-05,-9.547874307808351,,,,0.3623478621419224,linear_fit_t_mean=47.000000,,,,,,0.0,89.0,44.75,-9.550021739117074,-8.449913134119623,-9.38774867805937
2022_26,linear,1980,2,91,1.4994344147549958e-05,-11.205983083623863,,,,0.39328658478828593,linear_fit_t_mean=47.000000,,,,,,0.0,90.0,45.0,-12.30509411180978,-10.35824383298978,-11.187970190030022
2022_26,linear,1980,3,91,0.003810740296869666,-11.19038347689301,,,,0.4877942638883941,linear_fit_t_mean=47.000000,,,,,,0.0,90.0,45.0,-12.956200168479148,-10.470346095834103,-11.237245745687199
2022_26,linear,1990,0,89,1.2261680024299163e-05,-11.290261439449514,,,,0.4551367657173328,linear_fit_t_mean=47.000000,,,,,,1.0,90.0,45.449438202247194,-12.899184825518821,-10.596949683440517,-11.385906770780377
2022_26,linear,1990,1,19,1.1896956376015348e-05,-9.573508509094141,,,,0.2248542257419574,linear_fit_t_mean=47.000000,,,,,,0.0,84.0,39.68421052631579,-9.574010790024763,-8.880933117866702,-9.500564811528866
2022_26,linear,1990,2,87,-0.004350877350008913,-11.670848586946494,,,,0.5492245685029934,linear_fit_t_mean=47.000000,,,,,,0.0,90.0,44.62068965517241,-12.88874263148532,-10.942552020354622,-11.811040789952648
2022_26,slope7_success,1990,2,91,-0.004350877350008913,-11.575692928012067,-0.006103050283971644,0.2354982073503604,10041.21309229733,0.530479688995975,,,,,,,0.0,94.0,46.72527472527472,-12.88874263148532,-10.942552020354622,-11.825478087069005
