cohort,t,deaths,at_risk,hazard,log_hazard,slope,hazard_adj,cum_hazard_adj
dose0_unvaccinated,0,1711,1021171,0.0016755274092194157,-6.391627292090862,-0.04459985631791352,0.0016755274092194157,0.0016755274092194157
dose0_unvaccinated,1,1625,1019460,0.0015939811272634532,-6.4415205385440215,-0.04459985631791352,0.0016666816217171597,0.0033422090309365754
dose0_unvaccinated,2,1588,1017835,0.001560174291510903,-6.462957738633999,-0.04459985631791352,0.001705736961758354,0.00504794599269493
dose0_unvaccinated,3,1258,1016247,0.001237888033125805,-6.694348550549894,-0.04459985631791352,0.0014151086284709064,0.006463054621165836
dose0_unvaccinated,4,1149,1014989,0.0011320319727602958,-6.78374105511212,-0.04459985631791352,0.0013531208282313338,0.00781617544939717
dose0_unvaccinated,5,1034,1013840,0.001019884794444883,-6.888065604687571,-0.04459985631791352,0.001274672083199658,0.009090847532596827
dose0_unvaccinated,6,1084,1012806,0.0010702938173746995,-6.839822072525526,-0.04459985631791352,0.0013986847690245592,0.010489532301621387
dose0_unvaccinated,7,1087,1011722,0.0010744058150361463,-6.8359875004130926,-0.04459985631791352,0.001468096660122047,0.011957628961743433
dose0_unvaccinated,8,1139,1010635,0.0011270142039410866,-6.78818344068441,-0.04459985631791352,0.0016102197958517159,0.01356784875759515
dose0_unvaccinated,9,1253,1009496,0.0012412134372003455,-6.691665799473508,-0.04459985631791352,0.0018542646203281064,0.015422113377923256
dose0_unvaccinated,10,1099,1008243,0.001090015006303044,-6.821563815585353,-0.04459985631791352,0.0017026570927244642,0.01712477047064772
dose0_unvaccinated,11,1408,1007144,0.0013980125979998889,-6.572703623766279,-0.04459985631791352,0.002283364640575342,0.019408135111223062
dose0_unvaccinated,12,1282,1005736,0.0012746883874098173,-6.665053532274307,-0.04459985631791352,0.0021768960295514414,0.021585031140774504
dose0_unvaccinated,13,1021,1004454,0.0010164726309019627,-6.89141685009656,-0.04459985631791352,0.001815092736711567,0.023400123877486072
dose0_unvaccinated,14,1077,1003433,0.0010733153085457623,-6.837003001515284,-0.04459985631791352,0.0020040101857467132,0.025404134063232782
dose0_unvaccinated,15,990,1002356,0.0009876730423123122,-6.920158843819128,-0.04459985631791352,0.0019282141813530068,0.027332348244585792
dose0_unvaccinated,16,910,1001366,0.0009087586357036288,-7.003431026324141,-0.04459985631791352,0.0018550691142935833,0.029187417358879374
dose0_unvaccinated,17,899,1000456,0.0008985902428492608,-7.014683419556249,-0.04459985631791352,0.001917973992804395,0.03110539135168377
dose0_unvaccinated,18,875,999557,0.0008753877967939797,-7.040843573453171,-0.04459985631791352,0.001953668953288757,0.03305906030497253
dose1,0,269,160887,0.001671980955577517,-6.39374615458933,-0.05091626336875028,0.001671980955577517,0.001671980955577517
dose1,1,219,160618,0.0013634835448081784,-6.597712424098958,-0.05091626336875028,0.0014347048064391637,0.0031066857620166807
dose1,2,182,160399,0.0011346704156509704,-6.781413052904357,-0.05091626336875028,0.0012563048490598237,0.004362990611076504
dose1,3,187,160217,0.0011671670297159478,-6.75317580848507,-0.05091626336875028,0.0013597872594041985,0.005722777870480703
dose1,4,127,160030,0.0007936011997750422,-7.138929490181445,-0.05091626336875028,0.0009728657732761208,0.006695643643756824
dose1,5,158,159903,0.000988099035039993,-6.919727627345159,-0.05091626336875028,0.0012745701295670893,0.007970213773323912
dose1,6,143,159745,0.000895176687846255,-7.018489442585515,-0.05091626336875028,0.0012150234981044077,0.009185237271428321
dose1,7,143,159602,0.0008959787471334946,-7.0175938649877425,-0.05091626336875028,0.001279635481858032,0.010464872753286353
dose1,8,149,159459,0.0009344094720272922,-6.975595808926181,-0.05091626336875028,0.0014042306559934568,0.01186910340927981
dose1,9,154,159310,0.000966668759023288,-6.941654666153311,-0.05091626336875028,0.0015285918974034505,0.01339769530668326
dose1,10,132,159156,0.0008293749528764232,-7.094838209695983,-0.05091626336875028,0.0013799947612602146,0.014777690067943475
dose1,11,182,159024,0.0011444813361505182,-6.7728037261309915,-0.05091626336875028,0.0020037700876258564,0.016781460155569333
dose1,12,163,158842,0.0010261769557170018,-6.881915075645986,-0.05091626336875028,0.001890488693732771,0.0186719488493021
dose1,13,127,158679,0.0008003579553690155,-7.130451486158388,-0.05091626336875028,0.0015514891577078185,0.02022343800700992
dose1,14,142,158552,0.0008956052273071296,-7.018010836602923,-0.05091626336875028,0.0018268115585892957,0.022050249565599218
dose1,15,113,158410,0.0007133388043684111,-7.245554068970556,-0.05091626336875028,0.0015310368116033639,0.02358128637720258
dose1,16,136,158297,0.0008591445194792068,-7.059573408595291,-0.05091626336875028,0.0019402989987894704,0.02552158537599205
dose1,17,100,158161,0.0006322671202129476,-7.366198594547598,-0.05091626336875028,0.0015025041683555756,0.027024089544347627
dose1,18,97,158061,0.0006136871207951361,-7.396025334946946,-0.05091626336875028,0.0015345277587346647,0.02855861730308229
dose2,0,1514,1299139,0.0011653872295420275,-6.754701861319435,-0.033948828352133587,0.0011653872295420275,0.0011653872295420275
dose2,1,1261,1297625,0.0009717753588286293,-6.936385892530627,-0.033948828352133587,0.0010053323816108998,0.0021707196111529275
dose2,2,1199,1296364,0.0009248945512217247,-6.985830825629408,-0.033948828352133587,0.000989873729504722,0.0031605933406576494
dose2,3,1020,1295165,0.0007875444441441824,-7.146590751848509,-0.033948828352133587,0.000871979828486811,0.00403257316914446
dose2,4,909,1294145,0.0007023942448489157,-7.261015709229161,-0.033948828352133587,0.0008045556698757037,0.004837128839020164
dose2,5,884,1293236,0.000683556597558373,-7.288201099729739,-0.033948828352133587,0.0008100156755379406,0.005647144514558104
dose2,6,841,1292352,0.0006507514980438766,-7.337382712065547,-0.033948828352133587,0.0007977703834535274,0.0064449148980116324
dose2,7,881,1291511,0.0006821467258118591,-7.290265782773611,-0.033948828352133587,0.0008651358733863314,0.007310050771397963
dose2,8,863,1290630,0.0006686656903992624,-7.310226338132612,-0.033948828352133587,0.0008773226675442118,0.008187373438942176
dose2,9,911,1289767,0.000706329127664144,-7.255429242609073,-0.033948828352133587,0.0009587408131509312,0.009146114252093107
dose2,10,827,1288856,0.0006416543042822472,-7.351460866149733,-0.033948828352133587,0.0009010294791547557,0.010047143731247862
dose2,11,1106,1288029,0.0008586763186232609,-7.060118518838635,-0.033948828352133587,0.0012474155762651484,0.01129455930751301
dose2,12,1020,1286923,0.0007925882123483689,-7.1402067494502885,-0.033948828352133587,0.0011911681565165253,0.012485727464029536
dose2,13,752,1285903,0.0005848030527963617,-7.4442354293023145,-0.033948828352133587,0.00090924073785621,0.013394968201885746
dose2,14,835,1285151,0.0006497290979814823,-7.338955054284501,-0.033948828352133587,0.0010450699506813054,0.014440038152567052
dose2,15,779,1284316,0.0006065485441277691,-7.407725793001204,-0.033948828352133587,0.0010093049354893292,0.01544934308805638
dose2,16,711,1283537,0.0005539380633359226,-7.498457676499599,-0.033948828352133587,0.0009535903103172064,0.016402933398373586
dose2,17,741,1282826,0.0005776309491700355,-7.456575389463046,-0.033948828352133587,0.0010287145071902668,0.017431647905563855
