cohort,intercept,slope
dose0_unvaccinated,-7.072048433257388,0.036339035683797614
dose1,-7.208289713441551,0.027859320634367434
dose2,-7.574130422477335,0.0360924245606644
dose3,-7.079790163731198,0.05660577589016551
dose4,-5.632668802788972,0.0022500564636916106
