t,cum_vax,cum_ref,cohort,kcor_ratio
5,0.0,0.009646130839470378,dose4,0.0
6,0.0,0.011613312592305441,dose4,0.0
7,0.0,0.01358646165213636,dose4,0.0
8,0.02810346942315257,0.015689760410868753,dose4,1.791198124471887
9,0.05620693884630515,0.017520675562833925,dose4,3.208034909471595
10,0.05620693884630515,0.0192886030964506,dose4,2.913997377743446
11,0.05620693884630515,0.02105717878651926,dose4,2.669253056806423
12,0.05620693884630515,0.022988609983555057,dose4,2.4449907534238866
13,0.05620693884630515,0.02506380740548759,dose4,2.2425538919420673
14,0.05620693884630515,0.027362146577075072,dose4,2.0541860151916236
15,0.05620693884630515,0.030057799254543147,dose4,1.8699618813888936
16,0.05620693884630515,0.032560450065078426,dose4,1.7262334744218326
17,0.05620693884630515,0.03607256497831593,dose4,1.5581630770790573
18,0.05620693884630515,0.039478129165400666,dose4,1.4237487954252444
19,0.05620693884630515,0.04234895514169375,dose4,1.3272331904510342
20,0.05620693884630515,0.04559727649916961,dose4,1.232681931038054
21,0.05620693884630515,0.04873029423412169,dose4,1.1534290881788842
22,0.05620693884630515,0.051956617872714224,dose4,1.0818051895318082
23,0.05620693884630515,0.05529471206250763,dose4,1.0164975410623316
24,0.05620693884630515,0.05864135752855892,dose4,0.9584863177489255
