t,cum_vax,cum_ref,cohort,kcor_ratio
0,0.001552503502159063,0.0016715916253650074,dose1,0.9287576449130044
1,0.005206252480395334,0.0029700064748078344,dose1,1.752943140967141
2,0.008886362264501279,0.004504540097383393,dose1,1.972756834308224
3,0.011944878815988198,0.005565064501332712,dose1,2.1464043787778655
4,0.015043627580570892,0.006407327959090966,dose1,2.3478785032188854
5,0.018064060393719026,0.007160608848009696,dose1,2.5226989456653905
6,0.02102068500015959,0.007897036995805521,dose1,2.661844563810806
7,0.023786397105376587,0.008618540184300588,dose1,2.759910216111267
8,0.026786440158187222,0.009344716518983774,dose1,2.8664796947991027
9,0.030091367057603294,0.010145484423236704,dose1,2.965986225923088
10,0.03367025686223562,0.011150105122099095,dose1,3.0197255084602466
11,0.03705320531484635,0.012216159504632992,dose1,3.0331304447818277
12,0.04003376761681493,0.013023866918991529,dose1,3.073877202734882
13,0.04325125884073089,0.013776657623813237,dose1,3.139459513229881
14,0.04620977078908845,0.014538683357339186,dose1,3.178401348330017
15,0.04902051769557937,0.015223974046722051,dose1,3.2199554164974593
16,0.051389154408294495,0.015838059469977534,dose1,3.2446622960636433
17,0.05352789235517559,0.01640795763235538,dose1,3.2623129307915755
18,0.05583098605539638,0.017002653102879007,dose1,3.283663185638895
0,0.00021426275756168981,0.0016715916253650074,dose2,0.12817888901945454
1,0.0011342390335586565,0.0029700064748078344,dose2,0.38189783180528125
2,0.0017657691508723684,0.004504540097383393,dose2,0.3919976539904872
3,0.002600462877358625,0.005565064501332712,dose2,0.46728351059876966
4,0.00342805236461943,0.006407327959090966,dose2,0.5350205867362471
5,0.004111840964206392,0.007160608848009696,dose2,0.5742306347001561
6,0.004993075204940958,0.007897036995805521,dose2,0.6322719783332327
7,0.005866873647663329,0.008618540184300588,dose2,0.6807270746001297
8,0.006799947954593862,0.009344716518983774,dose2,0.7276783560049256
9,0.007758262533231128,0.010145484423236704,dose2,0.7647010442101014
10,0.00844643511459165,0.011150105122099095,dose2,0.7575206710018911
11,0.009583510776675165,0.012216159504632992,dose2,0.7844945682197513
12,0.01045356810018076,0.013023866918991529,dose2,0.8026470298260356
13,0.01147608872974964,0.013776657623813237,dose2,0.8330096488047997
14,0.012236678094744432,0.014538683357339186,dose2,0.8416634294277854
15,0.013147909670241568,0.015223974046722051,dose2,0.8636319024866491
16,0.01377111547187675,0.015838059469977534,dose2,0.86949512325747
17,0.014265370368992968,0.01640795763235538,dose2,0.8694177963985723
18,0.014816520897709113,0.017002653102879007,dose2,0.8714240540688826
