icd,count,pct
I25,2378,0.1681159420289855
I50,886,0.06263697419582892
U07,813,0.05747613997879109
E11,623,0.044043831742665254
G30,522,0.03690349946977731
I63,387,0.02735949098621421
I21,343,0.024248851184164016
C34,333,0.02354188759278897
J18,319,0.02255213856486391
I10,318,0.022481442205726405
I11,307,0.021703782255213855
J44,307,0.021703782255213855
C50,296,0.020926122304701308
F01,273,0.019300106044538707
I48,225,0.015906680805938492
C25,218,0.015411806291975963
I70,205,0.014492753623188406
I64,176,0.012442559208200778
I67,176,0.012442559208200778
I61,175,0.012371862849063274
A41,174,0.012301166489925769
R99,174,0.012301166489925769
I69,153,0.010816542948038176
C18,130,0.009190526687875575
I26,123,0.008695652173913044
C80,101,0.007140332272887946
I35,96,0.006786850477200424
C56,94,0.006645457758925415
S72,93,0.006574761399787911
S06,89,0.006291975963237893
C16,75,0.005302226935312832
G20,71,0.0050194414987628135
I71,69,0.004878048780487805
N18,63,0.004453870625662778
N17,63,0.004453870625662778
K56,59,0.004171085189112761
N39,59,0.004171085189112761
R54,59,0.004171085189112761
F03,59,0.004171085189112761
E10,57,0.004029692470837752
C22,55,0.003888299752562743
K70,55,0.003888299752562743
C64,54,0.0038176033934252387
C54,51,0.0036055143160127253
K74,49,0.0034641215977377167
C20,48,0.003393425238600212
I46,48,0.003393425238600212
C71,46,0.0032520325203252032
I60,40,0.002827854365500177
I13,39,0.002757158006362672
C92,38,0.002686461647225168
I34,37,0.0026157652880876635
C23,37,0.0026157652880876635
I24,37,0.0026157652880876635
A49,36,0.002545068928950159
C67,35,0.002474372569812655
K85,33,0.0023329798515376457
J45,33,0.0023329798515376457
K55,33,0.0023329798515376457
J15,33,0.0023329798515376457
C90,32,0.0022622834924001414
E86,32,0.0022622834924001414
I51,30,0.0021208907741251328
C53,30,0.0021208907741251328
C43,30,0.0021208907741251328
C24,30,0.0021208907741251328
I80,29,0.002050194414987628
I49,29,0.002050194414987628
J12,28,0.0019794980558501237
I12,28,0.0019794980558501237
I27,28,0.0019794980558501237
A04,28,0.0019794980558501237
J84,28,0.0019794980558501237
I42,26,0.0018381053375751148
K26,26,0.0018381053375751148
C19,25,0.0017674089784376105
K57,25,0.0017674089784376105
C83,25,0.0017674089784376105
C57,25,0.0017674089784376105
K80,25,0.0017674089784376105
