icd,vacc_pct,unvacc_pct,diff
U07,0.027581257049113093,0.00893049457377185,0.018650762475341243
E11,0.026760996616425715,0.011702979592963852,0.015058017023461863
I50,0.03393827540244027,0.020467787811007096,0.013470487591433176
C25,0.04542192146006357,0.03234197663822384,0.013079944821839724
J44,0.031272428996206296,0.019451578162538313,0.011820850833667983
C34,0.08028298984927715,0.0690470273106343,0.01123596253864284
K70,0.02245462934481698,0.014232457957087235,0.008222171387729746
R99,0.01353429713934174,0.0071079446607571865,0.006426352478584554
A41,0.010970983287193684,0.005859774114268357,0.005111209172925327
C80,0.017225469086434943,0.013967359787921465,0.003258109298513478
G30,0.00851020198913155,0.005257780355121089,0.0032524216340104606
C15,0.006357018353327182,0.0032861127219506805,0.003070905631376501
I10,0.007587409002358249,0.004694446745643829,0.0028929622567144195
C71,0.015687480775146107,0.012890398475685527,0.0027970822994605807
J45,0.0037937045011791244,0.001557451743848894,0.0022362527573302304
I48,0.003691171947093202,0.0014635628089360174,0.0022276091381571847
T51,0.0035886393930072797,0.0013972882666445751,0.0021913511263627044
C56,0.031580026658464065,0.02948112556264325,0.002098901095820817
T78,0.0023582487439762125,0.00025957529064148235,0.00209867345333473
I71,0.006357018353327182,0.004285753734846602,0.00207126461848058
G20,0.003178509176663591,0.0011487587330516666,0.0020297504436119244
J18,0.015072285450630576,0.013299091486482754,0.0017731939641478216
E66,0.002870911514405824,0.0011874188827216746,0.0016834926316841492
C83,0.004716497487952425,0.003048628945406346,0.0016678685425460791
I35,0.003383574284835435,0.001794935520393229,0.001588638764442206
N39,0.0020506510817184455,0.0005301963383315384,0.0015204547433869072
C24,0.007279811340100482,0.005760362300831193,0.0015194490392692892
C57,0.005126627704296114,0.003617485433407892,0.0015091422708882222
T06,0.0035886393930072797,0.0020821252036561455,0.0015065141893511342
C67,0.0071772787860145595,0.005683042001491177,0.0014942367845233824
G35,0.004716497487952425,0.0032861127219506805,0.0014303847660017445
R98,0.002665846406233979,0.0012757849391102642,0.0013900614671237149
J84,0.0038962370552650468,0.0026785960842791263,0.0012176409709859204
I51,0.003691171947093202,0.0024797724574047992,0.0012113994896884028
K56,0.0030759766225776685,0.0019385303620246873,0.0011374462605529812
C54,0.013739362247513586,0.012647391820616905,0.0010919704268966806
I74,0.0020506510817184455,0.0010051638914202082,0.0010454871902982373
C10,0.0015379883112888342,0.0005081048242343909,0.0010298834870544433
Q90,0.0013329232031169896,0.00030928119736006406,0.0010236420057569255
I42,0.0037937045011791244,0.0027780078977162896,0.0010156966034628348
F01,0.0017430534194606787,0.0007345428437301522,0.0010085105757305264
C43,0.005741823028811648,0.00481595007317814,0.0009258729556335075
A49,0.001127858094945145,0.00020434650539861375,0.0009235115895465313
N17,0.0030759766225776685,0.002187059895617596,0.0008889167269600724
J96,0.0023582487439762125,0.0015077458371303123,0.0008505029068459002
K57,0.002153183635804368,0.0013033993317316985,0.0008497843040726693
C02,0.001845585973546601,0.0010051638914202082,0.0008404220821263929
I13,0.0017430534194606787,0.0009278435920801922,0.0008152098273804865
D46,0.0019481185276325234,0.0011542816115759533,0.00079383691605657
F10,0.0019481185276325234,0.0011598044901002403,0.0007883140375322831
K63,0.0013329232031169896,0.0005578107309529727,0.0007751124721640169
E86,0.0009227929867733005,0.00014911772015574517,0.0007736752666175553
G12,0.002563313852148057,0.001794935520393229,0.0007683783317548282
D48,0.0009227929867733005,0.0001601634772043189,0.0007626295095689816
J10,0.001127858094945145,0.0003866014967000801,0.0007412565982450651
I60,0.005126627704296114,0.00442934857647806,0.0006972791278180542
C21,0.001845585973546601,0.0011487587330516666,0.0006968272404949344
U10,0.0009227929867733005,0.00022643801949576118,0.0006963549672775394
A04,0.0012303906490310674,0.0005357192168558252,0.0006946714321752422
K74,0.011791243719881063,0.011134123104962307,0.0006571206149187554
C09,0.0015379883112888342,0.0008891834424101842,0.00064880486887865
M86,0.0008202604326873783,0.00017673211277717947,0.0006435283199101988
C52,0.001127858094945145,0.0005025819457101041,0.000625276149235041
A81,0.000717727878601456,0.00011598044901002402,0.0006017474295914319
J69,0.000717727878601456,0.0001325490845828846,0.0005851787940185714
F03,0.0008202604326873783,0.00024300665506862175,0.0005772537776187565
C39,0.0010253255408592228,0.00045839891751580926,0.0005669266233434135
I85,0.0010253255408592228,0.0004639217960400961,0.0005614037448191267
S27,0.0009227929867733005,0.0003700328611272195,0.000552760125646081
A46,0.000717727878601456,0.00018777786982575317,0.0005299500087757028
L03,0.0008202604326873783,0.0002927125617872035,0.0005275478709001748
C32,0.0015379883112888342,0.001010686769944495,0.0005273015413443391
T40,0.000717727878601456,0.00019330074835004004,0.0005244271302514159
K76,0.001845585973546601,0.001325490845828846,0.0005200951277177551
J43,0.0016405208653747566,0.001126667218954519,0.0005138536464202375
R09,0.0010253255408592228,0.0005191505812829647,0.000506174959576258
C13,0.0009227929867733005,0.0004197387678458012,0.0005030542189274994
G41,0.000717727878601456,0.00022091514097147434,0.0004968127376299816
M05,0.0008202604326873783,0.0003424184685057852,0.0004778419641815931
