icd,vacc_pct,unvacc_pct,diff
C50,0.07335329341317365,0.04742268041237113,0.025930613000802516
R99,0.04790419161676647,0.024742268041237112,0.023161923575529358
T43,0.023952095808383235,0.008511763150938408,0.015440332657444827
I50,0.02844311377245509,0.01422151731430082,0.01422159645815427
E10,0.01347305389221557,0.0051810732223103355,0.008291980669905233
T71,0.04940119760479042,0.041237113402061855,0.008164084202728565
K70,0.03293413173652695,0.024953740417657945,0.007980391318869004
C25,0.010479041916167664,0.004335183716627016,0.006143858199540648
T78,0.005988023952095809,0.000528680941052075,0.005459343011043734
T14,0.005988023952095809,0.0005815490351572826,0.0054064749169385265
J15,0.0074850299401197605,0.0022204599524187152,0.005264569987701045
G41,0.005988023952095809,0.0009516256938937351,0.0050363982582020735
T79,0.0074850299401197605,0.0025376685170499604,0.0049473614230698005
C80,0.011976047904191617,0.007031456515992599,0.004944591388199019
G91,0.005988023952095809,0.0013217023526301878,0.0046663215994656206
K71,0.004491017964071856,0.0006344171292624901,0.003856600834809366
K56,0.005988023952095809,0.002167591858313508,0.003820432093782301
J10,0.004491017964071856,0.0008458895056833201,0.003645128458388536
I24,0.004491017964071856,0.0011630980703145651,0.0033279198937572908
S15,0.004491017964071856,0.0012688342585249802,0.003222183705546876
I51,0.005988023952095809,0.002802008987575998,0.003186014964519811
C57,0.004491017964071856,0.0014274385408406026,0.0030635794232312533
U10,0.0029940119760479044,0.00010573618821041502,0.0028882757878374893
T90,0.0029940119760479044,0.00021147237642083004,0.0027825395996270742
K65,0.004491017964071856,0.0017975151995770551,0.002693502764494801
C45,0.0029940119760479044,0.00037007665873645254,0.002623935317311452
A41,0.005988023952095809,0.003436426116838488,0.002551597835257321
T42,0.0074850299401197605,0.004969600845889505,0.002515429094230255
K72,0.005988023952095809,0.0034892942109436957,0.002498729741152113
C18,0.011976047904191617,0.00951625693893735,0.002459790965254267
F50,0.004491017964071856,0.0021147237642083,0.002376294199863556
G71,0.0029940119760479044,0.0006344171292624901,0.0023595948467854144
Q24,0.0029940119760479044,0.0006344171292624901,0.0023595948467854144
I80,0.0074850299401197605,0.005128205128205128,0.0023568248119146323
N10,0.0029940119760479044,0.0006872852233676976,0.0023067267526802066
C84,0.0029940119760479044,0.0007401533174729051,0.0022538586585749993
C02,0.0029940119760479044,0.0008987575997885276,0.002095254376259377
E11,0.0029940119760479044,0.0009516256938937351,0.002042386282154169
Q90,0.004491017964071856,0.0024848004229447527,0.0020062175411271034
R09,0.0029940119760479044,0.0011630980703145651,0.0018309139057333392
I82,0.0029940119760479044,0.0011630980703145651,0.0018309139057333392
