t,cum_vax,cum_ref,cohort,kcor_ratio
0,0.0008418379668923068,0.0011668664150933654,dose1,0.7214518776800138
1,0.0015549387117813167,0.002310877868150415,dose1,0.6728779277084789
2,0.002328359608318095,0.003486549953950014,dose1,0.6678119167667215
3,0.003072126467707848,0.0049771831526900295,dose1,0.6172419966965063
4,0.003910539049706018,0.007309049603705743,dose1,0.5350270228277447
5,0.0047660267088972955,0.010132425648859276,dose1,0.4703737163828573
6,0.0054824049668236565,0.012297648708368417,dose1,0.4458092027500452
7,0.006200312937000465,0.014504439063955866,dose1,0.42747691994384146
8,0.007055987622383419,0.016894699230007,dose1,0.4176450569438667
9,0.007856262655003355,0.01900894491666775,dose1,0.41329293598517397
10,0.008529121854997714,0.021083355503003273,dose1,0.40454290368429346
11,0.009266425247214938,0.02319196878480933,dose1,0.39955319588412286
12,0.010028888506836727,0.02553185939503998,dose1,0.39279898699396015
0,0.0008116428547427304,0.0011668664150933654,dose2,0.695574783495858
1,0.0017274478906898522,0.002310877868150415,dose2,0.7475288563497047
2,0.0027519639542571985,0.003486549953950014,dose2,0.7893086259527444
3,0.0039226647784884085,0.0049771831526900295,dose2,0.7881294815482502
4,0.005301124979755323,0.007309049603705743,dose2,0.7252823918915983
5,0.0067722644118748425,0.010132425648859276,dose2,0.6683754360407174
6,0.008042852024963453,0.012297648708368417,dose2,0.6540154313268327
7,0.009321024510360097,0.014504439063955866,dose2,0.6426325395016893
8,0.010651801315468295,0.016894699230007,dose2,0.6304818552744014
9,0.012002815588997814,0.01900894491666775,dose2,0.6314298684637605
10,0.013263470527685933,0.021083355503003273,dose2,0.6290967547915932
11,0.01446738493434817,0.02319196878480933,dose2,0.6238101244427534
12,0.015813772783196775,0.02553185939503998,dose2,0.6193741136475751
0,0.0,0.0011668664150933654,dose3plus,0.0
1,0.0,0.002310877868150415,dose3plus,0.0
2,0.0,0.003486549953950014,dose3plus,0.0
3,0.0,0.0049771831526900295,dose3plus,0.0
4,0.0,0.007309049603705743,dose3plus,0.0
5,0.0,0.010132425648859276,dose3plus,0.0
6,0.0,0.012297648708368417,dose3plus,0.0
7,0.0,0.014504439063955866,dose3plus,0.0
8,0.051045651931563685,0.016894699230007,dose3plus,3.0214004542844495
9,0.08257980739536727,0.01900894491666775,dose3plus,4.344260439126949
10,0.12134337398208539,0.021083355503003273,dose3plus,5.755410895530596
11,0.1689950206877378,0.02319196878480933,dose3plus,7.28679062344816
12,0.1689950206877378,0.02553185939503998,dose3plus,6.618986030995813
