Date,Dose,ISOweek,Dead,Alive,MR,MR_adj,Cum_MR,Cumu_Adj_Deaths,Cumu_Person_Time
2021-06-14,0,2021-24,137.0,62755,0.002183092980638993,0.002183092980638993,0.002183092980638993,137.0,62755.0
2021-06-21,0,2021-25,113.0,62618,0.001804592928550896,0.0017596211371699703,0.00197158843106019,247.1839563673092,125373.0
2021-06-28,0,2021-26,95.0,62505,0.0015198784097272219,0.0014945213554401107,0.0018128733203945824,340.59901368909334,187878.0
2021-07-05,0,2021-27,120.0,62410,0.0019227687870533568,0.0019066619649860622,0.001836259776433043,459.5937869238735,250288.0
2021-07-12,0,2021-28,106.0,62290,0.0017017177717129556,0.0017017177717129556,0.001809448479815833,565.5937869238735,312578.0
2021-07-19,0,2021-29,106.0,62184,0.0017046185513958576,0.0017190185804540463,0.0017944435090292716,672.4892383308279,374762.0
2021-07-26,0,2021-30,103.0,62078,0.0016592029382389896,0.0016873540909977745,0.001779225358464856,777.2368055917877,436840.0
2021-08-02,0,2021-31,98.0,61975,0.001581282775312626,0.0016216966562233675,0.0017596532900198086,877.7414558612309,498815.0
2021-08-09,0,2021-32,97.0,61877,0.0015676260969342405,0.0016212721632612715,0.001744381788053599,978.0609135073486,560692.0
2021-08-16,0,2021-33,74.0,61780,0.0011977986403366786,0.001249253622369592,0.0016952405928256082,1055.239802297342,622472.0
2021-08-23,0,2021-34,91.0,61706,0.001474735033870288,0.0015510798624227154,0.0016822387394625348,1150.950736287998,684178.0
2021-08-30,0,2021-35,88.0,61615,0.0014282236468392438,0.001514850385003953,0.0016684096562451197,1244.2882427600166,745793.0
2021-09-06,0,2021-36,109.0,61527,0.001771579956766948,0.0018949058683846187,0.0016856712531884718,1360.876116124117,807320.0
2021-09-13,0,2021-37,100.0,61418,0.0016281871763977986,0.0017562428650315961,0.0016906605218243334,1468.7410404086277,868738.0
2021-09-20,0,2021-38,97.0,61318,0.0015819172184350434,0.0017207483288785626,0.0016926441917893152,1574.2538864388034,930056.0
2021-09-27,0,2021-39,95.0,61221,0.001551755116708319,0.0017021982892491529,0.001693234250270031,1678.4641679049257,991277.0
2021-10-04,0,2021-40,94.0,61126,0.001537807152439224,0.0017011483977327235,0.0016936939222567174,1782.4485648647362,1052403.0
2021-10-11,0,2021-41,112.0,61032,0.0018351028968410013,0.0020471709259926936,0.0017130694659498959,1907.3915008199224,1113435.0
2021-10-18,0,2021-42,109.0,60920,0.001789231779382797,0.0020128603630166007,0.001728621204094923,2030.0149541348935,1174355.0
2021-10-25,0,2021-43,154.0,60811,0.0025324365657529067,0.0028730221918129946,0.0017849635649307327,2204.7263066412334,1235166.0
2021-11-01,0,2021-44,148.0,60657,0.0024399492226783387,0.0027914802123928145,0.0018320782405346597,2374.0491218843445,1295823.0
2021-11-08,0,2021-45,125.0,60509,0.0020658083921400124,0.002383401250968429,0.0018566739914557743,2518.2663481791933,1356332.0
2021-11-15,0,2021-46,219.0,60384,0.0036267885532591413,0.004219711138890767,0.001957392579451332,2773.069385589973,1416716.0
2021-11-22,0,2021-47,195.0,60165,0.0032410870107205184,0.0038028092057446573,0.002032570939333366,3001.8654014536005,1476881.0
2021-11-29,0,2021-48,193.0,59970,0.003218275804568951,0.0038079432438361113,0.0021018483625194974,3230.227757786452,1536851.0
2021-12-06,0,2021-49,196.0,59777,0.0032788530705789853,0.003912393446260246,0.00216963431733851,3464.098900823551,1596628.0
2021-12-13,0,2021-50,193.0,59581,0.003239287692385156,0.003897834974733205,0.002231805168582667,3696.33580645313,1656209.0
2021-12-20,0,2021-51,187.0,59388,0.0031487842661817203,0.003820939790557416,0.0022868154809869414,3923.2537787347537,1715597.0
2021-12-27,0,2021-52,150.0,59201,0.002533740984104998,0.003100579449519127,0.0023139597761129634,4106.811182725735,1774798.0
2022-01-03,0,2022-01,142.0,59051,0.0024047010211512084,0.0029675298490368656,0.002335005111021252,4282.046787841212,1833849.0
2022-01-10,0,2022-02,126.0,58909,0.002138892189648441,0.0026618051632814185,0.002345176228659425,4438.851068204956,1892758.0
2022-01-17,0,2022-03,105.0,58783,0.0017862307129612302,0.002241704075337686,0.002342059510338513,4570.625158865531,1951541.0
2022-01-24,0,2022-04,112.0,58678,0.0019087221786700296,0.0024156655680200923,0.002344208060448048,4712.371583065815,2010219.0
2022-01-31,0,2022-05,143.0,58566,0.002441689717583581,0.0031162904146266684,0.0023660652254771956,4894.88024748884,2068785.0
2022-02-07,0,2022-06,155.0,58423,0.0026530647176625645,0.00341466933109971,0.002394864758791655,5094.3754738196785,2127208.0
2022-02-14,0,2022-07,152.0,58268,0.0026086359579872314,0.0033858494737681135,0.0024212858667664156,5291.662150957199,2185476.0
2022-02-21,0,2022-08,132.0,58116,0.0022713194301053068,0.0029729372774473803,0.002435575351388903,5464.437373773331,2243592.0
2022-02-28,0,2022-09,122.0,57984,0.002104028697571744,0.002777234488788317,0.0024441828287969777,5625.472538371233,2301576.0
2022-03-07,0,2022-10,120.0,57862,0.0020738999688915006,0.002760590926794429,0.002451942305997196,5785.205850577412,2359438.0
2022-03-14,0,2022-11,110.0,57742,0.001905025804440442,0.002557222248586733,0.0024544572508689083,5932.8649776553075,2417180.0
2022-03-21,0,2022-12,135.0,57632,0.002342448639644642,0.0031709620847016687,0.0024711428037850285,6115.613864520834,2474812.0
2022-03-28,0,2022-13,114.0,57497,0.0019827121415030347,0.00270666182861692,0.002476490349195466,6271.238799680821,2532309.0
2022-04-04,0,2022-14,105.0,57383,0.0018298102225397766,0.0025190323335594297,0.002477433004418078,6415.788432077462,2589692.0
