t,cum_vax,cum_ref,cohort,kcor_ratio
0,0.0008418379668923068,0.0011668664150933654,dose1,0.7214518776800138
1,0.0015448250604461911,0.0022657905591879895,dose1,0.6818039970640619
2,0.0022964632278033538,0.0033506185754826833,dose1,0.6853848551792098
3,0.0030090310520122367,0.004671861936547714,dose1,0.644075337036114
4,0.003800882350961439,0.0066572849234378395,dose1,0.5709358085319438
5,0.004597401198984551,0.008966452442719187,dose1,0.5127335730425844
6,0.005254939667931906,0.010667540129604839,dose1,0.49261025537233727
7,0.005904536661112507,0.01233295515102533,dose1,0.47876089617846845
8,0.006667810498777944,0.014065737107983119,dose1,0.4740462904371737
9,0.007371542697147095,0.015538020927744858,dose1,0.4744196658604037
10,0.00795483844538522,0.016925633253856723,dose1,0.46998764097069284
11,0.00858493529687645,0.018280534710057767,dose1,0.4696216731386683
12,0.009227292295907763,0.01972478901033373,dose1,0.4678018249323643
13,0.009954898235105373,0.02123941085273475,dose1,0.4686993581723995
14,0.010562846121022519,0.02287675240800986,dose1,0.4617283927443483
15,0.011289515020580248,0.0247511834539187,dose1,0.45612021102517136
16,0.011968634088406432,0.026449764058740898,dose1,0.45250438005319876
17,0.012877879728788582,0.028776435125786738,dose1,0.4475147693607511
18,0.013713514152790212,0.03097852840363382,dose1,0.4426780373059594
0,0.0008116428547427304,0.0011668664150933654,dose2,0.695574783495858
1,0.0017136501154620097,0.0022657905591879895,dose2,0.7563144385771607
2,0.0027075274447473704,0.0033506185754826833,dose2,0.8080679381863874
3,0.003826107167476147,0.004671861936547714,dose2,0.8189683724867288
4,0.0051233529157708995,0.0066572849234378395,dose2,0.7695859459107542
5,0.006486958800195195,0.008966452442719187,dose2,0.723469938742515
6,0.007646928522805384,0.010667540129604839,dose2,0.7168408488913565
7,0.00879624201985027,0.01233295515102533,dose2,0.7132306824618382
8,0.009974828001465045,0.014065737107983119,dose2,0.7091578581469857
9,0.011153310105670377,0.015538020927744858,dose2,0.7178076382325562
10,0.012236404455234287,0.016925633253856723,dose2,0.7229510571915007
11,0.013255166316429066,0.018280534710057767,dose2,0.7250972975320634
12,0.014377324952774493,0.01972478901033373,dose2,0.7288962606653678
13,0.015511022992842537,0.02123941085273475,dose2,0.7302944088072514
14,0.01664467059118179,0.02287675240800986,dose2,0.7275801343474958
15,0.017870685611909527,0.0247511834539187,dose2,0.7220133794595652
16,0.01903875713157291,0.026449764058740898,dose2,0.7198082027715227
17,0.020546578394899342,0.028776435125786738,dose2,0.7140070792081338
18,0.021993410029155724,0.03097852840363382,dose2,0.7099565783720674
0,0.0,0.0011668664150933654,dose3,0.0
1,0.0,0.0022657905591879895,dose3,0.0
2,0.0,0.0033506185754826833,dose3,0.0
3,0.0,0.004671861936547714,dose3,0.0
4,0.0,0.0066572849234378395,dose3,0.0
5,0.0,0.008966452442719187,dose3,0.0
6,0.0,0.010667540129604839,dose3,0.0
7,0.0,0.01233295515102533,dose3,0.0
8,0.005765309030514743,0.014065737107983119,dose3,0.4098831782397464
9,0.005765309030514743,0.015538020927744858,dose3,0.37104526097330065
10,0.01153566607317077,0.016925633253856723,dose3,0.6815500430307783
11,0.01732580585155257,0.018280534710057767,dose3,0.9477734719144902
12,0.01732580585155257,0.01972478901033373,dose3,0.8783772460935974
13,0.01732580585155257,0.02123941085273475,dose3,0.8157385329973026
14,0.01732580585155257,0.02287675240800986,dose3,0.7573542582350508
15,0.023092376470943032,0.0247511834539187,dose3,0.9329807002159317
16,0.023092376470943032,0.026449764058740898,dose3,0.8730654995177014
17,0.023092376470943032,0.028776435125786738,dose3,0.8024752325713667
18,0.023092376470943032,0.03097852840363382,dose3,0.7454316799467091
0,0.0,0.0011668664150933654,dose4,0.0
1,0.0,0.0022657905591879895,dose4,0.0
2,0.0,0.0033506185754826833,dose4,0.0
3,0.0,0.004671861936547714,dose4,0.0
4,0.0,0.0066572849234378395,dose4,0.0
5,0.0,0.008966452442719187,dose4,0.0
6,0.0,0.010667540129604839,dose4,0.0
7,0.0,0.01233295515102533,dose4,0.0
8,0.02810346942315257,0.014065737107983119,dose4,1.9980090062400084
9,0.05620693884630515,0.015538020927744858,dose4,3.6173808172908335
10,0.05620693884630515,0.016925633253856723,dose4,3.320817484342978
11,0.05620693884630515,0.018280534710057767,dose4,3.0746878980682095
12,0.05620693884630515,0.01972478901033373,dose4,2.8495584319816567
13,0.05620693884630515,0.02123941085273475,dose4,2.646351126845013
14,0.05620693884630515,0.02287675240800986,dose4,2.4569457168303495
15,0.05620693884630515,0.0247511834539187,dose4,2.270878842972471
16,0.05620693884630515,0.026449764058740898,dose4,2.1250449992428306
17,0.05620693884630515,0.028776435125786738,dose4,1.9532280005727514
18,0.05620693884630515,0.03097852840363382,dose4,1.81438376000771
