enrollment_date,mode,YearOfBirth,Dose,n_points,b_original,C,ka,kb,tau,rms_error,mad_error,medae,rmedae,fit_quality,note,error,C_init,ka_init,delta_k_init,tau_init,s_min,s_max,s_mean,logh_min,logh_max,logh_mean,h_first1,h_first2,h_last2,h_last1,t_first1,t_first2,t_last2,t_last1,iso_week_first,iso_week_last,optimizer_success,optimizer_fun,optimizer_nfev,optimizer_nit,optimizer_message,optimizer_status,optimizer_status_meaning,optimizer_warnflag,optimizer_grad_norm,failure_detail,param_C_valid,param_ka_valid,param_kb_valid,param_tau_valid
2021_13,linear,1930,2,143,0.0016424081268214103,-6.199759055646894,,,,0.1272015200910123,0.094714616983796,0.07390458626910057,0.8554487146260186,poor,"linear_fit_t_mean=88.000000,skip_weeks=17",,,,,,17.0,159.0,88.0,-6.717036768584493,-5.7715402645763065,-6.199456737275405,0.0015126296580313372,0.0012101187682831884,0.002223856114532729,0.0022676625668641495,17.0,18.0,158.0,159.0,2021-30,2024-16,,,,,,,,,,,,,,
2021_13,slope8,1930,2,143,0.0016424081268214103,-6.60110694333839,0.010297218264695806,0.00020025851539686237,47.33335504250516,0.12076161680753628,0.09032130146896292,0.07192278671562491,0.8325093009001348,poor,,,-6.490779329397524,0.0044132353611229976,0.00016898074663579225,47.333333333333336,0.0,159.0,79.5,-6.915730452759285,-5.7715402645763065,-6.248873354460995,0.0011751298596419262,0.000992056543548172,0.002223856114532729,0.0022676625668641495,0.0,1.0,158.0,159.0,2021-13,2024-16,True,6.458181597194592,345,33,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,success,,,,True,True,True,True
2021_13,linear,1940,0,158,-0.000478127402438888,-7.074955375500823,,,,0.16543804415499377,0.12368268357410729,0.08730718520052205,0.978919418621731,poor,"linear_fit_t_mean=80.500000,skip_weeks=2",,,,,,2.0,159.0,80.5,-7.286043219345875,-6.548524680747614,-7.042139254233355,0.0014244153214558446,0.0012768412639457003,0.0008269594592098799,0.0007043479716465721,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,1940,1,158,0.003102577203049812,-7.493217011225441,,,,0.16286523950105086,0.12778896449304464,0.10831380098657428,0.8743300713551895,poor,"linear_fit_t_mean=80.500000,skip_weeks=2",,,,,,2.0,159.0,80.5,-8.155444164737967,-7.025405761368824,-7.502963613963005,0.00040037423268728356,0.00035147230474003916,0.0005176006648036983,0.00055360357148814,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,1940,2,143,0.0005348359967783854,-6.7951030587692145,,,,0.1688097134636542,0.13450940831131378,0.12616299936527575,1.0252077410465275,poor,"linear_fit_t_mean=88.000000,skip_weeks=17",,,,,,17.0,159.0,88.0,-7.272059976023766,-6.27601073209317,-6.789239998704732,0.0012448984415554078,0.0009305994362446414,0.0010363654115342145,0.0012229244237523923,17.0,18.0,158.0,159.0,2021-30,2024-16,,,,,,,,,,,,,,
2021_13,linear,1950,0,158,-0.0002249313941338272,-8.06974381762457,,,,0.1415697139595511,0.10935664463776358,0.08948220878024848,1.0044481731257229,poor,"linear_fit_t_mean=80.500000,skip_weeks=2",,,,,,2.0,159.0,80.5,-8.333140980553495,-7.58901772266813,-8.067992545110734,0.00043973440750802033,0.0004229234571592001,0.00028768488414362595,0.0002562521871598287,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,1950,1,158,0.001054760292291002,-8.154729737558856,,,,0.2868441651732051,0.223555342765604,0.1956484724106522,1.0079292904438746,poor,"linear_fit_t_mean=80.500000,skip_weeks=2",,,,,,2.0,159.0,80.5,-9.192196766875725,-7.604874539625881,-8.173040947293211,0.00021682567300904706,0.0001971531097431967,0.00020635575805785057,0.00035092789824041896,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,1950,2,143,0.00038076122710311146,-7.847675547986891,,,,0.3096115313096304,0.24364031983852258,0.18313025863989552,0.8737582772557503,poor,"linear_fit_t_mean=88.000000,skip_weeks=17",,,,,,17.0,159.0,88.0,-8.765900518434616,-7.07984787170484,-7.876078969343784,0.0003289307250952442,0.0005063034891204788,0.0002943616387762887,0.0004819148174978152,17.0,18.0,158.0,159.0,2021-30,2024-16,,,,,,,,,,,,,,
2021_13,linear,1960,0,158,0.0005839943077795739,-9.033264344227492,,,,0.1337243003140913,0.1027212995632626,0.07738877030165892,0.835266994734285,poor,"linear_fit_t_mean=80.500000,skip_weeks=2",,,,,,2.0,159.0,80.5,-9.270900692791981,-8.646233661298991,-9.021972643289613,0.00017041248242827576,0.00013038720361201875,9.679935778337706e-05,0.0001395244212711259,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,1960,1,155,7.763929434156767e-05,-9.443398458658944,,,,0.5812544185533178,0.4270835528554498,0.2876789900166834,1.0057927880674071,poor,"linear_fit_t_mean=80.277419,skip_weeks=2",,,,,,2.0,159.0,80.27741935483871,-10.83531693186195,-8.628456250058477,-9.609050727969574,9.843294755568236e-05,5.906325676510521e-05,3.9837463155545564e-05,9.96035778429217e-05,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
