enrollment_date,mode,YearOfBirth,Dose,n_points,b_original,C,ka,kb,tau,rms_error,mad_error,medae,rmedae,fit_quality,note,error,C_init,ka_init,delta_k_init,tau_init,s_min,s_max,s_mean,logh_min,logh_max,logh_mean,h_first1,h_first2,h_last2,h_last1,t_first1,t_first2,t_last2,t_last1,iso_week_first,iso_week_last,optimizer_success,optimizer_fun,optimizer_nfev,optimizer_nit,optimizer_message,optimizer_status,optimizer_status_meaning,optimizer_warnflag,optimizer_grad_norm,failure_detail,param_C_valid,param_ka_valid,param_kb_valid,param_tau_valid
2021_13,linear,1960,2,143,9.018011117684648e-05,-9.33904592781916,,,,0.4823916346108916,0.3570432176756541,0.3364020325870669,1.0153392186475025,poor,"linear_fit_t_mean=88.000000,skip_weeks=17",,,,,,17.0,159.0,88.0,-10.952909596985725,-8.54525042241093,-9.442654106930986,0.0001223605091724454,6.992518008584812e-05,8.84783494056211e-05,0.00012388503484622403,17.0,18.0,158.0,159.0,2021-30,2024-16,,,,,,,,,,,,,,
2021_13,linear,1970,0,158,4.2946611511335464e-05,-10.058769625953667,,,,0.13846773930852121,0.10971124647562903,0.0909406090096212,1.029095894111932,poor,"linear_fit_t_mean=80.500000,skip_weeks=2",,,,,,2.0,159.0,80.5,-10.485011422017237,-9.747179799553225,-10.065878664736204,4.875957669520237e-05,4.2666449954657986e-05,2.7952290214693358e-05,3.954382786135595e-05,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,1970,1,119,3.4867982999354865e-05,-10.115576975369558,,,,0.5242080202624356,0.4008407010082599,0.4054706706133171,0.9990669164685047,poor,"linear_fit_t_mean=83.336134,skip_weeks=2",,,,,,2.0,159.0,83.33613445378151,-10.811383143589106,-8.86076263049965,-10.145803026123492,2.0168609576717273e-05,2.0169016357759117e-05,2.0276161317789832e-05,2.027657244892846e-05,2.0,5.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,1970,2,124,2.9830732770346335e-05,-10.374681400144148,,,,0.4795977061575876,0.36161086834294615,0.40546453034310037,1.0022942605201008,poor,"linear_fit_t_mean=89.717742,skip_weeks=17",,,,,,17.0,159.0,89.71774193548387,-11.069789641821368,-9.27491014189294,-10.38202712200211,4.6726788476355726e-05,1.5575838759219742e-05,1.5640885274467583e-05,6.256745555843261e-05,17.0,18.0,158.0,159.0,2021-30,2024-16,,,,,,,,,,,,,,
2021_13,linear,1980,0,158,0.0005472774530332933,-10.942395885559913,,,,0.2403556980977205,0.19362277129922212,0.1516300353707365,0.9444189955467032,poor,"linear_fit_t_mean=80.500000,skip_weeks=2",,,,,,2.0,159.0,80.5,-11.573404193781716,-10.47326502720448,-10.945521988175491,1.647169926786998e-05,1.5687578732342083e-05,1.4158612644948585e-05,2.0451747641837086e-05,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,1980,1,62,2.009665688523957e-05,-10.192029713759656,,,,0.4131158221860785,0.20316895384681624,8.711450302989476e-05,0.08154984208038821,excellent,"linear_fit_t_mean=76.548387,skip_weeks=2",,,,,,2.0,159.0,76.54838709677419,-10.193504397167327,-8.804325110684966,-9.988929600150557,3.74125481730443e-05,3.741394792421386e-05,7.504972047507743e-05,3.7526268392310234e-05,2.0,5.0,154.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,1980,2,77,2.2219788570599975e-05,-10.527295712094233,,,,0.4702270019172186,0.2580392318252018,8.924977260704736e-05,0.0504747900559312,excellent,"linear_fit_t_mean=92.337662,skip_weeks=17",,,,,,17.0,158.0,92.33766233766234,-10.528730554423392,-8.918355721876756,-10.269318016519744,2.6756568739198602e-05,2.675728467234927e-05,8.050017446047138e-05,2.683411152414452e-05,17.0,18.0,156.0,158.0,2021-30,2024-15,,,,,,,,,,,,,,
2021_13,linear,1990,0,158,0.0020745247167881977,-11.621212306977531,,,,0.33070279436371347,0.25776647752431797,0.20382979291921455,0.8113002201414247,poor,"linear_fit_t_mean=80.500000,skip_weeks=2",,,,,,2.0,159.0,80.5,-12.750267279212435,-11.014739234301368,-11.675622434905135,3.868120306212772e-06,1.1604495581776799e-05,5.810327663759178e-06,6.778761559098433e-06,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,1990,1,38,1.419878395860969e-05,-9.722804378285284,,,,0.15898428569707512,0.03655560788466002,6.040563775400187e-05,0.1061390525329534,very_good,"linear_fit_t_mean=81.210526,skip_weeks=2",,,,,,7.0,159.0,81.21052631578948,-9.724061798555168,-9.030196441235093,-9.686373429251134,5.982650315878139e-05,5.98300825834094e-05,5.996282306770838e-05,5.996641882340793e-05,7.0,9.0,158.0,159.0,2021-20,2024-16,,,,,,,,,,,,,,
2021_13,linear,1990,2,54,1.9287033066930254e-05,-10.066269707862697,,,,0.29827906558314693,0.12839412967828567,4.2666833973470375e-05,0.052817164201631836,excellent,"linear_fit_t_mean=89.277778,skip_weeks=17",,,,,,18.0,159.0,89.27777777777777,-10.067602707238994,-9.371821262294752,-9.937927116711593,4.2432214543603386e-05,4.243401511287144e-05,8.5088279140909e-05,4.254594963199083e-05,18.0,25.0,158.0,159.0,2021-31,2024-16,,,,,,,,,,,,,,
2021_13,linear,2000,0,157,0.0018191131373706765,-12.341423857941942,,,,0.5556800524331963,0.4313869487136552,0.3782456213836678,0.9343410176584482,poor,"linear_fit_t_mean=80.968153,skip_weeks=2",,,,,,2.0,159.0,80.96815286624204,-13.831412449938862,-11.266240633209737,-12.411634091919122,1.9684380640265846e-06,1.96844193882359e-06,3.939733890628173e-06,4.924691615811303e-06,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,2000,1,9,3.2522659122541816e-05,-7.909013358148863,,,,0.36609487190920786,0.12223695683764074,4.0154868491626416e-05,0.05461061747900629,excellent,"linear_fit_t_mean=47.111111,skip_weeks=2",,,,,,17.0,89.0,47.111111111111114,-7.911324007765336,-6.81161131742762,-7.7871351696640625,0.0003665689190608564,0.0011009175423871045,0.0003677822770400286,0.0003679175906108975,17.0,20.0,77.0,89.0,2021-30,2022-50,,,,,,,,,,,,,,
2021_13,linear,2000,2,9,5.495995194812622e-05,-7.6765138565604625,,,,0.00033726691578857217,0.0002634930465392513,0.0002828181527618767,0.30487793585799455,good,"linear_fit_t_mean=115.555556,skip_weeks=17",,,,,,83.0,158.0,115.55555555555556,-7.678326338662091,-7.674617479386869,-7.676472912039447,0.00046274873569865594,0.0004629629712320522,0.00046425256172739904,0.0004644681922793746,83.0,91.0,129.0,158.0,2022-44,2024-15,,,,,,,,,,,,,,
2021_13,linear,-2,0,158,-0.001579217836576062,-8.775952789585512,,,,0.13913341879513158,0.10478356407639004,0.08779123981076165,1.0326491844270649,poor,"linear_fit_t_mean=80.500000,skip_weeks=2",,,,,,2.0,159.0,80.5,-9.004787414318395,-8.244997815420307,-8.754931404614004,0.0002496600437133466,0.0002241906894352749,0.0001290126821809576,0.00012584472770803037,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,-2,1,158,0.0018500400451811146,-7.649544994661427,,,,0.1378950222706193,0.10753799265972705,0.08491591448514013,0.8730481627244705,poor,"linear_fit_t_mean=80.500000,skip_weeks=2",,,,,,2.0,159.0,80.5,-8.13027417794267,-7.2109096368122705,-7.637557156552783,0.000419015382535775,0.0003899822576219165,0.00041620453566327317,0.0004501533973691401,2.0,3.0,158.0,159.0,2021-15,2024-16,,,,,,,,,,,,,,
2021_13,linear,-2,2,143,0.00018148462269497356,-6.950425383488771,,,,0.12115270831301414,0.09417301145031239,0.08238791723838101,1.0222975463558717,poor,"linear_fit_t_mean=88.000000,skip_weeks=17",,,,,,17.0,159.0,88.0,-7.288271521732515,-6.519992341638427,-6.94387874266712,0.0008617180611937564,0.0006835084618286892,0.0008975333999838464,0.0009503161944372109,17.0,18.0,158.0,159.0,2021-30,2024-16,,,,,,,,,,,,,,
2021_20,linear,1920,0,151,-0.001997953758761167,-4.972379119805386,,,,0.24546213377698547,0.19825973349980308,0.184720613508758,1.0765388844755808,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-5.906599007985174,-4.2809475663652865,-4.997049839261011,0.0062500203451712946,0.006377238351004066,0.0037009664745712273,0.002721426716720022,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,slope8,1920,0,151,-0.001997953758761167,-5.092914015984646,0.010885470461174824,-0.006667563752565555,50.00021491141483,0.2297116806421784,0.18274530416447957,0.14668139094612798,0.8548489417776018,poor,,,-5.114878960014021,0.010141981215462505,-0.0072812831010091,50.0,0.0,152.0,76.0,-5.906599007985174,-4.2809475663652865,-4.998307173992007,0.006518592427833252,0.005779864261677777,0.0037009664745712273,0.002721426716720022,0.0,1.0,151.0,152.0,2021-20,2024-16,True,13.798067253007183,260,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,success,,,,True,True,True,True
2021_20,linear,1920,1,151,0.0001481642947287469,-5.09366195314382,,,,0.4357602244964598,0.3179824141158066,0.255825746032043,1.0337359203662575,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-7.153051583915533,-4.482991912097383,-5.188340133773616,0.005829375278111832,0.00801286338535726,0.009102793674162085,0.003916454092235162,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,slope8,1920,1,151,0.0001481642947287469,-5.1298616986381775,0.0028934851376888663,-0.0009525840028915306,49.99987080868273,0.4424207957071831,0.31679611348992837,0.23815305777521356,0.9623244500827651,poor,,,-5.213878783348297,0.0014517761585698154,0.002068330458891306,50.0,0.0,152.0,76.0,-7.153051583915533,-4.482991912097383,-5.188400760839033,0.004184106522573985,0.007376218902343928,0.009102793674162085,0.003916454092235162,0.0,1.0,151.0,152.0,2021-20,2024-16,True,23.921062184512753,160,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,success,,,,True,True,True,True
2021_20,linear,1920,2,136,0.0010861902300065118,-5.160945671902257,,,,0.1719142949173443,0.13299706615200624,0.11072318091541966,0.9588588417203459,poor,"linear_fit_t_mean=84.500000,skip_weeks=17",,,,,,17.0,152.0,84.5,-5.584855370207131,-4.578158859832282,-5.1527560123425005,0.004653384738822105,0.004301652942295957,0.0056897506027342995,0.005252725979536715,17.0,18.0,151.0,152.0,2021-37,2024-16,,,,,,,,,,,,,,
2021_20,slope8,1920,2,136,0.0010861902300065118,-5.155232676989045,-0.002311324730489166,0.0016126969966986748,44.9999429319566,0.17266208414959808,0.1327195157913619,0.10478093302911429,0.9073991845973228,poor,,,-5.162419566146709,-0.0012965201065040994,0.005026586182689395,45.0,0.0,152.0,76.0,-5.764007610499997,-4.578158859832282,-5.190293156648869,0.0041375292992812535,0.0038568085782880643,0.0056897506027342995,0.005252725979536715,0.0,1.0,151.0,152.0,2021-20,2024-16,True,9.025332519668728,285,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,success,,,,True,True,True,True
2021_20,linear,1930,0,151,-0.0011606245584612816,-5.738294059231754,,,,0.20938664851907854,0.16331436436952176,0.12949943115979945,1.0058502204711224,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-6.145462344576276,-5.022015902182163,-5.707541322017691,0.0035197025939017637,0.0034504680967842568,0.003043281549461027,0.0029983815008154313,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,slope8,1930,0,151,-0.0011606245584612816,-5.695456747196609,0.0031505830056330437,-0.0034642671222248093,50.000260217114715,0.2046223769886193,0.16165485729894785,0.13475694342083866,1.046686460596149,poor,,,-5.755639935260579,0.007520232935088885,-0.002830353678025333,50.0,0.0,152.0,76.0,-6.145462344576276,-5.022015902182163,-5.7047413857130165,0.00436323345575566,0.003879106205741426,0.003043281549461027,0.0029983815008154313,0.0,1.0,151.0,152.0,2021-20,2024-16,True,12.205573967859747,160,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,success,,,,True,True,True,True
2021_20,linear,1930,1,151,0.0014534684409525068,-6.0641610092521665,,,,0.20897316287694614,0.1665598903245588,0.14849037452153713,0.9696614653019762,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-6.836545570536976,-5.482181986603915,-6.055268581525996,0.0017733448814633251,0.001832112437860782,0.0025374686519698047,0.001747557836120778,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,slope8,1930,1,151,0.0014534684409525068,-6.232754257370171,0.003598840775694736,0.0009558280105286298,50.00001235829425,0.20866288480132367,0.16498030878442804,0.14687609816234914,0.9591200306473984,poor,,,-6.256639353190503,0.00609549938483525,-0.00036382164755531434,50.0,0.0,152.0,76.0,-6.836545570536976,-5.482181986603915,-6.058166696935575,0.001877312682100583,0.0018808436147105085,0.0025374686519698047,0.001747557836120778,0.0,1.0,151.0,152.0,2021-20,2024-16,True,12.456670770236672,140,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,success,,,,True,True,True,True
2021_20,linear,1930,2,136,0.001554882277583384,-6.189179112996938,,,,0.11675842262864784,0.08744885952505162,0.07007209808842152,0.8850282949814907,poor,"linear_fit_t_mean=84.500000,skip_weeks=17",,,,,,17.0,152.0,84.5,-6.512116547840693,-5.773573662413699,-6.176237043173905,0.001485332616191656,0.0014990018998394727,0.0021642573167423946,0.002184152120769008,17.0,18.0,151.0,152.0,2021-37,2024-16,,,,,,,,,,,,,,
2021_20,slope8,1930,2,136,0.001554882277583384,-6.449015534538422,0.006650387003811039,0.0005039371102299808,45.001156035013864,0.11654676565582185,0.08649277646836223,0.06817807649583907,0.8611063239477968,poor,,,-6.268961541050301,8.135451590590354e-05,0.004270956524470512,45.0,0.0,152.0,76.0,-6.7449183692274985,-5.773573662413699,-6.220989985123596,0.0011768447421387582,0.001256506073685136,0.0021642573167423946,0.002184152120769008,0.0,1.0,151.0,152.0,2021-20,2024-16,True,5.881693530669386,315,30,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,success,,,,True,True,True,True
2021_20,linear,1940,0,151,-0.0017990515290087373,-6.756049814540411,,,,0.1903279714407273,0.14219131100668947,0.10820727063521751,0.8717120020857195,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-7.0794179832264215,-6.04488991320606,-6.724247221507548,0.0015213683584947093,0.0014652017273278806,0.0010633692612215882,0.0010070751058297838,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1940,1,151,0.0024773986855606955,-7.39908753914804,,,,0.14580737377609462,0.11494688007270754,0.09873148582430957,0.8720779837162295,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-7.858657442984402,-7.016658424440855,-7.400794285158247,0.00048679227241347855,0.0004310248381815989,0.0006936388077435344,0.0004728800323945563,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1940,2,136,0.00160772582256774,-7.296826300054206,,,,0.12740420995006477,0.10037319256901815,0.08185436040656091,0.8214077467323143,poor,"linear_fit_t_mean=84.500000,skip_weeks=17",,,,,,17.0,152.0,84.5,-7.661279354199112,-6.864219464346559,-7.294471264690031,0.0005194676810031817,0.0005637614311001542,0.0006057336946011393,0.000657396792781543,17.0,18.0,151.0,152.0,2021-37,2024-16,,,,,,,,,,,,,,
2021_20,linear,1950,0,151,-0.0016769325408121207,-7.695186599879293,,,,0.16679627116911688,0.12340584486108655,0.09217547450480357,0.8514421351512113,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-8.066107408615705,-6.988358538616006,-7.681608059634012,0.0006587412897321451,0.0005257313556988167,0.00039586649919456533,0.0003437522377745512,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1950,1,151,0.00285852558559241,-8.47189936233455,,,,0.16550021988667063,0.1266663432339456,0.09228784829605097,0.7531826386312884,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-9.244546816865437,-8.113340809765319,-8.4893618314794,0.00010693268769972624,0.00011039431480486754,0.00021890834234979776,0.00020115136975352343,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1950,2,136,7.797516051845066e-05,-8.00284453130408,,,,0.19019157266305745,0.15526023490652005,0.14449457599705173,0.9946467716141837,poor,"linear_fit_t_mean=84.500000,skip_weeks=17",,,,,,17.0,152.0,84.5,-8.510956388271001,-7.546974094310608,-7.992741065088303,0.00035617066039131417,0.00024598785452984454,0.0002486391459623279,0.00036421135320697764,17.0,18.0,151.0,152.0,2021-37,2024-16,,,,,,,,,,,,,,
2021_20,linear,1960,0,151,-0.00043703833756847854,-8.817263581147461,,,,0.15701675476275614,0.11834914905116657,0.0912556728128191,1.0539790340038455,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-9.145113279545699,-8.240034430309768,-8.801134697132285,0.00016480674406913476,0.00014361461695081422,0.00011517679650973982,0.00016862055073689703,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1960,1,151,0.003981595599257819,-9.485590579135792,,,,0.18948206750677346,0.15285118864977226,0.12887991386480202,0.7960176563573526,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-10.23283626258938,-8.952464614163512,-9.485916742459015,3.596960568705628e-05,3.597089954609746e-05,7.051015235382997e-05,0.00010236392431279657,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1960,2,136,-0.0009368091477521085,-9.362829424742612,,,,0.3203068174811154,0.2468135104301115,0.20575129808092107,1.061153406123048,poor,"linear_fit_t_mean=84.500000,skip_weeks=17",,,,,,17.0,152.0,84.5,-10.616331145548786,-8.72120284956375,-9.379723844597876,0.00012180564706031102,9.745401396433283e-05,7.395173420179308e-05,0.00010683058323216252,17.0,18.0,151.0,152.0,2021-37,2024-16,,,,,,,,,,,,,,
2021_20,linear,1970,0,151,-0.0002748116664324794,-10.03036048383665,,,,0.15087838888618083,0.12007797219801623,0.10039805730737328,1.0197571294325398,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-10.433822459851292,-9.65212357476412,-10.038737579563287,3.9015001272963294e-05,4.551957342435679e-05,3.109104193704497e-05,4.2547446545877563e-05,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1970,1,151,0.0032987397825268625,-10.23984683937103,,,,0.375975115143547,0.29189712208180013,0.23329892315830314,0.812432276773456,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-11.243048383145197,-9.504597837429715,-10.290731614180789,2.182977144314832e-05,1.3098034421893291e-05,1.316962032004528e-05,1.7559802101466585e-05,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1970,2,134,0.001878228463021912,-10.288448360297016,,,,0.53395888932364,0.3994646398957227,0.3189368333377933,1.099980329385482,poor,"linear_fit_t_mean=84.813433,skip_weeks=17",,,,,,17.0,152.0,84.81343283582089,-11.779902152758112,-9.380006426495127,-10.410307457980842,1.5313701168723347e-05,7.65690921206486e-06,1.5382367192869e-05,5.384118390366225e-05,17.0,18.0,151.0,152.0,2021-37,2024-16,,,,,,,,,,,,,,
2021_20,linear,1980,0,151,0.0007569102725762235,-10.943214753720056,,,,0.2318335943743187,0.1820527660892168,0.14183698902482433,0.9177292114984844,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-11.592284302484032,-10.407035088414991,-10.950084874136886,1.676374270712868e-05,2.3469790608654487e-05,1.5127944591772741e-05,1.933052508491814e-05,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1980,1,115,2.1972174275296863e-05,-10.499880408484215,,,,0.5540702303120411,0.4591533732627056,0.6930515900592891,1.0031315045952567,poor,"linear_fit_t_mean=77.226087,skip_weeks=2",,,,,,2.0,152.0,77.22608695652174,-11.194674213332366,-9.401373868804209,-10.619347536383398,1.3747216188982571e-05,2.7495188343693716e-05,2.7582782828629903e-05,4.137588613949301e-05,2.0,4.0,150.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1980,2,105,2.0175709242486395e-05,-10.50463822034133,,,,0.48304832977251644,0.3614930729927637,0.40547840742026864,0.9982783086783482,poor,"linear_fit_t_mean=86.580952,skip_weeks=17",,,,,,18.0,152.0,86.58095238095238,-11.199186850185654,-9.587145340197482,-10.618417692285785,1.368531975767419e-05,4.105764493922817e-05,1.3724198507029466e-05,1.3724386863280501e-05,18.0,20.0,151.0,152.0,2021-38,2024-16,,,,,,,,,,,,,,
2021_20,linear,1990,0,151,0.0015193640951730123,-11.658342274764562,,,,0.332504395560448,0.2543367697682951,0.20300957016554122,0.9120406352367416,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-12.704657657742395,-10.969147129269873,-11.685585718302123,8.097723325139518e-06,7.085558114160207e-06,6.0813378943484864e-06,7.0949445479511625e-06,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,1990,1,55,1.3394169819581792e-05,-10.615122401315473,,,,0.41796065263313287,0.2268777902610732,8.949227421339856e-05,0.09856363975276318,excellent,"linear_fit_t_mean=81.290909,skip_weeks=2",,,,,,11.0,150.0,81.2909090909091,-10.61597156559907,-9.228671327857446,-10.388323093754039,4.9038838770061816e-05,4.9041243695793925e-05,2.456217915772937e-05,2.4562782473179786e-05,11.0,15.0,147.0,150.0,2021-31,2024-14,,,,,,,,,,,,,,
2021_20,linear,1990,2,75,1.718090313443177e-05,-10.726343992174893,,,,0.49050541011707277,0.2858207336834351,6.265662369742131e-05,0.062038224726083654,excellent,"linear_fit_t_mean=80.226667,skip_weeks=17",,,,,,18.0,152.0,80.22666666666667,-10.727553340326708,-9.34071052249509,-10.440575289521977,2.193222941202016e-05,4.386638300434425e-05,6.595000991646749e-05,4.3968606422074845e-05,18.0,19.0,151.0,152.0,2021-38,2024-16,,,,,,,,,,,,,,
2021_20,linear,2000,0,151,4.9460650374475545e-06,-12.436294344549475,,,,0.5351763914825508,0.4099880705478609,0.2877009134120989,0.9990413793061094,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-13.822916069435975,-11.33782576765106,-12.417608304875165,1.9852023020795806e-06,2.9778123203957947e-06,3.973133670042043e-06,3.9731494560328835e-06,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,2000,1,30,2.73990181632336e-05,-8.911867220308423,,,,0.1789939218556996,0.0463758740458168,0.0001619831444719111,0.16022287261083393,very_good,"linear_fit_t_mean=77.400000,skip_weeks=2",,,,,,7.0,152.0,77.4,-8.913953857386678,-8.216763540062876,-8.865656419016284,0.0001344989914603331,0.0001345170838724815,0.00027008778016990624,0.00013506212878444193,7.0,12.0,144.0,152.0,2021-27,2024-16,,,,,,,,,,,,,,
2021_20,linear,2000,2,15,1.9716894201162767e-05,-8.700886627402326,,,,0.00015157846548781068,0.00011569333795714934,9.201465171315704e-05,0.13825200850644198,very_good,"linear_fit_t_mean=86.666667,skip_weeks=17",,,,,,19.0,151.0,86.66666666666667,-8.702011626105476,-8.69968139867531,-8.700846932565746,0.00016625103945192091,0.00016627868345597195,0.00016661113000894802,0.00016663889390338337,19.0,38.0,122.0,151.0,2021-39,2024-15,,,,,,,,,,,,,,
2021_20,linear,-2,0,151,-0.0026027907964680133,-8.935418866864744,,,,0.15993440525065722,0.11476006185756787,0.08537031180733123,0.7491770149900814,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-9.235752349046047,-8.228003513453078,-8.899833091355235,0.00017805838637823175,0.00016682560304882355,0.00010311639676626171,0.00010636132352975879,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,-2,1,151,0.002024719620736624,-8.50859179588179,,,,0.1212954626409837,0.09853742399402339,0.083136895533654,0.9317991446297957,poor,"linear_fit_t_mean=77.000000,skip_weeks=2",,,,,,2.0,152.0,77.0,-8.985215797512595,-8.221684293889233,-8.512558523691757,0.00013602104152080608,0.0001322248485472546,0.0002024577990514031,0.000175625305174486,2.0,3.0,151.0,152.0,2021-22,2024-16,,,,,,,,,,,,,,
2021_20,linear,-2,2,136,0.00010894232591899695,-7.2974334313863825,,,,0.11122540344311166,0.08635599206536439,0.06934497390912497,1.016746129943061,poor,"linear_fit_t_mean=84.500000,skip_weeks=17",,,,,,17.0,152.0,84.5,-7.520890582799539,-6.897339646790158,-7.289177156969572,0.0005653876660841386,0.0005619086818462879,0.0006033653404028473,0.0006401848947641842,17.0,18.0,151.0,152.0,2021-37,2024-16,,,,,,,,,,,,,,
2021_24,linear,1920,0,147,-0.0029799007853332396,-4.966813822802186,,,,0.2506765458310027,0.20056587437797865,0.16915241860427077,0.9997216732647989,poor,"linear_fit_t_mean=75.000000,skip_weeks=2",,,,,,2.0,148.0,75.0,-6.036809154678112,-4.257881212433965,-4.988133715219327,0.005578683151945339,0.005705606957936945,0.003972462851051797,0.002389170236554394,2.0,3.0,147.0,148.0,2021-26,2024-16,,,,,,,,,,,,,,
2021_24,slope8,1920,0,147,-0.0029799007853332396,-5.1516033847263305,0.015338498237614736,-0.008960691861868288,48.66589290714235,0.23873905001303164,0.18928846806273947,0.1768280907219193,1.0450862966985297,poor,,,-5.0246759715164515,0.007298110827485353,-0.004916678088984906,48.666666666666664,0.0,148.0,74.0,-6.036809154678112,-4.257881212433965,-4.987468994214213,0.007377006094510767,0.006958185102697573,0.003972462851051797,0.002389170236554394,0.0,1.0,147.0,148.0,2021-24,2024-16,True,13.913540248721167,225,16,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,success,,,,True,True,True,True
2021_24,linear,1920,1,144,0.0004294683701442451,-5.101247975628257,,,,0.5512959336681134,0.40405947202007625,0.3034591706897585,0.9721511513899473,poor,"linear_fit_t_mean=74.562500,skip_weeks=2",,,,,,2.0,148.0,74.5625,-6.933422946567351,-4.228031833832234,-5.182215653760753,0.006019581758386039,0.008346027201377084,0.0037037079374844144,0.005586606708639823,2.0,3.0,147.0,148.0,2021-26,2024-16,,,,,,,,,,,,,,
2021_24,slope8,1920,1,144,0.0004294683701442451,-4.866818673121661,-0.012616406013054783,0.005274803595246319,48.66589278970971,0.5551577172910811,0.39898894747226904,0.2901465147098241,0.9295031938095761,poor,,,-5.068223207530752,-0.00446018990417341,0.005957437507339217,48.666666666666664,0.0,148.0,73.54794520547945,-6.933422946567351,-4.228031833832234,-5.18593905065111,0.0022255202064057566,0.008227421129032823,0.0037037079374844144,0.005586606708639823,0.0,1.0,147.0,148.0,2021-24,2024-16,True,28.73164229931475,320,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0,success,,,,True,True,True,True
