cohort,t,deaths,at_risk,hazard,log_hazard,slope,hazard_adj,cum_hazard_adj
dose0_unvaccinated,0,673,24591,0.027367736163637104,-3.5983904716764123,-0.018672847236145897,0.027367736163637104,0.027367736163637104
dose0_unvaccinated,1,617,23918,0.025796471276862614,-3.6575175686233647,-0.018672847236145897,0.026282690263045864,0.05365042642668297
dose0_unvaccinated,2,559,23301,0.023990386678683317,-3.7301020839326577,-0.018672847236145897,0.024903264256617198,0.07855369068330016
dose0_unvaccinated,3,655,22742,0.0288013367337965,-3.547333478549416,-0.018672847236145897,0.030460791808065744,0.10901448249136592
dose0_unvaccinated,4,981,22087,0.04441526689908091,-3.1141720195681057,-0.018672847236145897,0.047859739923646276,0.1568742224150122
dose0_unvaccinated,5,1059,21106,0.050175305600303234,-2.992232293629629,-0.018672847236145897,0.05508553844425109,0.21195976085926327
dose0_unvaccinated,6,752,20047,0.03751184715917594,-3.2830984716546365,-0.018672847236145897,0.0419590394297902,0.25391880028905345
dose0_unvaccinated,7,774,19295,0.040114019175952316,-3.2160294003819923,-0.018672847236145897,0.04571542687205822,0.2996342271611117
dose0_unvaccinated,8,784,18521,0.04233032773608336,-3.162251482072394,-0.018672847236145897,0.049150478143637606,0.3487847053047493
dose0_unvaccinated,9,593,17737,0.033432936798782203,-3.3982137332078612,-0.018672847236145897,0.039551244922521295,0.3883359502272706
dose0_unvaccinated,10,515,17144,0.030039664022398507,-3.505236636489677,-0.018672847236145897,0.03620680609574283,0.4245427563230134
dose0_unvaccinated,11,493,16629,0.029647002225028564,-3.518394264045224,-0.018672847236145897,0.036407046261977195,0.46094980258499063
dose0_unvaccinated,12,492,16136,0.030490827962320274,-3.49032936314174,-0.018672847236145897,0.03814902050917576,0.49909882309416637
dose0_unvaccinated,13,514,15644,0.0328560470467911,-3.4156194704202396,-0.018672847236145897,0.04188311752206917,0.5409819406162355
dose0_unvaccinated,14,502,15130,0.03317911434236616,-3.4058346870906724,-0.018672847236145897,0.043092133075435836,0.5840740736916714
dose0_unvaccinated,15,564,14628,0.038556193601312544,-3.255638527771213,-0.018672847236145897,0.051019578935690105,0.6350936526273615
dose0_unvaccinated,16,483,14064,0.03434300341296928,-3.3713569662723857,-0.018672847236145897,0.046301014323540605,0.6813946669509021
dose0_unvaccinated,17,630,13581,0.046388336646785946,-3.07070721671849,-0.018672847236145897,0.06371923410525868,0.7451139010561608
dose0_unvaccinated,18,579,12951,0.04470697243456103,-3.107625806650592,-0.018672847236145897,0.06256717143516027,0.807681072491321
dose0_unvaccinated,19,459,12372,0.03709990300678952,-3.2941409237444153,-0.018672847236145897,0.05289974152383818,0.8605808140151592
dose0_unvaccinated,20,472,11913,0.03962058255687064,-3.2284065342138057,-0.018672847236145897,0.057558722612267334,0.9181395366274265
dose0_unvaccinated,21,438,11441,0.03828336683856306,-3.2627397633244977,-0.018672847236145897,0.056664352403883005,0.9748038890313095
dose0_unvaccinated,22,371,11003,0.033718076888121416,-3.3897211792624775,-0.018672847236145897,0.05084779399282486,1.0256516830241345
dose0_unvaccinated,23,353,10632,0.03320165537998494,-3.405155543459785,-0.018672847236145897,0.05101273063934763,1.076664413663482
dose0_unvaccinated,24,351,10279,0.03414729059247008,-3.3770720345470564,-0.018672847236145897,0.053454540269579125,1.1301189539330612
dose1,0,116,5295,0.02190745986779981,-3.820928066929142,-0.05516403990090774,0.02190745986779981,0.02190745986779981
dose1,1,103,5179,0.01988800926819849,-3.917638278194256,-0.05516403990090774,0.02101593670632475,0.042923396574124556
dose1,2,108,5076,0.021276595744680847,-3.850147601710059,-0.05516403990090774,0.023758390613396185,0.06668178718752074
dose1,3,93,4968,0.01871980676328502,-3.978173130460059,-0.05516403990090774,0.02208887897845813,0.08877066616597887
dose1,4,115,4875,0.023589743589743584,-3.7469432550686976,-0.05516403990090774,0.029413924466090608,0.11818459063206949
dose1,5,89,4760,0.018697478991596635,-3.9793665774933262,-0.05516403990090774,0.02463600278802063,0.14282059342009013
dose1,6,85,4671,0.01819738813958467,-4.006477204011792,-0.05516403990090774,0.025336912242635796,0.16815750566272591
dose1,7,80,4586,0.017444395987788918,-4.0487368287439685,-0.05516403990090774,0.025665988982159726,0.19382349464488563
dose1,8,73,4506,0.01620062139369729,-4.122705679843799,-0.05516403990090774,0.02518785460820841,0.21901134925309404
dose1,9,83,4433,0.018723212271599364,-3.977991226948456,-0.05516403990090774,0.030760777207494195,0.24977212646058825
dose1,10,53,4350,0.012183908045977009,-4.407639210530609,-0.05516403990090774,0.021152465429314808,0.27092459188990303
dose1,11,59,4297,0.013730509657900859,-4.288134939869276,-0.05516403990090774,0.025189437958383527,0.29611402984828655
