config_id,enroll_year,enroll_month,quiet_t_min,quiet_t_max,max_fu_months,separate_doses,cohort,final_t,final_kcor,max_kcor,min_kcor,mean_kcor
2022-01_quiet6-15_fu24_separate,2022,1,6,15,24,True,dose2,24,0.6185890903384148,0.6955345656741099,0.6185890903384148,0.628721255433802
2022-01_quiet6-15_fu24_separate,2022,1,6,15,24,True,dose3,24,0.9121728056362223,0.9173133743559486,0.538980010885759,0.8280735875471259
2022-01_quiet6-15_fu24_separate,2022,1,6,15,24,True,dose4,24,1.7271320407192583,2.938168345543135,0.0,1.830686174672857
2022-01_quiet6-15_fu24_separate,2022,1,6,15,24,True,dose5,24,1.3813942127135859,6.5415743079162345,0.0,2.386989410568059
2022-01_quiet6-15_fu24_separate,2022,1,6,15,24,True,dose6,24,0.0,0.0,0.0,0.0
2022-01_quiet9-18_fu12_grouped,2022,1,9,18,12,False,dose1,12,0.7737947295699859,0.9978833801104846,0.7737947295699859,0.839669644811467
2022-01_quiet9-18_fu12_grouped,2022,1,9,18,12,False,dose2,12,0.5362006392381014,0.6955345656741099,0.5362006392381014,0.5926172397452326
2022-01_quiet9-18_fu12_grouped,2022,1,9,18,12,False,dose3plus,12,0.7258150378607633,0.726392379781487,0.5388955757173732,0.6776101875909922
2022-01_quiet9-18_fu12_separate,2022,1,9,18,12,True,dose1,12,0.7737947295699859,0.9978833801104846,0.7737947295699859,0.839669644811467
2022-01_quiet9-18_fu12_separate,2022,1,9,18,12,True,dose2,12,0.5362006392381014,0.6955345656741099,0.5362006392381014,0.5926172397452326
2022-01_quiet9-18_fu12_separate,2022,1,9,18,12,True,dose3,12,0.7254522416035083,0.726045043621969,0.538980010885759,0.6773327272657408
2022-01_quiet9-18_fu12_separate,2022,1,9,18,12,True,dose4,12,2.3304608915678457,3.0488491929247314,0.0,2.0925140884091125
2022-01_quiet9-18_fu12_separate,2022,1,9,18,12,True,dose5,12,2.8989311768565207,6.895932300326474,0.0,3.3663886000001235
2022-01_quiet9-18_fu12_separate,2022,1,9,18,12,True,dose6,12,0.0,0.0,0.0,0.0
2022-01_quiet9-18_fu18_grouped,2022,1,9,18,18,False,dose1,18,0.8638665781411465,0.9978833801104846,0.8566393738534351,0.8789259911735838
2022-01_quiet9-18_fu18_grouped,2022,1,9,18,18,False,dose2,18,0.5588901161528801,0.6955345656741099,0.5588901161528801,0.599569861716108
2022-01_quiet9-18_fu18_grouped,2022,1,9,18,18,False,dose3plus,18,0.9327646254790203,0.9327646254790203,0.5388955757173732,0.8150858475511498
2022-01_quiet9-18_fu18_separate,2022,1,9,18,18,True,dose1,18,0.8638665781411465,0.9978833801104846,0.8566393738534351,0.8789259911735838
2022-01_quiet9-18_fu18_separate,2022,1,9,18,18,True,dose2,18,0.5588901161528801,0.6955345656741099,0.5588901161528801,0.599569861716108
2022-01_quiet9-18_fu18_separate,2022,1,9,18,18,True,dose3,18,0.9326755249829034,0.9326755249829034,0.538980010885759,0.814942504954168
2022-01_quiet9-18_fu18_separate,2022,1,9,18,18,True,dose4,18,0.938849994287684,2.6205776812510853,0.0,1.3288663108857928
2022-01_quiet9-18_fu18_separate,2022,1,9,18,18,True,dose5,18,1.2099557467691213,6.189023973712602,0.0,2.2774017269238342
2022-01_quiet9-18_fu18_separate,2022,1,9,18,18,True,dose6,18,0.0,0.0,0.0,0.0
2022-01_quiet9-18_fu24_grouped,2022,1,9,18,24,False,dose1,24,0.8716356652910394,0.9978833801104846,0.8566393738534351,0.876882220217776
2022-01_quiet9-18_fu24_grouped,2022,1,9,18,24,False,dose2,24,0.5360958806764491,0.6955345656741099,0.5360958806764491,0.5864353463722369
2022-01_quiet9-18_fu24_grouped,2022,1,9,18,24,False,dose3plus,24,0.9261131976904342,0.9368899135739774,0.5388955757173732,0.8432148721907268
2022-01_quiet9-18_fu24_separate,2022,1,9,18,24,True,dose1,24,0.8716356652910394,0.9978833801104846,0.8566393738534351,0.876882220217776
2022-01_quiet9-18_fu24_separate,2022,1,9,18,24,True,dose2,24,0.5360958806764491,0.6955345656741099,0.5360958806764491,0.5864353463722369
2022-01_quiet9-18_fu24_separate,2022,1,9,18,24,True,dose3,24,0.9260586568847543,0.9368246359832915,0.538980010885759,0.8430889781171627
2022-01_quiet9-18_fu24_separate,2022,1,9,18,24,True,dose4,24,0.7388280465382455,2.6205776812510853,0.0,1.205748379000177
2022-01_quiet9-18_fu24_separate,2022,1,9,18,24,True,dose5,24,0.8696675624595355,6.189023973712602,0.0,1.9665122047563373
2022-01_quiet9-18_fu24_separate,2022,1,9,18,24,True,dose6,24,0.0,0.0,0.0,0.0
