cohort,intercept,slope
dose0_unvaccinated,-6.727962516006136,-0.005561269715162564
dose1,-6.862084545959217,-0.014057730726337385
dose2,-7.229522123147956,-0.006102716715504218
dose3plus,-6.728580822649225,0.013818093704274262
