cohort,intercept,slope
dose0_unvaccinated,-6.236964778599477,-0.06364302780369872
dose1,-7.094213510465038,-0.039803242599515884
dose2,-6.646284639545762,-0.009763216234659623
dose3,-5.159397325559023,0.002949861063594251
dose4,-3.571862243247758,0.03922071315327944
