icd,count,pct
I25,5697,0.14877392734964615
I50,2457,0.06416316298017914
U07,1529,0.03992896874102316
E11,1525,0.0398245110072337
C34,1274,0.03326978821194474
C50,1146,0.029927140730681846
G30,1096,0.02862141905831353
I63,914,0.023868592170892853
J18,882,0.02303293030057713
J44,847,0.022118925129919306
C25,823,0.021492178727182513
I11,794,0.02073486015720889
I21,774,0.020212571488261562
I10,752,0.019638053952419503
F01,620,0.016190948737367143
C18,617,0.016112605437025043
I48,567,0.014806883764656725
A41,502,0.013109445590577912
I70,497,0.012978873423341081
R99,467,0.01219544041992009
C56,450,0.011751495051314861
I67,402,0.010498002245841277
I64,392,0.010236857911367614
C80,377,0.009845141409657117
I61,371,0.009688454808972919
I69,340,0.008878907372104563
K70,302,0.00788655890110464
C16,284,0.007416499099052046
I26,275,0.007181469198025749
S72,274,0.007155354764578382
C71,254,0.006633066095631055
C54,248,0.006476379494946857
C64,235,0.006136891860131094
C20,222,0.005797404225315331
I35,217,0.0056668320580785
S06,216,0.005640717624631133
N17,212,0.005536259890841668
C22,200,0.005222886689473272
N18,200,0.005222886689473272
C67,186,0.004857284621210143
C53,181,0.004726712453973311
I71,162,0.00423053821847335
K74,156,0.004073851617789152
F03,155,0.004047737184341786
G20,154,0.004021622750894419
N39,153,0.003995508317447053
K56,151,0.00394327945055232
C92,139,0.003629906249183924
C24,137,0.003577677382289191
C90,131,0.003420990781604993
C23,125,0.003264304180920795
E10,121,0.0031598464471313294
R54,120,0.003133732013683963
I13,119,0.0031076175802365966
I46,118,0.0030815031467892303
C83,105,0.002742015511973468
C43,103,0.0026897866450787352
C57,102,0.002663672211631369
A49,101,0.0026375577781840025
C15,97,0.002533100044394537
E86,96,0.0025069856109471707
J45,91,0.002376413443710339
J15,91,0.002376413443710339
I60,89,0.002324184576815606
I42,88,0.0022980701433682397
C19,88,0.0022980701433682397
K55,85,0.0022197268430261406
K57,82,0.0021413835426840415
C91,82,0.0021413835426840415
J84,81,0.002115269109236675
I24,81,0.002115269109236675
I80,77,0.0020108113754472097
K85,76,0.0019846969419998433
T71,74,0.0019324680751051106
A04,73,0.0019063536416577443
I49,69,0.0018018959078682788
C51,69,0.0018018959078682788
I12,69,0.0018018959078682788
I34,68,0.0017757814744209124
I27,67,0.001749667040973546
K80,66,0.0017235526075261797
K25,65,0.0016974381740788133
T06,65,0.0016974381740788133
I74,61,0.0015929804402893479
J20,60,0.0015668660068419815
D46,59,0.0015407515733946151
I51,58,0.0015146371399472488
L89,57,0.0014885227064998824
C55,56,0.001462408273052516
C76,55,0.0014362938396051497
K26,53,0.001384064972710417
J12,50,0.001305721672368318
C44,49,0.0012796072389209517
I08,49,0.0012796072389209517
K65,48,0.0012534928054735853
K92,47,0.001227378372026219
C26,47,0.001227378372026219
C85,45,0.0011751495051314862
G40,45,0.0011751495051314862
G35,44,0.0011490350716841199
E43,43,0.0011229206382367535
K72,43,0.0011229206382367535
C49,42,0.0010968062047893871
C65,42,0.0010968062047893871
C21,42,0.0010968062047893871
J96,41,0.0010706917713420208
K83,41,0.0010706917713420208
T51,41,0.0010706917713420208
C17,41,0.0010706917713420208
G12,41,0.0010706917713420208
D37,40,0.0010445773378946544
E66,39,0.001018462904447288
E41,39,0.001018462904447288
K76,39,0.001018462904447288
R09,39,0.001018462904447288
N10,39,0.001018462904447288
R98,39,0.001018462904447288
C73,37,0.0009662340375525553
G93,37,0.0009662340375525553
N19,36,0.0009401196041051889
J69,36,0.0009401196041051889
I83,34,0.0008878907372104562
T78,34,0.0008878907372104562
T17,34,0.0008878907372104562
S32,33,0.0008617763037630898
A46,33,0.0008617763037630898
T75,33,0.0008617763037630898
D68,32,0.0008356618703157235
F10,32,0.0008356618703157235
I62,31,0.0008095474368683571
T43,29,0.0007573185699736244
A09,29,0.0007573185699736244
C82,28,0.000731204136526258
I33,28,0.000731204136526258
L03,28,0.000731204136526258
J10,28,0.000731204136526258
D47,27,0.0007050897030788917
M46,26,0.0006789752696315254
E87,26,0.0006789752696315254
C48,26,0.0006789752696315254
G31,26,0.0006789752696315254
D48,24,0.0006267464027367927
N30,23,0.0006006319692894263
E78,23,0.0006006319692894263
D38,23,0.0006006319692894263
I38,23,0.0006006319692894263
C09,23,0.0006006319692894263
I36,22,0.0005745175358420599
C94,22,0.0005745175358420599
S27,22,0.0005745175358420599
C02,21,0.0005484031023946936
K43,21,0.0005484031023946936
I82,21,0.0005484031023946936
E13,21,0.0005484031023946936
C32,21,0.0005484031023946936
T07,20,0.0005222886689473272
M05,20,0.0005222886689473272
I05,20,0.0005222886689473272
C10,20,0.0005222886689473272
J43,20,0.0005222886689473272
K52,19,0.0004961742354999608
I20,18,0.00047005980205259447
G41,18,0.00047005980205259447
C95,18,0.00047005980205259447
E14,18,0.00047005980205259447
K81,18,0.00047005980205259447
E03,18,0.00047005980205259447
N13,18,0.00047005980205259447
C38,17,0.0004439453686052281
I44,17,0.0004439453686052281
K86,17,0.0004439453686052281
D43,17,0.0004439453686052281
S22,16,0.00041783093515786174
D64,16,0.00041783093515786174
C07,16,0.00041783093515786174
T40,16,0.00041783093515786174
K63,16,0.00041783093515786174
T42,16,0.00041783093515786174
G91,15,0.0003917165017104954
K71,15,0.0003917165017104954
K50,15,0.0003917165017104954
G21,15,0.0003917165017104954
K22,14,0.000365602068263129
U10,14,0.000365602068263129
C84,14,0.000365602068263129
C52,14,0.000365602068263129
D69,14,0.000365602068263129
G10,14,0.000365602068263129
N11,13,0.0003394876348157627
I85,13,0.0003394876348157627
C45,13,0.0003394876348157627
K51,13,0.0003394876348157627
C81,13,0.0003394876348157627
M06,13,0.0003394876348157627
J42,13,0.0003394876348157627
S82,12,0.00031337320136839633
C13,12,0.00031337320136839633
C39,12,0.00031337320136839633
K75,12,0.00031337320136839633
D86,12,0.00031337320136839633
I06,12,0.00031337320136839633
C88,12,0.00031337320136839633
C04,12,0.00031337320136839633
C74,12,0.00031337320136839633
M32,11,0.00028725876792102997
C06,11,0.00028725876792102997
A40,11,0.00028725876792102997
S42,11,0.00028725876792102997
I72,11,0.00028725876792102997
J16,11,0.00028725876792102997
N15,10,0.0002611443344736636
T81,10,0.0002611443344736636
C69,10,0.0002611443344736636
K27,10,0.0002611443344736636
C96,10,0.0002611443344736636
C72,10,0.0002611443344736636
S12,10,0.0002611443344736636
C41,10,0.0002611443344736636
C03,10,0.0002611443344736636
M86,9,0.00023502990102629724
Q90,9,0.00023502990102629724
J40,9,0.00023502990102629724
S26,9,0.00023502990102629724
J80,9,0.00023502990102629724
C68,9,0.00023502990102629724
T50,9,0.00023502990102629724
D32,9,0.00023502990102629724
J41,9,0.00023502990102629724
J22,9,0.00023502990102629724
R64,8,0.00020891546757893087
L02,8,0.00020891546757893087
C11,8,0.00020891546757893087
S25,8,0.00020891546757893087
C66,8,0.00020891546757893087
C14,7,0.0001828010341315645
K40,7,0.0001828010341315645
J98,7,0.0001828010341315645
J13,7,0.0001828010341315645
K82,7,0.0001828010341315645
C86,7,0.0001828010341315645
T68,7,0.0001828010341315645
Q24,7,0.0001828010341315645
R57,7,0.0001828010341315645
T02,7,0.0001828010341315645
T14,7,0.0001828010341315645
C01,7,0.0001828010341315645
S36,7,0.0001828010341315645
I07,7,0.0001828010341315645
E85,7,0.0001828010341315645
Q61,7,0.0001828010341315645
G70,7,0.0001828010341315645
T46,6,0.00015668660068419817
C70,6,0.00015668660068419817
B18,6,0.00015668660068419817
T38,6,0.00015668660068419817
S14,6,0.00015668660068419817
I47,6,0.00015668660068419817
D41,6,0.00015668660068419817
D45,6,0.00015668660068419817
K44,6,0.00015668660068419817
A81,6,0.00015668660068419817
K42,6,0.00015668660068419817
C05,6,0.00015668660068419817
D70,6,0.00015668660068419817
N20,6,0.00015668660068419817
G23,6,0.00015668660068419817
C93,6,0.00015668660068419817
K35,6,0.00015668660068419817
K29,5,0.0001305721672368318
T93,5,0.0001305721672368318
T90,5,0.0001305721672368318
T58,5,0.0001305721672368318
F50,5,0.0001305721672368318
T84,5,0.0001305721672368318
K62,5,0.0001305721672368318
G04,5,0.0001305721672368318
T45,5,0.0001305721672368318
T69,5,0.0001305721672368318
G80,5,0.0001305721672368318
I45,5,0.0001305721672368318
D39,5,0.0001305721672368318
B44,5,0.0001305721672368318
I28,5,0.0001305721672368318
E83,5,0.0001305721672368318
K66,5,0.0001305721672368318
M33,5,0.0001305721672368318
N28,5,0.0001305721672368318
R96,5,0.0001305721672368318
N12,5,0.0001305721672368318
S02,5,0.0001305721672368318
S07,5,0.0001305721672368318
S09,5,0.0001305721672368318
E07,5,0.0001305721672368318
J06,5,0.0001305721672368318
M31,5,0.0001305721672368318
K31,4,0.00010445773378946544
N25,4,0.00010445773378946544
K30,4,0.00010445773378946544
R26,4,0.00010445773378946544
Q21,4,0.00010445773378946544
L97,4,0.00010445773378946544
L12,4,0.00010445773378946544
L08,4,0.00010445773378946544
C31,4,0.00010445773378946544
T44,4,0.00010445773378946544
A48,4,0.00010445773378946544
C40,4,0.00010445773378946544
A02,4,0.00010445773378946544
K21,4,0.00010445773378946544
J46,4,0.00010445773378946544
G37,4,0.00010445773378946544
G82,4,0.00010445773378946544
G92,4,0.00010445773378946544
F06,4,0.00010445773378946544
E88,4,0.00010445773378946544
E21,4,0.00010445773378946544
E05,4,0.00010445773378946544
D61,4,0.00010445773378946544
D50,4,0.00010445773378946544
I95,4,0.00010445773378946544
I30,4,0.00010445773378946544
J90,4,0.00010445773378946544
J85,4,0.00010445773378946544
C30,3,7.834330034209908e-05
I78,3,7.834330034209908e-05
T79,3,7.834330034209908e-05
I77,3,7.834330034209908e-05
I73,3,7.834330034209908e-05
I15,3,7.834330034209908e-05
M35,3,7.834330034209908e-05
C08,3,7.834330034209908e-05
J94,3,7.834330034209908e-05
T04,3,7.834330034209908e-05
S15,3,7.834330034209908e-05
E04,3,7.834330034209908e-05
E06,3,7.834330034209908e-05
E16,3,7.834330034209908e-05
J86,3,7.834330034209908e-05
I40,3,7.834330034209908e-05
E27,3,7.834330034209908e-05
C00,3,7.834330034209908e-05
N32,3,7.834330034209908e-05
B99,3,7.834330034209908e-05
Q25,3,7.834330034209908e-05
G62,3,7.834330034209908e-05
I31,3,7.834330034209908e-05
K20,3,7.834330034209908e-05
S01,3,7.834330034209908e-05
B02,3,7.834330034209908e-05
M34,3,7.834330034209908e-05
G00,3,7.834330034209908e-05
G25,3,7.834330034209908e-05
K46,3,7.834330034209908e-05
C75,3,7.834330034209908e-05
J47,3,7.834330034209908e-05
S70,3,7.834330034209908e-05
B00,3,7.834330034209908e-05
D35,3,7.834330034209908e-05
C47,3,7.834330034209908e-05
K73,3,7.834330034209908e-05
J21,3,7.834330034209908e-05
M00,2,5.222886689473272e-05
Q44,2,5.222886689473272e-05
G06,2,5.222886689473272e-05
T82,2,5.222886689473272e-05
E64,2,5.222886689473272e-05
I89,2,5.222886689473272e-05
J70,2,5.222886689473272e-05
N70,2,5.222886689473272e-05
A39,2,5.222886689473272e-05
I87,2,5.222886689473272e-05
B34,2,5.222886689473272e-05
G71,2,5.222886689473272e-05
J81,2,5.222886689473272e-05
Q85,2,5.222886689473272e-05
C37,2,5.222886689473272e-05
K28,2,5.222886689473272e-05
R04,2,5.222886689473272e-05
I81,2,5.222886689473272e-05
T31,2,5.222886689473272e-05
K45,2,5.222886689473272e-05
T29,2,5.222886689473272e-05
T27,2,5.222886689473272e-05
E26,2,5.222886689473272e-05
B37,2,5.222886689473272e-05
J39,2,5.222886689473272e-05
J11,2,5.222886689473272e-05
D62,2,5.222886689473272e-05
C46,2,5.222886689473272e-05
S30,2,5.222886689473272e-05
M54,2,5.222886689473272e-05
K11,2,5.222886689473272e-05
C33,2,5.222886689473272e-05
F32,2,5.222886689473272e-05
D89,2,5.222886689473272e-05
T63,2,5.222886689473272e-05
G98,2,5.222886689473272e-05
N00,2,5.222886689473272e-05
A19,2,5.222886689473272e-05
S35,2,5.222886689473272e-05
M30,2,5.222886689473272e-05
F72,2,5.222886689473272e-05
D42,2,5.222886689473272e-05
S51,2,5.222886689473272e-05
T62,2,5.222886689473272e-05
G72,1,2.611443344736636e-05
F33,1,2.611443344736636e-05
S65,1,2.611443344736636e-05
S64,1,2.611443344736636e-05
T13,1,2.611443344736636e-05
T11,1,2.611443344736636e-05
G83,1,2.611443344736636e-05
S80,1,2.611443344736636e-05
A86,1,2.611443344736636e-05
T05,1,2.611443344736636e-05
S78,1,2.611443344736636e-05
T48,1,2.611443344736636e-05
T21,1,2.611443344736636e-05
T30,1,2.611443344736636e-05
A15,1,2.611443344736636e-05
T96,1,2.611443344736636e-05
T94,1,2.611443344736636e-05
G09,1,2.611443344736636e-05
T91,1,2.611443344736636e-05
T88,1,2.611443344736636e-05
T80,1,2.611443344736636e-05
A16,1,2.611443344736636e-05
A26,1,2.611443344736636e-05
G36,1,2.611443344736636e-05
T65,1,2.611443344736636e-05
T59,1,2.611443344736636e-05
T55,1,2.611443344736636e-05
T54,1,2.611443344736636e-05
A31,1,2.611443344736636e-05
F70,1,2.611443344736636e-05
F60,1,2.611443344736636e-05
G45,1,2.611443344736636e-05
G61,1,2.611443344736636e-05
A32,1,2.611443344736636e-05
T39,1,2.611443344736636e-05
T36,1,2.611443344736636e-05
T34,1,2.611443344736636e-05
S61,1,2.611443344736636e-05
D12,1,2.611443344736636e-05
S45,1,2.611443344736636e-05
G95,1,2.611443344736636e-05
K38,1,2.611443344736636e-05
E02,1,2.611443344736636e-05
N03,1,2.611443344736636e-05
N02,1,2.611443344736636e-05
M80,1,2.611443344736636e-05
M72,1,2.611443344736636e-05
M51,1,2.611443344736636e-05
M41,1,2.611443344736636e-05
D84,1,2.611443344736636e-05
D80,1,2.611443344736636e-05
D75,1,2.611443344736636e-05
D66,1,2.611443344736636e-05
L98,1,2.611443344736636e-05
L94,1,2.611443344736636e-05
L88,1,2.611443344736636e-05
L51,1,2.611443344736636e-05
D60,1,2.611443344736636e-05
K41,1,2.611443344736636e-05
J04,1,2.611443344736636e-05
J09,1,2.611443344736636e-05
D44,1,2.611443344736636e-05
K61,1,2.611443344736636e-05
K59,1,2.611443344736636e-05
K58,1,2.611443344736636e-05
D33,1,2.611443344736636e-05
J63,1,2.611443344736636e-05
J67,1,2.611443344736636e-05
E70,1,2.611443344736636e-05
O85,1,2.611443344736636e-05
E71,1,2.611443344736636e-05
F13,1,2.611443344736636e-05
S40,1,2.611443344736636e-05
S39,1,2.611443344736636e-05
S37,1,2.611443344736636e-05
G96,1,2.611443344736636e-05
S31,1,2.611443344736636e-05
B16,1,2.611443344736636e-05
I01,1,2.611443344736636e-05
S20,1,2.611443344736636e-05
F31,1,2.611443344736636e-05
F20,1,2.611443344736636e-05
S11,1,2.611443344736636e-05
F19,1,2.611443344736636e-05
F11,1,2.611443344736636e-05
Q23,1,2.611443344736636e-05
S00,1,2.611443344736636e-05
F07,1,2.611443344736636e-05
J93,1,2.611443344736636e-05
R63,1,2.611443344736636e-05
B46,1,2.611443344736636e-05
E84,1,2.611443344736636e-05
B94,1,2.611443344736636e-05
R00,1,2.611443344736636e-05
Q82,1,2.611443344736636e-05
Q43,1,2.611443344736636e-05
Q28,1,2.611443344736636e-05
E72,1,2.611443344736636e-05
G11,1,2.611443344736636e-05
