vaccinated_count,vaccinated_pct,unvaccinated_count,unvaccinated_pct,difference,age_group,icd
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,A85
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,A86
0.0,0.0,3.0,1.9769748331103745e-05,-1.9769748331103745e-05,50-64,A87
0.0,0.0,6.0,3.953949666220749e-05,-3.953949666220749e-05,50-64,B00
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,B02
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,B15
0.0,0.0,10.0,6.589916110367914e-05,-6.589916110367914e-05,50-64,B16
0.0,0.0,35.0,0.00023064706386287704,-0.00023064706386287704,50-64,B17
1.0,0.00014543339150668993,60.0,0.0003953949666220749,-0.00024996157511538494,50-64,B18
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,B19
0.0,0.0,3.0,1.9769748331103745e-05,-1.9769748331103745e-05,50-64,B20
0.0,0.0,5.0,3.294958055183957e-05,-3.294958055183957e-05,50-64,B22
1.0,0.00014543339150668993,0.0,0.0,0.00014543339150668993,50-64,B23
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,B24
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,B25
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,B33
1.0,0.00014543339150668993,5.0,3.294958055183957e-05,0.00011248381095485036,50-64,B34
0.0,0.0,4.0,2.635966444147166e-05,-2.635966444147166e-05,50-64,B37
3.0,0.0004363001745200698,3.0,1.9769748331103745e-05,0.0004165304261889661,50-64,B44
1.0,0.00014543339150668993,0.0,0.0,0.00014543339150668993,50-64,B46
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,B58
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,B59
1.0,0.00014543339150668993,2.0,1.317983222073583e-05,0.0001322535592859541,50-64,B90
0.0,0.0,18.0,0.00011861848998662247,-0.00011861848998662247,50-64,B94
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,B99
0.0,0.0,10.0,6.589916110367914e-05,-6.589916110367914e-05,50-64,C00
8.0,0.0011634671320535194,118.0,0.000777610101023414,0.00038585703103010544,50-64,C01
15.0,0.002181500872600349,184.0,0.0012125445643076964,0.0009689563082926527,50-64,C02
3.0,0.0004363001745200698,44.0,0.00028995630885618825,0.00014634386566388157,50-64,C03
5.0,0.0007271669575334497,148.0,0.0009753075843344514,-0.0002481406268010017,50-64,C04
0.0,0.0,59.0,0.000388805050511707,-0.000388805050511707,50-64,C05
3.0,0.0004363001745200698,76.0,0.0005008336243879616,-6.453344986789177e-05,50-64,C06
4.0,0.0005817335660267597,48.0,0.0003163159732976599,0.0002654175927290998,50-64,C07
2.0,0.00029086678301337986,35.0,0.00023064706386287704,6.021971915050282e-05,50-64,C08
15.0,0.002181500872600349,187.0,0.0012323143126388,0.000949186559961549,50-64,C09
8.0,0.0011634671320535194,117.0,0.000771020184913046,0.00039244694714047343,50-64,C10
6.0,0.0008726003490401396,65.0,0.00042834454717391446,0.0004442558018662252,50-64,C11
2.0,0.00029086678301337986,11.0,7.248907721404706e-05,0.00021837770579933278,50-64,C12
8.0,0.0011634671320535194,90.0,0.0005930924499331124,0.000570374682120407,50-64,C13
4.0,0.0005817335660267597,50.0,0.00032949580551839576,0.00025223776050836396,50-64,C14
59.0,0.008580570098894706,603.0,0.003973719414551853,0.004606850684342853,50-64,C15
102.0,0.014834205933682374,2571.0,0.01694267431975591,-0.0021084683860735365,50-64,C16
20.0,0.0029086678301337987,199.0,0.0013113933059632152,0.0015972745241705835,50-64,C17
182.0,0.02646887725421757,4485.0,0.029555773755000098,-0.0030868965007825287,50-64,C18
37.0,0.005381035485747527,1163.0,0.007664072436357885,-0.0022830369506103574,50-64,C19
84.0,0.012216404886561954,1958.0,0.012903055744100377,-0.0006866508575384227,50-64,C20
11.0,0.0015997673065735892,208.0,0.0013707025509565264,0.0002290647556170628,50-64,C21
67.0,0.009744037230948226,1637.0,0.010787692672672277,-0.0010436554417240507,50-64,C22
43.0,0.006253635834787667,1577.0,0.010392297706050203,-0.004138661871262535,50-64,C23
46.0,0.006689936009307737,811.0,0.005344421965508379,0.0013455140437993581,50-64,C24
279.0,0.04057591623036649,4710.0,0.031038504879832878,0.009537411350533615,50-64,C25
8.0,0.0011634671320535194,350.0,0.0023064706386287702,-0.0011430035065752508,50-64,C26
1.0,0.00014543339150668993,27.0,0.00017792773497993372,-3.249434347324379e-05,50-64,C30
3.0,0.0004363001745200698,58.0,0.00038221513440133906,5.408504011873076e-05,50-64,C31
6.0,0.0008726003490401396,214.0,0.0014102420476187337,-0.0005376416985785941,50-64,C32
1.0,0.00014543339150668993,27.0,0.00017792773497993372,-3.249434347324379e-05,50-64,C33
443.0,0.06442699243746364,10940.0,0.07209368224742499,-0.007666689809961352,50-64,C34
2.0,0.00029086678301337986,39.0,0.0002570067283043487,3.3860054709031174e-05,50-64,C37
8.0,0.0011634671320535194,172.0,0.0011334655709832814,3.0001561070238e-05,50-64,C38
1.0,0.00014543339150668993,59.0,0.000388805050511707,-0.00024337165900501707,50-64,C39
3.0,0.0004363001745200698,55.0,0.00036244538607023533,7.385478844983449e-05,50-64,C40
0.0,0.0,118.0,0.000777610101023414,-0.000777610101023414,50-64,C41
44.0,0.006399069226294357,964.0,0.00635267913039467,4.639009589968695e-05,50-64,C43
4.0,0.0005817335660267597,111.0,0.0007314806882508385,-0.00014974712222407883,50-64,C44
4.0,0.0005817335660267597,121.0,0.0007973798493545177,-0.00021564628332775796,50-64,C45
0.0,0.0,14.0,9.22588255451508e-05,-9.22588255451508e-05,50-64,C46
1.0,0.00014543339150668993,20.0,0.0001317983222073583,1.3635069299331641e-05,50-64,C47
12.0,0.0017452006980802793,269.0,0.001772687433688969,-2.7486735608689807e-05,50-64,C48
12.0,0.0017452006980802793,307.0,0.00202310424588295,-0.00027790354780267055,50-64,C49
474.0,0.06893542757417102,12444.0,0.08200491607741833,-0.013069488503247309,50-64,C50
13.0,0.0018906340895869691,279.0,0.0018385865947926482,5.204749479432091e-05,50-64,C51
10.0,0.0014543339150668994,110.0,0.0007248907721404707,0.0007294431429264287,50-64,C52
110.0,0.015997673065735893,3091.0,0.020369430697147226,-0.004371757631411333,50-64,C53
97.0,0.014107038976148924,1809.0,0.011921158243655559,0.0021858807324933657,50-64,C54
23.0,0.0033449680046538687,765.0,0.005041285824431455,-0.0016963178197775862,50-64,C55
248.0,0.03606748109365911,5822.0,0.038366491594562,-0.0022990105009028927,50-64,C56
30.0,0.004363001745200698,602.0,0.003967129498441485,0.0003958722467592131,50-64,C57
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,C58
57.0,0.008289703315881327,2011.0,0.013252321297949878,-0.0049626179820685505,50-64,C64
6.0,0.0008726003490401396,159.0,0.0010477966615484984,-0.00017519631250835878,50-64,C65
2.0,0.00029086678301337986,43.0,0.00028336639274582036,7.5003902675595e-06,50-64,C66
27.0,0.003926701570680628,752.0,0.004955616914996672,-0.0010289153443160436,50-64,C67
1.0,0.00014543339150668993,40.0,0.0002635966444147166,-0.00011816325290802665,50-64,C68
4.0,0.0005817335660267597,82.0,0.000540373121050169,4.1360444976590673e-05,50-64,C69
2.0,0.00029086678301337986,62.0,0.00040857479884281073,-0.00011770801582943087,50-64,C70
146.0,0.02123327515997673,2478.0,0.016329812121491694,0.004903463038485035,50-64,C71
6.0,0.0008726003490401396,71.0,0.00046788404383612197,0.00040471630520401766,50-64,C72
7.0,0.0010180337405468296,212.0,0.001397062215397998,-0.00037902847485116837,50-64,C73
7.0,0.0010180337405468296,96.0,0.0006326319465953199,0.00038540179395150974,50-64,C74
0.0,0.0,28.0,0.0001845176510903016,-0.0001845176510903016,50-64,C75
9.0,0.0013089005235602095,300.0,0.0019769748331103744,-0.0006680743095501649,50-64,C76
0.0,0.0,16.0,0.00010543865776588664,-0.00010543865776588664,50-64,C77
0.0,0.0,63.0,0.0004151647149531786,-0.0004151647149531786,50-64,C78
0.0,0.0,37.0,0.00024382689608361285,-0.00024382689608361285,50-64,C79
106.0,0.015415939499709133,2212.0,0.014576894436133829,0.0008390450635753048,50-64,C80
6.0,0.0008726003490401396,179.0,0.001179594983755857,-0.00030699463471571726,50-64,C81
3.0,0.0004363001745200698,172.0,0.0011334655709832814,-0.0006971653964632117,50-64,C82
26.0,0.0037812681791739382,436.0,0.002873203424120411,0.0009080647550535272,50-64,C83
5.0,0.0007271669575334497,85.0,0.0005601428693812728,0.00016702408815217685,50-64,C84
9.0,0.0013089005235602095,344.0,0.002266931141966563,-0.0009580306184063534,50-64,C85
0.0,0.0,4.0,2.635966444147166e-05,-2.635966444147166e-05,50-64,C86
0.0,0.0,22.0,0.00014497815442809413,-0.00014497815442809413,50-64,C88
26.0,0.0037812681791739382,806.0,0.005311472384956539,-0.0015302042057826009,50-64,C90
11.0,0.0015997673065735892,457.0,0.003011591662438137,-0.0014118243558645478,50-64,C91
39.0,0.005671902268760907,1025.0,0.006754664013127113,-0.0010827617443662056,50-64,C92
4.0,0.0005817335660267597,33.0,0.0002174672316421412,0.00036426633438461854,50-64,C93
4.0,0.0005817335660267597,41.0,0.0002701865605250845,0.0003115470055016752,50-64,C94
5.0,0.0007271669575334497,94.0,0.000619452114374584,0.00010771484315886572,50-64,C95
1.0,0.00014543339150668993,87.0,0.0005733227016020086,-0.00042788931009531865,50-64,C96
2.0,0.00029086678301337986,267.0,0.0017595076014682333,-0.0014686408184548534,50-64,C97
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D02
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,D03
0.0,0.0,3.0,1.9769748331103745e-05,-1.9769748331103745e-05,50-64,D05
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D06
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D09
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D11
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,D12
0.0,0.0,6.0,3.953949666220749e-05,-3.953949666220749e-05,50-64,D13
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,D14
0.0,0.0,4.0,2.635966444147166e-05,-2.635966444147166e-05,50-64,D15
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D16
0.0,0.0,3.0,1.9769748331103745e-05,-1.9769748331103745e-05,50-64,D18
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,D25
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,D26
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D27
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D28
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D30
3.0,0.0004363001745200698,59.0,0.000388805050511707,4.7495124008362815e-05,50-64,D32
1.0,0.00014543339150668993,61.0,0.00040198488273244284,-0.00025655149122575294,50-64,D33
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D34
3.0,0.0004363001745200698,15.0,9.884874165551872e-05,0.00033745143286455107,50-64,D35
3.0,0.0004363001745200698,23.0,0.00015156807053846204,0.00028473210398160777,50-64,D37
0.0,0.0,21.0,0.0001383882383177262,-0.0001383882383177262,50-64,D38
0.0,0.0,15.0,9.884874165551872e-05,-9.884874165551872e-05,50-64,D39
2.0,0.00029086678301337986,5.0,3.294958055183957e-05,0.0002579172024615403,50-64,D41
0.0,0.0,8.0,5.271932888294332e-05,-5.271932888294332e-05,50-64,D42
1.0,0.00014543339150668993,35.0,0.00023064706386287704,-8.521367235618711e-05,50-64,D43
0.0,0.0,4.0,2.635966444147166e-05,-2.635966444147166e-05,50-64,D44
1.0,0.00014543339150668993,11.0,7.248907721404706e-05,7.294431429264287e-05,50-64,D45
9.0,0.0013089005235602095,133.0,0.0008764588426789327,0.0004324416808812768,50-64,D46
2.0,0.00029086678301337986,48.0,0.0003163159732976599,-2.5449190284280066e-05,50-64,D47
4.0,0.0005817335660267597,16.0,0.00010543865776588664,0.0004762949082608731,50-64,D48
1.0,0.00014543339150668993,7.0,4.61294127725754e-05,9.930397873411453e-05,50-64,D50
0.0,0.0,8.0,5.271932888294332e-05,-5.271932888294332e-05,50-64,D51
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D52
0.0,0.0,4.0,2.635966444147166e-05,-2.635966444147166e-05,50-64,D53
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D55
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D56
0.0,0.0,15.0,9.884874165551872e-05,-9.884874165551872e-05,50-64,D59
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,D60
0.0,0.0,30.0,0.00019769748331103745,-0.00019769748331103745,50-64,D61
2.0,0.00029086678301337986,6.0,3.953949666220749e-05,0.00025132728635117235,50-64,D62
2.0,0.00029086678301337986,25.0,0.00016474790275919788,0.00012611888025418198,50-64,D64
0.0,0.0,28.0,0.0001845176510903016,-0.0001845176510903016,50-64,D65
3.0,0.0004363001745200698,42.0,0.0002767764766354524,0.0001595236978846174,50-64,D68
1.0,0.00014543339150668993,49.0,0.0003229058894080278,-0.0001774724979013379,50-64,D69
1.0,0.00014543339150668993,12.0,7.907899332441498e-05,6.635439818227495e-05,50-64,D70
0.0,0.0,6.0,3.953949666220749e-05,-3.953949666220749e-05,50-64,D72
0.0,0.0,6.0,3.953949666220749e-05,-3.953949666220749e-05,50-64,D73
0.0,0.0,15.0,9.884874165551872e-05,-9.884874165551872e-05,50-64,D75
1.0,0.00014543339150668993,4.0,2.635966444147166e-05,0.00011907372706521827,50-64,D76
1.0,0.00014543339150668993,1.0,6.589916110367915e-06,0.000138843475396322,50-64,D80
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,D81
1.0,0.00014543339150668993,5.0,3.294958055183957e-05,0.00011248381095485036,50-64,D82
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,D83
0.0,0.0,11.0,7.248907721404706e-05,-7.248907721404706e-05,50-64,D84
3.0,0.0004363001745200698,28.0,0.0001845176510903016,0.0002517825234297682,50-64,D86
0.0,0.0,6.0,3.953949666220749e-05,-3.953949666220749e-05,50-64,D89
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,E01
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,E02
1.0,0.00014543339150668993,17.0,0.00011202857387625456,3.340481763043537e-05,50-64,E03
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,E04
1.0,0.00014543339150668993,18.0,0.00011861848998662247,2.6814901520067465e-05,50-64,E05
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,E06
1.0,0.00014543339150668993,3.0,1.9769748331103745e-05,0.00012566364317558617,50-64,E07
29.0,0.004217568353694008,1287.0,0.008481222034043506,-0.004263653680349498,50-64,E10
132.0,0.019197207678883072,1186.0,0.007815640506896347,0.011381567171986726,50-64,E11
0.0,0.0,6.0,3.953949666220749e-05,-3.953949666220749e-05,50-64,E12
1.0,0.00014543339150668993,30.0,0.00019769748331103745,-5.226409180434752e-05,50-64,E13
3.0,0.0004363001745200698,83.0,0.0005469630371605369,-0.00011066286264046712,50-64,E14
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,E15
0.0,0.0,5.0,3.294958055183957e-05,-3.294958055183957e-05,50-64,E16
0.0,0.0,4.0,2.635966444147166e-05,-2.635966444147166e-05,50-64,E21
0.0,0.0,7.0,4.61294127725754e-05,-4.61294127725754e-05,50-64,E23
1.0,0.00014543339150668993,8.0,5.271932888294332e-05,9.271406262374661e-05,50-64,E24
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,E25
2.0,0.00029086678301337986,2.0,1.317983222073583e-05,0.000277686950792644,50-64,E26
0.0,0.0,9.0,5.930924499331123e-05,-5.930924499331123e-05,50-64,E27
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,E31
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,E40
2.0,0.00029086678301337986,27.0,0.00017792773497993372,0.00011293904803344614,50-64,E41
1.0,0.00014543339150668993,1.0,6.589916110367915e-06,0.000138843475396322,50-64,E42
3.0,0.0004363001745200698,40.0,0.0002635966444147166,0.00017270353010535324,50-64,E43
0.0,0.0,3.0,1.9769748331103745e-05,-1.9769748331103745e-05,50-64,E46
0.0,0.0,3.0,1.9769748331103745e-05,-1.9769748331103745e-05,50-64,E51
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,E63
1.0,0.00014543339150668993,14.0,9.22588255451508e-05,5.3174565961539125e-05,50-64,E64
16.0,0.002326934264107039,202.0,0.0013311630542943188,0.00099577120981272,50-64,E66
1.0,0.00014543339150668993,1.0,6.589916110367915e-06,0.000138843475396322,50-64,E68
1.0,0.00014543339150668993,1.0,6.589916110367915e-06,0.000138843475396322,50-64,E71
0.0,0.0,11.0,7.248907721404706e-05,-7.248907721404706e-05,50-64,E78
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,E80
0.0,0.0,3.0,1.9769748331103745e-05,-1.9769748331103745e-05,50-64,E83
1.0,0.00014543339150668993,2.0,1.317983222073583e-05,0.0001322535592859541,50-64,E84
6.0,0.0008726003490401396,30.0,0.00019769748331103745,0.0006749028657291021,50-64,E85
1.0,0.00014543339150668993,14.0,9.22588255451508e-05,5.3174565961539125e-05,50-64,E86
8.0,0.0011634671320535194,21.0,0.0001383882383177262,0.0010250788937357933,50-64,E87
1.0,0.00014543339150668993,18.0,0.00011861848998662247,2.6814901520067465e-05,50-64,E88
3.0,0.0004363001745200698,38.0,0.0002504168121939808,0.00018588336232608902,50-64,F01
4.0,0.0005817335660267597,20.0,0.0001317983222073583,0.00044993524381940146,50-64,F03
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,F05
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,F06
0.0,0.0,5.0,3.294958055183957e-05,-3.294958055183957e-05,50-64,F07
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,F09
25.0,0.0036358347876672484,351.0,0.0023130605547391383,0.00132277423292811,50-64,F10
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,F11
1.0,0.00014543339150668993,0.0,0.0,0.00014543339150668993,50-64,F13
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,F17
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,F19
2.0,0.00029086678301337986,17.0,0.00011202857387625456,0.0001788382091371253,50-64,F20
0.0,0.0,3.0,1.9769748331103745e-05,-1.9769748331103745e-05,50-64,F31
0.0,0.0,5.0,3.294958055183957e-05,-3.294958055183957e-05,50-64,F32
1.0,0.00014543339150668993,3.0,1.9769748331103745e-05,0.00012566364317558617,50-64,F33
2.0,0.00029086678301337986,9.0,5.930924499331123e-05,0.00023155753802006862,50-64,F50
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,F70
0.0,0.0,6.0,3.953949666220749e-05,-3.953949666220749e-05,50-64,F71
2.0,0.00029086678301337986,7.0,4.61294127725754e-05,0.00024473737024080446,50-64,F72
1.0,0.00014543339150668993,2.0,1.317983222073583e-05,0.0001322535592859541,50-64,F73
1.0,0.00014543339150668993,86.0,0.0005667327854916407,-0.00042129939398495076,50-64,G00
0.0,0.0,24.0,0.00015815798664882996,-0.00015815798664882996,50-64,G03
3.0,0.0004363001745200698,43.0,0.00028336639274582036,0.00015293378177424946,50-64,G04
3.0,0.0004363001745200698,25.0,0.00016474790275919788,0.00027155227176087194,50-64,G06
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,G08
0.0,0.0,5.0,3.294958055183957e-05,-3.294958055183957e-05,50-64,G09
15.0,0.002181500872600349,99.0,0.0006524016949264236,0.0015290991776739254,50-64,G10
1.0,0.00014543339150668993,12.0,7.907899332441498e-05,6.635439818227495e-05,50-64,G11
16.0,0.002326934264107039,293.0,0.0019308454203377991,0.00039608884376923976,50-64,G12
9.0,0.0013089005235602095,107.0,0.0007051210238093669,0.0006037794997508426,50-64,G20
2.0,0.00029086678301337986,15.0,9.884874165551872e-05,0.00019201804135786114,50-64,G21
2.0,0.00029086678301337986,14.0,9.22588255451508e-05,0.00019860795746822905,50-64,G23
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,G24
0.0,0.0,9.0,5.930924499331123e-05,-5.930924499331123e-05,50-64,G25
35.0,0.005090168702734148,403.0,0.0026557361924782696,0.002434432510255878,50-64,G30
19.0,0.002763234438627109,157.0,0.0010346168293277626,0.0017286176092993462,50-64,G31
42.0,0.006108202443280977,747.0,0.004922667334444832,0.0011855351088361447,50-64,G35
1.0,0.00014543339150668993,12.0,7.907899332441498e-05,6.635439818227495e-05,50-64,G36
3.0,0.0004363001745200698,70.0,0.0004612941277257541,-2.499395320568426e-05,50-64,G37
16.0,0.002326934264107039,264.0,0.0017397378531371296,0.0005871964109699093,50-64,G40
3.0,0.0004363001745200698,33.0,0.0002174672316421412,0.00021883294287792861,50-64,G41
1.0,0.00014543339150668993,0.0,0.0,0.00014543339150668993,50-64,G44
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,G45
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,G54
0.0,0.0,3.0,1.9769748331103745e-05,-1.9769748331103745e-05,50-64,G60
0.0,0.0,18.0,0.00011861848998662247,-0.00011861848998662247,50-64,G61
1.0,0.00014543339150668993,14.0,9.22588255451508e-05,5.3174565961539125e-05,50-64,G62
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,G64
2.0,0.00029086678301337986,26.0,0.0001713378188695658,0.00011952896414381406,50-64,G70
0.0,0.0,44.0,0.00028995630885618825,-0.00028995630885618825,50-64,G71
0.0,0.0,16.0,0.00010543865776588664,-0.00010543865776588664,50-64,G72
5.0,0.0007271669575334497,27.0,0.00017792773497993372,0.000549239222553516,50-64,G80
0.0,0.0,2.0,1.317983222073583e-05,-1.317983222073583e-05,50-64,G81
1.0,0.00014543339150668993,25.0,0.00016474790275919788,-1.931451125250795e-05,50-64,G82
0.0,0.0,3.0,1.9769748331103745e-05,-1.9769748331103745e-05,50-64,G83
0.0,0.0,7.0,4.61294127725754e-05,-4.61294127725754e-05,50-64,G90
2.0,0.00029086678301337986,45.0,0.0002965462249665562,-5.679441953176337e-06,50-64,G91
5.0,0.0007271669575334497,31.0,0.00020428739942140536,0.0005228795581120443,50-64,G92
25.0,0.0036358347876672484,527.0,0.003472885790163891,0.00016294899750335726,50-64,G93
0.0,0.0,15.0,9.884874165551872e-05,-9.884874165551872e-05,50-64,G95
0.0,0.0,16.0,0.00010543865776588664,-0.00010543865776588664,50-64,G96
0.0,0.0,9.0,5.930924499331123e-05,-5.930924499331123e-05,50-64,G98
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,H66
0.0,0.0,4.0,2.635966444147166e-05,-2.635966444147166e-05,50-64,I01
0.0,0.0,1.0,6.589916110367915e-06,-6.589916110367915e-06,50-64,I02
4.0,0.0005817335660267597,233.0,0.0015354504537157241,-0.0009537168876889644,50-64,I05
0.0,0.0,82.0,0.000540373121050169,-0.000540373121050169,50-64,I06
1.0,0.00014543339150668993,10.0,6.589916110367914e-05,7.953423040301079e-05,50-64,I07
6.0,0.0008726003490401396,165.0,0.001087336158210706,-0.00021473580917056635,50-64,I08
0.0,0.0,19.0,0.0001252084060969904,-0.0001252084060969904,50-64,I09
40.0,0.005817335660267597,506.0,0.003334497551846165,0.0024828381084214322,50-64,I10
49.0,0.0071262361838278065,1089.0,0.0071764186441906595,-5.018246036285305e-05,50-64,I11
2.0,0.00029086678301337986,75.0,0.0004942437082775936,-0.00020337692526421373,50-64,I12
10.0,0.0014543339150668994,116.0,0.0007644302688026781,0.0006899036462642212,50-64,I13
1.0,0.00014543339150668993,7.0,4.61294127725754e-05,9.930397873411453e-05,50-64,I15
0.0,0.0,42.0,0.0002767764766354524,-0.0002767764766354524,50-64,I20
158.0,0.02297847585805701,8050.0,0.05304882468846171,-0.030070348830404704,50-64,I21
0.0,0.0,67.0,0.0004415243793946503,-0.0004415243793946503,50-64,I22
0.0,0.0,14.0,9.22588255451508e-05,-9.22588255451508e-05,50-64,I23
14.0,0.002036067481093659,398.0,0.0026227866119264303,-0.0005867191308327711,50-64,I24
275.0,0.03999418266433973,7983.0,0.052607300309067066,-0.012613117644727334,50-64,I25
84.0,0.012216404886561954,2136.0,0.014076060811745866,-0.0018596559251839121,50-64,I26
16.0,0.002326934264107039,461.0,0.003037951326879609,-0.0007110170627725701,50-64,I27
0.0,0.0,11.0,7.248907721404706e-05,-7.248907721404706e-05,50-64,I28
0.0,0.0,33.0,0.0002174672316421412,-0.0002174672316421412,50-64,I30
1.0,0.00014543339150668993,73.0,0.0004810638760568578,-0.00033563048455016785,50-64,I31
9.0,0.0013089005235602095,134.0,0.0008830487587893006,0.0004258517647709089,50-64,I33
4.0,0.0005817335660267597,117.0,0.000771020184913046,-0.00018928661888628628,50-64,I34
15.0,0.002181500872600349,178.0,0.0011730050676454888,0.0010084958049548602,50-64,I35
1.0,0.00014543339150668993,20.0,0.0001317983222073583,1.3635069299331641e-05,50-64,I36
0.0,0.0,4.0,2.635966444147166e-05,-2.635966444147166e-05,50-64,I37
2.0,0.00029086678301337986,47.0,0.000309726057187292,-1.885927417391212e-05,50-64,I38
1.0,0.00014543339150668993,31.0,0.00020428739942140536,-5.8854007914715435e-05,50-64,I40
28.0,0.004072134962187318,464.0,0.0030577210752107124,0.001014413886976606,50-64,I42
0.0,0.0,11.0,7.248907721404706e-05,-7.248907721404706e-05,50-64,I44
1.0,0.00014543339150668993,16.0,0.00010543865776588664,3.999473374080329e-05,50-64,I45
16.0,0.002326934264107039,793.0,0.005225803475521757,-0.002898869211414718,50-64,I46
1.0,0.00014543339150668993,13.0,8.56689094347829e-05,5.976448207190703e-05,50-64,I47
13.0,0.0018906340895869691,109.0,0.0007183008560301028,0.0011723332335568664,50-64,I48
8.0,0.0011634671320535194,138.0,0.0009094084232307723,0.0002540587088227472,50-64,I49
205.0,0.029813845258871437,2601.0,0.017140371803066948,0.012673473455804489,50-64,I50
20.0,0.0029086678301337987,442.0,0.0029127429207826184,-4.075090648819699e-06,50-64,I51
68.0,0.009889470622454915,1146.0,0.007552043862481631,0.002337426759973284,50-64,I60
82.0,0.011925538103548575,2060.0,0.013575227187357906,-0.0016496890838093303,50-64,I61
5.0,0.0007271669575334497,102.0,0.0006721714432575273,5.499551427592237e-05,50-64,I62
58.0,0.008435136707388016,1640.0,0.01080746242100338,-0.0023723257136153645,50-64,I63
43.0,0.006253635834787667,2426.0,0.01598713648375256,-0.009733500648964895,50-64,I64
0.0,0.0,12.0,7.907899332441498e-05,-7.907899332441498e-05,50-64,I65
0.0,0.0,10.0,6.589916110367914e-05,-6.589916110367914e-05,50-64,I66
12.0,0.0017452006980802793,783.0,0.005159904314418077,-0.0034147036163377983,50-64,I67
