vaccinated_count,vaccinated_pct,unvaccinated_count,unvaccinated_pct,difference,age_group,icd
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,E26
0.0,0.0,4.0,7.855459544383346e-05,-7.855459544383346e-05,<50,E27
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,E32
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,E34
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,E40
3.0,0.001344688480502017,16.0,0.00031421838177533385,0.0010304700987266832,<50,E41
1.0,0.00044822949350067237,17.0,0.00033385703063629223,0.00011437246286438013,<50,E43
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,E46
0.0,0.0,6.0,0.0001178318931657502,-0.0001178318931657502,<50,E64
6.0,0.002689376961004034,65.0,0.0012765121759622938,0.0014128647850417402,<50,E66
1.0,0.00044822949350067237,2.0,3.927729772191673e-05,0.00040895219577875564,<50,E70
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,E71
0.0,0.0,3.0,5.89159465828751e-05,-5.89159465828751e-05,<50,E72
0.0,0.0,6.0,0.0001178318931657502,-0.0001178318931657502,<50,E75
0.0,0.0,4.0,7.855459544383346e-05,-7.855459544383346e-05,<50,E76
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,E77
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,E78
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,E80
0.0,0.0,6.0,0.0001178318931657502,-0.0001178318931657502,<50,E83
1.0,0.00044822949350067237,66.0,0.001296150824823252,-0.0008479213313225797,<50,E84
0.0,0.0,8.0,0.00015710919088766692,-0.00015710919088766692,<50,E85
0.0,0.0,3.0,5.89159465828751e-05,-5.89159465828751e-05,<50,E86
1.0,0.00044822949350067237,10.0,0.00019638648860958367,0.0002518430048910887,<50,E87
1.0,0.00044822949350067237,10.0,0.00019638648860958367,0.0002518430048910887,<50,E88
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,F01
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,F03
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,F06
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,F07
9.0,0.004034065441506051,220.0,0.00432050274941084,-0.00028643730790478897,<50,F10
3.0,0.001344688480502017,5.0,9.819324430479184e-05,0.0012464952361972252,<50,F11
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,F13
2.0,0.0008964589870013447,7.0,0.00013747054202670856,0.0007589884449746362,<50,F15
1.0,0.00044822949350067237,0.0,0.0,0.00044822949350067237,<50,F17
0.0,0.0,6.0,0.0001178318931657502,-0.0001178318931657502,<50,F19
0.0,0.0,13.0,0.00025530243519245873,-0.00025530243519245873,<50,F20
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,F31
0.0,0.0,5.0,9.819324430479184e-05,-9.819324430479184e-05,<50,F32
5.0,0.0022411474675033617,47.0,0.0009230164964650433,0.0013181309710383186,<50,F50
1.0,0.00044822949350067237,0.0,0.0,0.00044822949350067237,<50,F60
1.0,0.00044822949350067237,0.0,0.0,0.00044822949350067237,<50,F70
1.0,0.00044822949350067237,0.0,0.0,0.00044822949350067237,<50,F71
0.0,0.0,15.0,0.0002945797329143755,-0.0002945797329143755,<50,F72
0.0,0.0,8.0,0.00015710919088766692,-0.00015710919088766692,<50,F73
1.0,0.00044822949350067237,2.0,3.927729772191673e-05,0.00040895219577875564,<50,F79
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,F90
0.0,0.0,35.0,0.0006873527101335428,-0.0006873527101335428,<50,G00
0.0,0.0,17.0,0.00033385703063629223,-0.00033385703063629223,<50,G03
1.0,0.00044822949350067237,29.0,0.0005695208169677926,-0.00012129132346712021,<50,G04
1.0,0.00044822949350067237,15.0,0.0002945797329143755,0.00015364976058629686,<50,G06
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,G08
0.0,0.0,4.0,7.855459544383346e-05,-7.855459544383346e-05,<50,G09
3.0,0.001344688480502017,74.0,0.0014532600157109192,-0.00010857153520890217,<50,G10
0.0,0.0,5.0,9.819324430479184e-05,-9.819324430479184e-05,<50,G11
3.0,0.001344688480502017,66.0,0.001296150824823252,4.8537655678764944e-05,<50,G12
2.0,0.0008964589870013447,4.0,7.855459544383346e-05,0.0008179043915575113,<50,G20
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,G21
0.0,0.0,3.0,5.89159465828751e-05,-5.89159465828751e-05,<50,G23
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,G25
0.0,0.0,11.0,0.00021602513747054204,-0.00021602513747054204,<50,G30
1.0,0.00044822949350067237,64.0,0.0012568735271013354,-0.000808644033600663,<50,G31
11.0,0.004930524428507396,338.0,0.006637863315003927,-0.0017073388864965316,<50,G35
0.0,0.0,7.0,0.00013747054202670856,-0.00013747054202670856,<50,G36
0.0,0.0,27.0,0.0005302435192458759,-0.0005302435192458759,<50,G37
12.0,0.005378753922008068,462.0,0.009073055773762766,-0.0036943018517546977,<50,G40
4.0,0.0017929179740026895,37.0,0.0007266300078554596,0.00106628796614723,<50,G41
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,G45
0.0,0.0,5.0,9.819324430479184e-05,-9.819324430479184e-05,<50,G60
0.0,0.0,3.0,5.89159465828751e-05,-5.89159465828751e-05,<50,G61
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,G62
1.0,0.00044822949350067237,0.0,0.0,0.00044822949350067237,<50,G64
0.0,0.0,8.0,0.00015710919088766692,-0.00015710919088766692,<50,G70
4.0,0.0017929179740026895,21.0,0.0004124116260801257,0.0013805063479225637,<50,G71
1.0,0.00044822949350067237,9.0,0.00017674783974862528,0.0002714816537520471,<50,G72
9.0,0.004034065441506051,165.0,0.0032403770620581304,0.0007936883794479209,<50,G80
2.0,0.0008964589870013447,14.0,0.0002749410840534171,0.0006215179029479276,<50,G82
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,G83
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,G90
4.0,0.0017929179740026895,36.0,0.0007069913589945011,0.0010859266150081883,<50,G91
3.0,0.001344688480502017,7.0,0.00013747054202670856,0.0012072179384753083,<50,G92
14.0,0.0062752129090094125,441.0,0.008660644147682639,-0.0023854312386732265,<50,G93
0.0,0.0,7.0,0.00013747054202670856,-0.00013747054202670856,<50,G95
1.0,0.00044822949350067237,9.0,0.00017674783974862528,0.0002714816537520471,<50,G96
0.0,0.0,6.0,0.0001178318931657502,-0.0001178318931657502,<50,G98
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,H66
0.0,0.0,38.0,0.0007462686567164179,-0.0007462686567164179,<50,I05
0.0,0.0,19.0,0.00037313432835820896,-0.00037313432835820896,<50,I06
0.0,0.0,4.0,7.855459544383346e-05,-7.855459544383346e-05,<50,I07
0.0,0.0,28.0,0.0005498821681068342,-0.0005498821681068342,<50,I08
0.0,0.0,5.0,9.819324430479184e-05,-9.819324430479184e-05,<50,I09
5.0,0.0022411474675033617,59.0,0.0011586802827965436,0.0010824671847068181,<50,I10
5.0,0.0022411474675033617,156.0,0.003063629222309505,-0.0008224817548061433,<50,I11
0.0,0.0,18.0,0.00035349567949725057,-0.00035349567949725057,<50,I12
1.0,0.00044822949350067237,14.0,0.0002749410840534171,0.00017328840944725525,<50,I13
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,I15
0.0,0.0,6.0,0.0001178318931657502,-0.0001178318931657502,<50,I20
26.0,0.01165396683101748,1080.0,0.021209740769835034,-0.009555773938817553,<50,I21
0.0,0.0,3.0,5.89159465828751e-05,-5.89159465828751e-05,<50,I22
0.0,0.0,1.0,1.9638648860958365e-05,-1.9638648860958365e-05,<50,I23
7.0,0.0031376064545047063,118.0,0.002317360565593087,0.000820245888911619,<50,I24
42.0,0.01882563872702824,759.0,0.0149057344854674,0.003919904241560839,<50,I25
38.0,0.01703272075302555,714.0,0.014021995286724273,0.003010725466301276,<50,I26
4.0,0.0017929179740026895,163.0,0.0032010997643362135,-0.001408181790333524,<50,I27
0.0,0.0,5.0,9.819324430479184e-05,-9.819324430479184e-05,<50,I28
1.0,0.00044822949350067237,12.0,0.0002356637863315004,0.00021256570716917197,<50,I30
0.0,0.0,17.0,0.00033385703063629223,-0.00033385703063629223,<50,I31
2.0,0.0008964589870013447,92.0,0.0018067556952081696,-0.0009102967082068249,<50,I33
1.0,0.00044822949350067237,27.0,0.0005302435192458759,-8.201402574520354e-05,<50,I34
0.0,0.0,38.0,0.0007462686567164179,-0.0007462686567164179,<50,I35
0.0,0.0,5.0,9.819324430479184e-05,-9.819324430479184e-05,<50,I36
0.0,0.0,5.0,9.819324430479184e-05,-9.819324430479184e-05,<50,I37
1.0,0.00044822949350067237,8.0,0.00015710919088766692,0.00029112030261300547,<50,I38
1.0,0.00044822949350067237,55.0,0.00108012568735271,-0.0006318961938520377,<50,I40
14.0,0.0062752129090094125,247.0,0.004850746268656716,0.0014244666403526963,<50,I42
0.0,0.0,4.0,7.855459544383346e-05,-7.855459544383346e-05,<50,I44
1.0,0.00044822949350067237,9.0,0.00017674783974862528,0.0002714816537520471,<50,I45
4.0,0.0017929179740026895,266.0,0.0052238805970149255,-0.003430962623012236,<50,I46
0.0,0.0,3.0,5.89159465828751e-05,-5.89159465828751e-05,<50,I47
0.0,0.0,8.0,0.00015710919088766692,-0.00015710919088766692,<50,I48
6.0,0.002689376961004034,58.0,0.0011390416339355852,0.0015503353270684488,<50,I49
57.0,0.025549081129538322,736.0,0.014454045561665357,0.011095035567872965,<50,I50
16.0,0.007171671896010758,155.0,0.003043990573448547,0.004127681322562211,<50,I51
24.0,0.010757507844016136,692.0,0.01358994501178319,-0.002832437167767054,<50,I60
25.0,0.011205737337516808,532.0,0.010447761194029851,0.0007579761434869572,<50,I61
3.0,0.001344688480502017,36.0,0.0007069913589945011,0.0006376971215075159,<50,I62
15.0,0.006723442402510085,223.0,0.004379418695993715,0.0023440237065163695,<50,I63
1.0,0.00044822949350067237,161.0,0.003161822466614297,-0.0027135929731136248,<50,I64
0.0,0.0,2.0,3.927729772191673e-05,-3.927729772191673e-05,<50,I65
0.0,0.0,4.0,7.855459544383346e-05,-7.855459544383346e-05,<50,I66
2.0,0.0008964589870013447,148.0,0.0029065200314218383,-0.002010061044420494,<50,I67
3.0,0.001344688480502017,38.0,0.0007462686567164179,0.0005984198237855991,<50,I69
4.0,0.0017929179740026895,226.0,0.00443833464257659,-0.002645416668573901,<50,I70
11.0,0.004930524428507396,163.0,0.0032010997643362135,0.0017294246641711823,<50,I71
2.0,0.0008964589870013447,27.0,0.0005302435192458759,0.00036621546775546883,<50,I72
0.0,0.0,3.0,5.89159465828751e-05,-5.89159465828751e-05,<50,I73
1.0,0.00044822949350067237,20.0,0.00039277297721916735,5.545651628150502e-05,<50,I74
