icd,vaccinated_count,vaccinated_pct,unvaccinated_count,unvaccinated_pct,difference,abs_difference
T28,2.0,1.752433692290168e-05,18.0,1.181469827229729e-05,5.709638650604392e-06,5.709638650604392e-06
A26,2.0,1.752433692290168e-05,18.0,1.181469827229729e-05,5.709638650604392e-06,5.709638650604392e-06
S28,1.0,8.76216846145084e-06,22.0,1.4440186777252243e-05,-5.678018315801403e-06,5.678018315801403e-06
M87,1.0,8.76216846145084e-06,5.0,3.2818606311936913e-06,5.4803078302571496e-06,5.4803078302571496e-06
D80,1.0,8.76216846145084e-06,5.0,3.2818606311936913e-06,5.4803078302571496e-06,5.4803078302571496e-06
E02,1.0,8.76216846145084e-06,5.0,3.2818606311936913e-06,5.4803078302571496e-06,5.4803078302571496e-06
L94,1.0,8.76216846145084e-06,5.0,3.2818606311936913e-06,5.4803078302571496e-06,5.4803078302571496e-06
E34,1.0,8.76216846145084e-06,5.0,3.2818606311936913e-06,5.4803078302571496e-06,5.4803078302571496e-06
T47,1.0,8.76216846145084e-06,5.0,3.2818606311936913e-06,5.4803078302571496e-06,5.4803078302571496e-06
T95,1.0,8.76216846145084e-06,5.0,3.2818606311936913e-06,5.4803078302571496e-06,5.4803078302571496e-06
T55,1.0,8.76216846145084e-06,5.0,3.2818606311936913e-06,5.4803078302571496e-06,5.4803078302571496e-06
T00,1.0,8.76216846145084e-06,5.0,3.2818606311936913e-06,5.4803078302571496e-06,5.4803078302571496e-06
K58,1.0,8.76216846145084e-06,5.0,3.2818606311936913e-06,5.4803078302571496e-06,5.4803078302571496e-06
S31,2.0,1.752433692290168e-05,35.0,2.297302441835584e-05,-5.4486874954541605e-06,5.4486874954541605e-06
T83,0.0,0.0,8.0,5.250977009909907e-06,-5.250977009909907e-06,5.250977009909907e-06
E75,0.0,0.0,8.0,5.250977009909907e-06,-5.250977009909907e-06,5.250977009909907e-06
T22,0.0,0.0,8.0,5.250977009909907e-06,-5.250977009909907e-06,5.250977009909907e-06
J60,0.0,0.0,8.0,5.250977009909907e-06,-5.250977009909907e-06,5.250977009909907e-06
S43,0.0,0.0,8.0,5.250977009909907e-06,-5.250977009909907e-06,5.250977009909907e-06
D05,0.0,0.0,8.0,5.250977009909907e-06,-5.250977009909907e-06,5.250977009909907e-06
I01,3.0,2.628650538435252e-05,48.0,3.150586205945944e-05,-5.2193566751069184e-06,5.2193566751069184e-06
A31,2.0,1.752433692290168e-05,19.0,1.2471070398536028e-05,5.053266524365653e-06,5.053266524365653e-06
S75,1.0,8.76216846145084e-06,21.0,1.3783814651013504e-05,-5.021646189562664e-06,5.021646189562664e-06
G09,1.0,8.76216846145084e-06,21.0,1.3783814651013504e-05,-5.021646189562664e-06,5.021646189562664e-06
B90,1.0,8.76216846145084e-06,21.0,1.3783814651013504e-05,-5.021646189562664e-06,5.021646189562664e-06
G98,4.0,3.504867384580336e-05,46.0,3.019311780698196e-05,4.8555560388214014e-06,4.8555560388214014e-06
G64,1.0,8.76216846145084e-06,6.0,3.93823275743243e-06,4.823935704018411e-06,4.823935704018411e-06
D82,1.0,8.76216846145084e-06,6.0,3.93823275743243e-06,4.823935704018411e-06,4.823935704018411e-06
Q43,1.0,8.76216846145084e-06,6.0,3.93823275743243e-06,4.823935704018411e-06,4.823935704018411e-06
L93,1.0,8.76216846145084e-06,6.0,3.93823275743243e-06,4.823935704018411e-06,4.823935704018411e-06
B25,1.0,8.76216846145084e-06,6.0,3.93823275743243e-06,4.823935704018411e-06,4.823935704018411e-06
S78,1.0,8.76216846145084e-06,6.0,3.93823275743243e-06,4.823935704018411e-06,4.823935704018411e-06
C32,49.0,0.00042934625461109115,647.0,0.00042467276567646365,4.6734889346275e-06,4.6734889346275e-06
J38,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
J02,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
Q27,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
N76,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
N35,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
I02,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
A05,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
H70,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
D25,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
M60,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
M45,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
D36,0.0,0.0,7.0,4.594604883671168e-06,-4.594604883671168e-06,4.594604883671168e-06
