cohort,t,deaths,at_risk,hazard,log_hazard,slope,hazard_adj,cum_hazard_adj
dose1,8,149,159459,0.0009344094720272922,-6.975595808926181,0.05012532550869602,0.000625725730542046,0.008337144028052577
dose1,9,154,159310,0.000966668759023288,-6.941654666153311,0.05012532550869602,0.000615680378147947,0.008952824406200524
dose1,10,132,159156,0.0008293749528764232,-7.094838209695983,0.05012532550869602,0.0005024112930878597,0.009455235699288383
dose1,11,182,159024,0.0011444813361505182,-6.7728037261309915,0.05012532550869602,0.0006593986288450628,0.010114634328133447
dose1,12,163,158842,0.0010261769557170018,-6.881915075645986,0.05012532550869602,0.0005623315239365656,0.010676965852070012
dose2,0,1514,1299139,0.0011653872295420275,-6.754701861319435,0.06370098267874431,0.0011653872295420275,0.0011653872295420275
dose2,1,1261,1297625,0.0009717753588286293,-6.936385892530627,0.06370098267874431,0.0009118027490588615,0.002077189978600889
dose2,2,1199,1296364,0.0009248945512217247,-6.985830825629408,0.06370098267874431,0.0008142584054004105,0.0028914483840012995
dose2,3,1020,1295165,0.0007875444441441824,-7.146590751848509,0.06370098267874431,0.0006505491537196031,0.0035419975377209024
dose2,4,909,1294145,0.0007023942448489157,-7.261015709229161,0.06370098267874431,0.0005444036187710209,0.0040864011564919235
dose2,5,884,1293236,0.000683556597558373,-7.288201099729739,0.06370098267874431,0.000497106627252223,0.0045835077837441465
dose2,6,841,1292352,0.0006507514980438766,-7.337382712065547,0.06370098267874431,0.0004440432421085363,0.005027551025852683
dose2,7,881,1291511,0.0006821467258118591,-7.290265782773611,0.06370098267874431,0.00043673993190404233,0.005464290957756725
dose2,8,863,1290630,0.0006686656903992624,-7.310226338132612,0.06370098267874431,0.00040168827737460173,0.005865979235131327
dose2,9,911,1289767,0.000706329127664144,-7.255429242609073,0.06370098267874431,0.00039812756589207313,0.0062641068010234
dose2,10,827,1288856,0.0006416543042822472,-7.351460866149733,0.06370098267874431,0.0003393526611515064,0.006603459462174907
dose2,11,1106,1288029,0.0008586763186232609,-7.060118518838635,0.06370098267874431,0.0004261030547872926,0.007029562516962199
dose2,12,1020,1286923,0.0007925882123483689,-7.1402067494502885,0.06370098267874431,0.00036903519406746976,0.007398597711029669
dose3,0,1781,1972149,0.0009030757817994482,-7.009704085810039,0.08244064093820903,0.0009030757817994482,0.0009030757817994482
dose3,1,2019,1970368,0.0010246816838275895,-6.883373266986464,0.08244064093820903,0.0009435946238600535,0.0018466704056595018
dose3,2,2276,1968349,0.0011562990099824777,-6.762530883024071,0.08244064093820903,0.0009805350509790379,0.0028272054566385397
dose3,3,2405,1966073,0.0012232506117524629,-6.706243527690966,0.08244064093820903,0.0009552232735599188,0.0037824287301984586
dose3,4,2249,1963668,0.001145305621927943,-6.772083758878035,0.08244064093820903,0.0008235829188611873,0.004606011649059646
dose3,5,2126,1961419,0.0010839091494474155,-6.82718118994984,0.08244064093820903,0.0007177534770206918,0.005323765126080337
dose3,6,2441,1959293,0.0012458575618858436,-6.687931181454979,0.08244064093820903,0.000759709049882049,0.006083474175962386
dose3,7,2472,1956852,0.0012632534294877691,-6.674064798982746,0.08244064093820903,0.0007093586645192006,0.0067928328404815875
dose3,8,2448,1954380,0.0012525711478832162,-6.682556921921401,0.08244064093820903,0.0006477005714972648,0.007440533411978852
dose3,9,2711,1951932,0.0013888803503400732,-6.579257359784146,0.08244064093820903,0.0006613527970297871,0.00810188620900864
dose3,10,2602,1949221,0.0013348922466975268,-6.61890470447173,0.08244064093820903,0.0005853438451852644,0.008687230054193903
dose3,11,3372,1946619,0.0017322341968305046,-6.35834326041339,0.08244064093820903,0.0006994681406865235,0.009386698194880427
dose3,12,3257,1943247,0.0016760607375181848,-6.3913090380095605,0.08244064093820903,0.0006232288761048099,0.010009927070985237
dose4,0,0,280,0.0,,0.002355277804089356,0.0,0.0
dose4,1,1,280,0.0035714285714285583,-5.634789603169254,0.002355277804089356,0.003563026763165609,0.003563026763165609
dose4,2,3,279,0.010752688172042972,-4.53259949315326,0.002355277804089356,0.010702156146867746,0.014265182910033355
dose4,3,0,276,0.0,,0.002355277804089356,0.0,0.014265182910033355
dose4,4,1,276,0.003623188405797088,-5.620400865717154,0.002355277804089356,0.003589214233384365,0.01785439714341772
dose4,5,0,275,0.0,,0.002355277804089356,0.0,0.01785439714341772
dose4,6,0,275,0.0,,0.002355277804089356,0.0,0.01785439714341772
dose4,7,1,275,0.003636363636363623,-5.616771097666575,0.002355277804089356,0.0035769026225442578,0.02143129976596198
dose4,8,0,274,0.0,,0.002355277804089356,0.0,0.02143129976596198
dose4,9,1,274,0.003649635036496337,-5.613128106388074,0.002355277804089356,0.0035730860864550684,0.025004385852417047
dose4,10,1,273,0.003663003663003649,-5.609471795184963,0.002355277804089356,0.00357773781616282,0.028582123668579866
dose4,11,0,272,0.0,,0.002355277804089356,0.0,0.028582123668579866
dose4,12,1,272,0.00367647058823528,-5.605802066296001,0.002355277804089356,0.003574015948295166,0.03215613961687503
dose5,0,0,25,0.0,,,0.0,0.0
dose5,1,0,25,0.0,,,0.0,0.0
dose5,2,0,25,0.0,,,0.0,0.0
dose5,3,1,25,0.039999999999998405,-3.2188758248682405,,0.039999999999998405,0.039999999999998405
dose5,4,0,24,0.0,,,0.0,0.039999999999998405
dose5,5,0,24,0.0,,,0.0,0.039999999999998405
dose5,6,0,24,0.0,,,0.0,0.039999999999998405
dose5,7,0,24,0.0,,,0.0,0.039999999999998405
dose5,8,0,24,0.0,,,0.0,0.039999999999998405
dose5,9,0,24,0.0,,,0.0,0.039999999999998405
dose5,10,0,24,0.0,,,0.0,0.039999999999998405
dose5,11,0,24,0.0,,,0.0,0.039999999999998405
dose5,12,0,24,0.0,,,0.0,0.039999999999998405
dose6,0,0,4,0.0,,,0.0,0.0
dose6,1,0,4,0.0,,,0.0,0.0
dose6,2,0,4,0.0,,,0.0,0.0
dose6,3,0,4,0.0,,,0.0,0.0
dose6,4,0,4,0.0,,,0.0,0.0
dose6,5,0,4,0.0,,,0.0,0.0
dose6,6,0,4,0.0,,,0.0,0.0
dose6,7,0,4,0.0,,,0.0,0.0
dose6,8,0,4,0.0,,,0.0,0.0
dose6,9,0,4,0.0,,,0.0,0.0
dose6,10,0,4,0.0,,,0.0,0.0
dose6,11,0,4,0.0,,,0.0,0.0
dose6,12,0,4,0.0,,,0.0,0.0
