cohort,intercept,slope
dose0_unvaccinated,-7.154484420319234,0.016528928069663905
dose1,-7.693876374520659,0.0171954883313019
dose2,-7.149176920645547,0.03493537556422675
dose3plus,-5.286858126570975,0.0023803412942497684
