country,wave,search_start,search_end,segment_start,segment_end,peak_week,n_weeks,slope_deaths_per_million_per_week,intercept,r2,delta_cum_over_segment,status
Guatemala,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2021-12-26,2021-11-21,6,2.8671428571428543,888.5034761904762,0.9723110600791081,14.456000000000017,ok
Guernsey,first_wave_2020,2020-02-15,2020-10-15,2020-04-05,2020-05-10,2020-04-19,6,37.64817142857142,99.34957142857147,0.8307685517934134,188.24099999999999,ok
Guernsey,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Guernsey,delta_2021,2021-05-01,2021-11-30,2021-08-08,2021-11-28,2021-09-19,17,6.228580882352939,273.1343529411766,0.8919262817975704,78.43399999999997,ok
Guernsey,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-09,2022-03-06,2022-01-16,9,13.595250000000005,440.6236666666667,0.8973465929982741,109.80800000000005,ok
Guinea,first_wave_2020,2020-02-15,2020-10-15,2020-04-19,2020-10-11,2020-05-24,26,0.1909446153846154,0.33315384615384636,0.9935091824234364,4.624,ok
Guinea,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-03-07,2021-05-30,2021-04-04,13,0.3908956043956044,7.111857142857143,0.9471953742247654,4.98,ok
Guinea,delta_2021,2021-05-01,2021-11-30,2021-07-18,2021-09-26,2021-08-15,11,1.4676454545454543,13.954590909090909,0.9582829497157389,13.375999999999998,ok
Guinea,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-09,2022-02-27,2022-01-23,8,0.42855952380952395,28.613666666666667,0.9433400072013887,2.846,ok
Guinea-Bissau,first_wave_2020,2020-02-15,2020-10-15,2020-05-03,2020-09-20,2020-07-05,21,0.934455844155844,1.0588701298701295,0.9710182615735856,17.573,ok
Guinea-Bissau,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-03-07,2021-04-18,2021-04-04,7,1.526571428571429,23.57742857142857,0.9171297077310654,8.074000000000002,ok
Guinea-Bissau,delta_2021,2021-05-01,2021-11-30,2021-08-15,2021-10-10,2021-08-29,9,2.7309,46.96617777777778,0.9087615091201035,24.221999999999994,ok
Guinea-Bissau,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-13,2022-02-13,17,0.7170686274509803,68.0466274509804,0.8858395853613074,10.924000000000007,ok
Guyana,first_wave_2020,2020-02-15,2020-10-15,2020-08-23,2020-10-11,2020-10-11,8,12.12727380952381,30.73166666666667,0.9828357398148181,85.195,ok
Guyana,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-05-30,35,8.224688515406163,98.90260952380947,0.8976102067125157,359.04,ok
Guyana,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-10-10,31,28.785506451612896,319.7078225806452,0.9798709162379666,838.5709999999999,ok
Guyana,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-06,2022-02-06,16,22.35853382352941,1166.6914338235295,0.9776341472873225,306.7049999999999,ok
Haiti,first_wave_2020,2020-02-15,2020-10-15,2020-05-17,2020-10-11,2020-06-21,22,0.9521535855448899,2.615023715415017,0.9600131324742109,18.255,ok
Haiti,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-05-02,2021-05-30,2021-05-30,5,1.2778999999999996,22.340600000000002,0.9182735518223304,4.954999999999998,ok
Haiti,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-08-15,2021-07-11,16,2.1525382352941174,20.518338235294117,0.9800128890590298,27.730999999999998,ok
Haiti,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-06,2021-11-21,16,0.5427955882352942,63.842595588235305,0.9765349491809681,8.867000000000004,ok
Honduras,first_wave_2020,2020-02-15,2020-10-15,2020-06-14,2020-10-11,2020-08-09,18,13.070373581011351,24.527046783625735,0.991292822712623,208.91,ok
Honduras,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-05-23,35,10.194088795518208,194.25326190476187,0.9446868009993711,372.52000000000004,ok
Honduras,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-07,2021-05-23,28,18.479097974822114,518.9269630541871,0.9925520472295721,480.51,ok
Honduras,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-03,2022-02-27,20,2.833099999999997,984.3642,0.8911312026082017,47.496999999999844,ok
Hungary,first_wave_2020,2020-02-15,2020-10-15,2020-04-12,2020-10-11,2020-10-11,27,2.0581385836385837,30.159457671957664,0.7981011207245841,88.287,ok
Hungary,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-08,2021-05-30,2021-04-18,30,101.20845962180202,147.55446881720422,0.9806706255632635,2815.999,ok
Hungary,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-05-30,2021-05-02,5,48.85239999999999,2892.845,0.9369611157696005,196.91699999999992,ok
Hungary,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-03,2021-12-19,20,66.63994962406015,3553.462128571429,0.9649563661142601,1314.4979999999996,ok
Iceland,first_wave_2020,2020-02-15,2020-10-15,2020-03-29,2020-05-03,2020-04-12,6,3.9810571428571424,9.764857142857142,0.844812030075188,21.032,ok
Iceland,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Iceland,delta_2021,2021-05-01,2021-11-30,2021-05-23,2021-09-12,2021-08-29,17,0.40594852941176474,77.01523529411766,0.43749999999999967,7.8870000000000005,ok
Iceland,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-02-06,2022-04-24,2022-03-20,12,16.325702797202798,115.27321794871794,0.9903543853198512,168.258,ok
India,first_wave_2020,2020-02-15,2020-10-15,2020-06-14,2020-10-11,2020-09-27,18,4.203917440660475,0.5473684210526244,0.980088928561823,69.55000000000001,ok
India,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-05-23,35,2.8610554621848743,66.52662857142859,0.691056165556472,157.279,ok
India,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-07-25,2021-05-23,13,12.045945054945056,170.41817582417585,0.9264234989760358,143.823,ok
India,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-02-13,23,2.0242915019762844,327.49379347826084,0.9591729903139673,39.65899999999999,ok
Indonesia,first_wave_2020,2020-02-15,2020-10-15,2020-04-26,2020-10-11,2020-10-04,25,1.6681561538461538,-2.4570338461538483,0.9562781648855495,39.812,ok
Indonesia,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-01-31,35,4.488752941176471,30.009342857142855,0.989519380834401,140.77700000000002,ok
Indonesia,delta_2021,2021-05-01,2021-11-30,2021-07-04,2021-09-19,2021-08-15,12,28.994555944055946,222.430858974359,0.9655699361461435,286.504,ok
Indonesia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-02-20,2022-04-24,2022-03-13,10,3.9066303030303087,530.4461636363637,0.8906933665729365,34.91300000000001,ok
Iran,first_wave_2020,2020-02-15,2020-10-15,2020-03-22,2020-10-11,2020-08-02,30,10.05262914349277,0.9334774193548583,0.9711307482853265,298.65599999999995,ok
Iran,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-01-17,2020-11-29,16,24.978208823529414,302.2424338235294,0.9687814828627676,334.781,ok
Iran,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-09-05,31,24.11602096774194,768.5506532258064,0.9665222573657419,641.8260000000001,ok
Iran,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-03-06,23,6.705216403162052,1430.7643152173912,0.9434023800783168,135.27099999999996,ok
Iraq,first_wave_2020,2020-02-15,2020-10-15,2020-06-21,2020-10-11,2020-07-12,17,12.35962745098039,30.782803921568643,0.9962907593657153,199.15800000000002,ok
Iraq,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2020-12-27,2020-10-11,13,6.631340659340659,219.0051098901099,0.9685454935535943,77.60299999999998,ok
Iraq,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-08-29,31,7.070068951612903,340.44851411290324,0.9812553973414082,187.745,ok
Iraq,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-27,2022-02-20,19,1.956582456140349,536.6168631578948,0.9743428372471603,34.19500000000005,ok
Ireland,first_wave_2020,2020-02-15,2020-10-15,2020-04-12,2020-05-24,2020-04-26,7,36.83246428571429,118.91217857142854,0.9292006848295481,223.48299999999998,ok
Ireland,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-01-17,2021-03-14,2021-02-07,9,49.91506666666667,580.8986222222222,0.9234383752200868,398.433,ok
Ireland,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-07,31,5.020111693548388,946.1652600806451,0.8408856070476461,163.79600000000005,ok
Ireland,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-04-17,23,13.469452569169961,1117.8159782608695,0.9948504855288628,306.84899999999993,ok
Isle of Man,first_wave_2020,2020-02-15,2020-10-15,2020-04-12,2020-05-24,2020-05-10,7,61.11975,100.16817857142851,0.8744930706377727,332.76300000000003,ok
Isle of Man,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-15,2021-04-11,2021-03-28,22,1.7178774703557307,405.47896837944654,0.4502813391439814,47.53699999999998,ok
Isle of Man,delta_2021,2021-05-01,2021-11-30,2021-08-01,2021-11-28,2021-11-21,18,15.15903095975232,506.3028479532165,0.9424227454415894,273.341,ok
Isle of Man,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-04-24,23,14.550164031620556,736.4445434782608,0.8998997185102954,380.30000000000007,ok
Israel,first_wave_2020,2020-02-15,2020-10-15,2020-04-19,2020-10-11,2020-10-11,26,6.556159658119659,-10.231188034188051,0.813416875845266,199.053,ok
Israel,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-04-04,2021-02-07,27,20.235324786324785,171.17411111111107,0.961450050394659,497.40999999999997,ok
Israel,delta_2021,2021-05-01,2021-11-30,2021-08-08,2021-10-31,2021-09-12,13,15.131807692307692,730.1173846153847,0.9704348884383326,170.49099999999999,ok
Israel,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-23,2022-03-13,2022-02-13,8,30.499595238095235,957.9661666666668,0.943245398682496,205.20299999999997,ok
Italy,first_wave_2020,2020-02-15,2020-10-15,2020-03-22,2020-05-24,2020-04-12,10,51.785127272727266,140.82692727272732,0.9419477247085842,468.13899999999995,ok
Italy,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-08,2021-05-30,2020-12-06,30,48.715964849833156,821.077376344086,0.980327044300382,1424.694,ok
Italy,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-06-13,2021-05-02,7,16.36828571428567,2041.2917142857148,0.9502414284812861,99.68299999999977,ok
Italy,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-12,2022-04-24,2022-02-06,20,27.175655639097748,2252.284871428571,0.9749504834622514,467.03099999999995,ok
Jamaica,first_wave_2020,2020-02-15,2020-10-15,2020-09-06,2020-10-11,2020-10-04,6,8.100914285714287,7.631714285714281,0.9801627880596065,38.039,ok
Jamaica,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-04-18,35,7.795456862745096,19.222861904761942,0.9136476997338602,289.875,ok
Jamaica,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-09-12,31,20.322270564516128,218.0391995967742,0.9602360992900931,565.662,ok
Jamaica,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-02-06,23,10.486141304347827,823.0225760869566,0.9730384619239432,206.75199999999995,ok
Japan,first_wave_2020,2020-02-15,2020-10-15,2020-04-19,2020-06-14,2020-05-10,9,0.7686666666666667,2.178666666666666,0.9255825268134444,6.112,ok
Japan,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-12-06,2021-05-30,2021-05-30,26,3.286468376068376,18.28791452991453,0.9842779277299128,85.218,ok
Japan,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-07-11,2021-05-30,11,3.903054545454545,85.62418181818182,0.9528784447106619,36.751999999999995,ok
Japan,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-02-13,2022-04-24,2022-03-06,11,7.1354,172.80109090909096,0.9251742603689099,71.594,ok
Jersey,first_wave_2020,2020-02-15,2020-10-15,2020-04-19,2020-05-24,2020-05-03,6,30.367771428571423,143.0969047619048,0.8940880898016763,164.262,ok
Jersey,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-12-27,2021-02-07,2021-01-17,7,44.17135714285714,419.62821428571436,0.8774644013288436,251.22499999999997,ok
Jersey,delta_2021,2021-05-01,2021-11-30,2021-08-08,2021-09-12,2021-08-22,6,9.938542857142853,706.2821428571428,0.9576333793115175,48.31200000000001,ok
Jersey,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-12,2022-04-24,2022-02-06,20,21.72969323308271,812.4775142857143,0.9740042550794297,376.8370000000001,ok
Jordan,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Jordan,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-25,2021-05-30,2021-04-11,32,24.537126099706743,67.36948295454545,0.955649036288518,790.937,ok
Jordan,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-06-20,2021-05-02,8,9.444523809523798,796.9704166666667,0.9506991626636115,69.73899999999992,ok
Jordan,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-20,2022-01-02,18,14.206685242518063,1024.1805087719297,0.9761975839450906,235.957,ok
Kazakhstan,first_wave_2020,2020-02-15,2020-10-15,2020-07-12,2020-09-20,2020-08-16,11,9.459063636363638,15.849954545454544,0.9591661987534728,82.207,ok
Kazakhstan,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Kazakhstan,delta_2021,2021-05-01,2021-11-30,2021-05-16,2021-10-31,2021-09-05,25,25.19659538461539,257.1066553846154,0.931625994409996,506.87300000000005,ok
Kazakhstan,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-13,2021-11-21,17,4.097301470588234,885.0889411764706,0.984016459606354,66.03499999999997,ok
Kenya,first_wave_2020,2020-02-15,2020-10-15,2020-06-14,2020-10-11,2020-08-16,18,0.7868059855521156,1.1069824561403507,0.9818406570254998,12.166,ok
Kenya,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-05-09,35,1.1366165266106445,14.337147619047613,0.9376253800172792,44.477000000000004,ok
Kenya,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-10-10,2021-08-29,24,2.0324534782608694,49.661743333333334,0.9870197211769354,44.92,ok
Kenya,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-02,2022-02-20,2022-01-23,8,0.689464285714286,99.62375,0.9568657699653779,4.682000000000002,ok
Kiribati,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Kiribati,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Kiribati,delta_2021,2021-05-01,2021-11-30,,,,,,,,,no_segment
Kiribati,omicron_ba1_2021_22,2021-11-15,2022-04-30,,,,,,,,,no_segment
Kosovo,first_wave_2020,2020-02-15,2020-10-15,2020-07-12,2020-10-11,2020-08-16,14,27.069079120879117,65.90905714285716,0.9446115696445633,316.65700000000004,ok
Kosovo,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-08,2021-05-30,2020-12-13,30,29.225284983314797,494.5565010752689,0.9822042899808678,872.5520000000001,ok
Kosovo,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-10-03,2021-09-19,23,17.38904743083004,1191.0556521739131,0.6451213109514704,454.61199999999985,ok
Kosovo,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-30,2022-03-13,2022-02-20,7,11.225964285714285,1754.001107142857,0.9248268296407668,65.19399999999996,ok
Kuwait,first_wave_2020,2020-02-15,2020-10-15,2020-05-03,2020-10-11,2020-05-31,24,5.513718260869565,21.495990000000006,0.9626858583803963,135.52700000000002,ok
Kuwait,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-05-09,35,6.561784873949579,126.17794285714287,0.9147970339543953,249.26299999999998,ok
Kuwait,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-08-22,2021-07-18,17,12.284519607843139,335.46184313725485,0.9758381495946981,181.71900000000005,ok
Kuwait,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-16,2022-03-27,2022-02-13,11,1.8203090909090933,540.4714545454545,0.9611492508052764,16.995000000000005,ok
Kyrgyzstan,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Kyrgyzstan,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Kyrgyzstan,delta_2021,2021-05-01,2021-11-30,2021-07-04,2021-09-19,2021-08-01,12,7.290286713286715,23.3397564102564,0.9519083220352309,78.209,ok
Kyrgyzstan,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-03,2022-02-20,20,1.876721804511278,114.21934285714286,0.987846246685469,33.641000000000005,ok
Laos,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Laos,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Laos,delta_2021,2021-05-01,2021-11-30,2021-10-17,2021-11-28,2021-11-28,7,2.6033928571428575,4.077392857142858,0.9647596021315378,15.743,ok
Laos,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-02-27,2022-01-16,15,5.0563892857142845,18.616008333333333,0.974960963194493,64.691,ok
Latvia,first_wave_2020,2020-02-15,2020-10-15,2020-04-12,2020-06-28,2020-04-26,12,1.1617062937062936,4.375615384615386,0.9696945108254241,12.227,ok
Latvia,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-29,2021-05-30,2021-01-24,27,48.88691025641025,201.54842592592615,0.96573922227483,1236.539,ok
Latvia,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-14,31,27.56319677419355,1154.2181774193546,0.7089333475951234,1136.063,ok
Latvia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2021-11-21,23,50.707833992094855,2306.3512608695655,0.9948099226064442,1075.9899999999998,ok
Lebanon,first_wave_2020,2020-02-15,2020-10-15,2020-08-09,2020-10-11,2020-10-11,10,7.465357575757577,7.349490909090903,0.9771435536869423,66.324,ok
Lebanon,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-12-06,2021-05-30,2021-02-07,26,53.6777982905983,130.39029059829045,0.9823990249398488,1153.8,ok
Lebanon,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-06-13,2021-05-02,7,13.60317857142856,1284.782892857143,0.9080661375852349,85.64799999999991,ok
Lebanon,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-02-27,23,15.579096837944663,1505.0178478260868,0.9723662047093331,302.8989999999999,ok
Lesotho,first_wave_2020,2020-02-15,2020-10-15,2020-07-12,2020-08-30,2020-07-26,8,1.9476190476190478,8.821083333333334,0.977813145666393,12.686000000000002,ok
Lesotho,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-01-17,2021-03-07,2021-02-21,8,14.33607142857143,41.51874999999999,0.9752108849675939,93.60899999999998,ok
Lesotho,delta_2021,2021-05-01,2021-11-30,2021-07-25,2021-10-17,2021-09-26,13,12.617999999999999,141.72538461538457,0.9351361630267184,127.72799999999998,ok
Lesotho,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-02,2022-02-13,2022-01-16,7,1.5466428571428525,296.37021428571427,0.8909932427313252,10.060999999999979,ok
Liberia,first_wave_2020,2020-02-15,2020-10-15,2020-04-19,2020-08-16,2020-07-19,18,0.872734778121775,0.7496432748538018,0.9151785449426721,14.701999999999998,ok
Liberia,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-29,2021-02-28,2021-02-14,14,0.027052747252747332,16.467085714285712,0.5076923076923051,0.3730000000000011,ok
Liberia,delta_2021,2021-05-01,2021-11-30,2021-06-20,2021-08-01,2021-07-11,7,4.366785714285714,28.746928571428576,0.9345973329930407,25.682000000000002,ok
Liberia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-23,2022-03-06,2022-02-20,7,0.1594285714285729,53.811571428571426,0.7499999999999984,0.7440000000000069,ok
Libya,first_wave_2020,2020-02-15,2020-10-15,2020-08-09,2020-10-11,2020-09-27,10,8.364569696969697,9.56463636363636,0.984599979356311,71.292,ok
Libya,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-03-28,35,11.238631652661063,69.30857619047623,0.994572384473656,351.33899999999994,ok
Libya,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-08-15,31,12.492751612903227,365.1145322580645,0.9481645243335798,332.374,ok
Libya,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2021-11-21,23,7.436835968379448,748.4269782608694,0.9728944164262038,147.4290000000001,ok
Liechtenstein,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Liechtenstein,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-15,2021-01-24,2021-01-10,11,129.88330909090908,124.7989090909092,0.9678372249800822,1194.834,ok
Liechtenstein,delta_2021,2021-05-01,2021-11-30,2021-05-09,2021-06-27,2021-05-09,8,4.539642857142821,1468.1205000000002,0.7142857142857122,25.421999999999798,ok
Liechtenstein,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-28,2022-04-24,2021-12-19,22,24.28798644833427,1610.0265059288536,0.9430294853179507,508.4399999999998,ok
Lithuania,first_wave_2020,2020-02-15,2020-10-15,2020-04-05,2020-06-21,2020-04-26,12,1.7067307692307694,4.36923076923077,0.971500760243504,18.46,ok
Lithuania,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-22,2021-05-30,2021-01-10,28,48.209792829775594,358.43811822660086,0.9173956639983977,1358.22,ok
Lithuania,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-14,31,26.98867741935484,1311.204516129032,0.8027146653601414,977.6629999999998,ok
Lithuania,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2021-11-21,23,41.8731976284585,2369.140782608696,0.9908591033479648,897.788,ok
Luxembourg,first_wave_2020,2020-02-15,2020-10-15,2020-03-22,2020-04-26,2020-04-12,6,20.773114285714286,35.5697142857143,0.9067145312519804,101.023,ok
Luxembourg,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-25,2021-04-25,2021-03-14,27,25.026847985347985,184.64179100529105,0.9916686236771163,613.792,ok
Luxembourg,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-28,31,2.7422072580645156,804.6759879032257,0.824371595521191,111.73699999999997,ok
Luxembourg,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-02-13,23,17.573759881422927,891.2559891304347,0.9906924771721699,371.9480000000001,ok
Madagascar,first_wave_2020,2020-02-15,2020-10-15,2020-07-05,2020-10-11,2020-08-16,15,0.5311892857142857,1.3280750000000001,0.9386544608656633,6.834,ok
Madagascar,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-03-21,2021-05-30,2021-05-09,11,1.6627181818181818,11.455863636363638,0.995365694525294,15.901,ok
Madagascar,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-06-27,2021-05-02,9,0.9889166666666666,22.842666666666666,0.9511493913305861,7.884999999999998,ok
Madagascar,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-26,2022-03-06,2022-01-30,11,1.206936363636364,34.60940909090908,0.9516077705936794,11.367000000000004,ok
Malawi,first_wave_2020,2020-02-15,2020-10-15,2020-07-05,2020-08-30,2020-08-02,9,1.0087833333333334,1.2370888888888887,0.9636504537064106,7.292,ok
Malawi,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-01-17,2021-03-07,2021-02-07,8,5.079380952380952,21.420166666666667,0.9107252730546516,35.977000000000004,ok
Malawi,delta_2021,2021-05-01,2021-11-30,2021-07-18,2021-09-12,2021-08-15,9,5.822766666666666,67.65604444444446,0.9579934831393029,44.291,ok
Malawi,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-02,2022-02-27,2022-01-23,9,1.5258000000000005,116.49924444444444,0.9248344157048004,11.911000000000001,ok
Malaysia,first_wave_2020,2020-02-15,2020-10-15,2020-03-29,2020-05-17,2020-04-12,8,0.32841666666666663,1.253666666666667,0.8957607728978836,2.479,ok
Malaysia,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-02-07,2021-05-30,2021-05-30,17,2.4302230392156865,21.819745098039206,0.7898045907061538,53.955000000000005,ok
Malaysia,delta_2021,2021-05-01,2021-11-30,2021-06-06,2021-10-24,2021-09-19,21,41.571727272727266,1.7199177489177941,0.9619537111218142,721.189,ok
Malaysia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-03-20,23,7.205710474308299,860.3454456521739,0.9486589392623861,158.43600000000004,ok
Maldives,first_wave_2020,2020-02-15,2020-10-15,2020-05-10,2020-10-11,2020-08-30,23,3.129661067193676,-0.24857608695652544,0.971841351550625,61.05499999999999,ok
Maldives,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Maldives,delta_2021,2021-05-01,2021-11-30,2021-05-09,2021-06-27,2021-06-06,8,37.50077380952381,170.44591666666668,0.943706164084994,238.49699999999999,ok
Maldives,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-05,2022-03-13,2022-02-13,15,6.6370249999999995,477.8520916666667,0.9505455327842797,82.04200000000003,ok
Mali,first_wave_2020,2020-02-15,2020-10-15,2020-04-12,2020-07-12,2020-06-07,14,0.4276153846153846,0.15842857142857136,0.977107059509187,4.854,ok
Mali,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-12-06,2021-02-07,2020-12-27,10,0.8589030303030303,7.802436363636364,0.9518668128615306,7.583999999999999,ok
Mali,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-05-30,2021-05-02,5,0.33790000000000014,21.2114,0.8948241362144163,1.3859999999999992,ok
Mali,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-13,2022-01-02,17,0.3834754901960785,26.23349019607843,0.9363493396924965,5.851000000000003,ok
Malta,first_wave_2020,2020-02-15,2020-10-15,2020-09-06,2020-10-11,2020-10-04,6,12.333142857142857,22.80914285714286,0.9602928661197977,54.903999999999996,ok
Malta,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-04-25,2020-12-27,30,28.147623136818687,46.805997849462415,0.9923389853865271,740.258,ok
Malta,delta_2021,2021-05-01,2021-11-30,2021-05-30,2021-10-31,2021-09-05,23,4.968816205533596,803.9701956521741,0.9267378879443462,88.98199999999997,ok
Malta,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-09,2022-04-24,2022-02-06,16,22.63542794117647,1002.6254779411765,0.9628278660879421,378.649,ok
Marshall Islands,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Marshall Islands,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Marshall Islands,delta_2021,2021-05-01,2021-11-30,,,,,,,,,no_segment
Marshall Islands,omicron_ba1_2021_22,2021-11-15,2022-04-30,,,,,,,,,no_segment
