country,wave,search_start,search_end,segment_start,segment_end,peak_week,n_weeks,slope_deaths_per_million_per_week,intercept,r2,delta_cum_over_segment,status
China,first_wave_2020,2020-02-15,2020-10-15,2020-02-16,2020-03-15,2020-02-16,5,0.2476000000000001,1.384,0.9041763417719129,1.0080000000000002,ok
China,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
China,delta_2021,2021-05-01,2021-11-30,2021-05-30,2021-07-25,2021-06-20,9,0.058416666666666645,3.5546666666666664,0.9060153841615413,0.476,ok
China,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-03-06,2022-04-24,2022-03-27,8,0.726654761904762,6.100083333333334,0.9035275657031678,5.181000000000001,ok
Colombia,first_wave_2020,2020-02-15,2020-10-15,2020-06-28,2020-10-11,2020-08-30,16,34.72474705882353,34.57152205882346,0.9920644182503691,477.097,ok
Colombia,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-05-30,35,32.537937535014,454.2935761904764,0.9829642702635146,1175.346,ok
Colombia,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-08-22,2021-07-04,17,66.41459068627451,1437.9660980392155,0.9844451874649095,972.2649999999999,ok
Colombia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-12,2022-03-13,2022-02-13,14,17.925654945054944,2466.5613142857146,0.9476197848756349,197.99800000000005,ok
Comoros,first_wave_2020,2020-02-15,2020-10-15,2020-05-10,2020-07-12,2020-06-28,10,0.9807272727272727,-0.21747272727272637,0.8562589341706267,7.192,ok
Comoros,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-01-17,2021-03-07,2021-01-31,8,18.32397619047619,66.23183333333333,0.9242691938982492,125.87100000000001,ok
Comoros,delta_2021,2021-05-01,2021-11-30,2021-07-18,2021-11-28,2021-11-21,20,0.12440751879699298,175.51572857142855,0.38081906894896933,3.5970000000000084,ok
Comoros,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-01-30,2022-01-02,11,1.4603090909090917,177.85318181818184,0.8933088602361522,11.986999999999995,ok
Congo,first_wave_2020,2020-02-15,2020-10-15,2020-04-05,2020-10-11,2020-07-12,28,0.6183894362342639,-1.0162216748768458,0.9792149147450055,14.581,ok
Congo,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-11,2021-05-30,2021-01-17,34,0.3509132161955691,13.952314285714287,0.9739432412539666,10.273,ok
Congo,delta_2021,2021-05-01,2021-11-30,2021-10-10,2021-11-28,2021-11-14,8,3.5742857142857143,35.54225,0.9788536885988304,22.369,ok
Congo,omicron_ba1_2021_22,2021-11-15,2022-04-30,,,,,,,,,no_segment
Cook Islands,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Cook Islands,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Cook Islands,delta_2021,2021-05-01,2021-11-30,,,,,,,,,no_segment
Cook Islands,omicron_ba1_2021_22,2021-11-15,2022-04-30,,,,,,,,,no_segment
Costa Rica,first_wave_2020,2020-02-15,2020-10-15,2020-08-02,2020-10-11,2020-10-11,11,17.59231818181818,18.13959090909094,0.9767775534599429,178.088,ok
Costa Rica,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-05-30,35,15.244489915966385,215.48192857142857,0.9762194100812687,596.643,ok
Costa Rica,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-10-10,31,26.83074193548387,657.1656774193547,0.9879926589438169,798.147,ok
Costa Rica,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-02-20,23,12.021216403162056,1394.3587499999999,0.9399803867841221,222.75800000000004,ok
Cote d'Ivoire,first_wave_2020,2020-02-15,2020-10-15,2020-04-19,2020-09-13,2020-06-28,22,0.19828119706380576,0.14186561264822162,0.9796042565514256,3.685,ok
Cote d'Ivoire,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-01-31,2021-05-30,2021-04-18,18,0.3117925696594428,5.136152046783625,0.9790726802736145,4.869000000000001,ok
Cote d'Ivoire,delta_2021,2021-05-01,2021-11-30,2021-08-15,2021-10-31,2021-09-19,12,1.0988321678321682,12.188589743589743,0.9688071880071252,11.055,ok
Cote d'Ivoire,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-09,2022-02-06,2022-01-23,5,0.4507999999999999,24.326400000000003,0.8843893285242285,1.7439999999999998,ok
Croatia,first_wave_2020,2020-02-15,2020-10-15,2020-04-12,2020-10-11,2020-10-04,27,2.28041514041514,6.775306878306882,0.8973002362506699,75.761,ok
Croatia,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-08,2021-02-28,2020-12-27,17,83.04724019607845,242.1626666666665,0.9602021042070163,1218.0600000000002,ok
Croatia,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-28,31,18.7532060483871,1895.6127157258065,0.7865102221747575,912.4580000000001,ok
Croatia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-27,2021-12-12,19,76.43797894736842,2722.8323473684213,0.9840830339478112,1347.826,ok
Cuba,first_wave_2020,2020-02-15,2020-10-15,2020-04-12,2020-05-24,2020-05-03,7,1.0075357142857144,2.131249999999999,0.9216826062937014,5.877,ok
Cuba,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-01-24,2021-05-30,2021-05-30,19,3.530868421052632,10.946815789473678,0.9322690425238069,67.994,ok
Cuba,delta_2021,2021-05-01,2021-11-30,2021-07-18,2021-10-31,2021-09-12,16,41.8723,190.102375,0.9743629371110598,577.496,ok
Cuba,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-06,2022-02-13,16,1.3629088235294098,746.7750588235294,0.8766807724429924,18.625999999999976,ok
Curacao,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Curacao,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-04-04,2021-05-30,2021-04-25,9,55.030783333333346,295.415311111111,0.86793770208127,453.19500000000005,ok
Curacao,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-05-30,2021-05-02,5,19.962300000000006,589.1522,0.9300277056340617,75.53300000000002,ok
Curacao,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-02,2022-03-06,2022-02-06,10,51.56471515151513,1001.8339818181819,0.9541723344601005,388.4519999999999,ok
Cyprus,first_wave_2020,2020-02-15,2020-10-15,2020-03-29,2020-05-17,2020-04-12,8,1.1713809523809526,5.007416666666666,0.938263228445149,9.013,ok
Cyprus,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-15,2021-02-28,2021-01-10,16,11.34828382352941,19.19718382352943,0.9863544429463045,147.96699999999998,ok
Cyprus,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-07,2021-08-29,28,8.389166392993978,232.8972536945813,0.9535029976481788,205.80199999999996,ok
Cyprus,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-19,2022-04-24,2022-02-27,19,17.446668421052628,459.71408947368434,0.985376122974183,284.66800000000006,ok
Czechia,first_wave_2020,2020-02-15,2020-10-15,2020-04-12,2020-10-11,2020-10-11,27,1.7375305250305249,14.163806878306882,0.6918777497911476,83.85499999999999,ok
Czechia,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-18,2021-05-09,2021-03-21,30,96.57009210233593,153.6388645161294,0.9950231914521731,2673.7960000000003,ok
Czechia,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-28,31,4.6315463709677385,2804.6068366935488,0.5247038894136653,307.0300000000002,ok
Czechia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-03,2021-12-19,20,34.360978195488734,3142.4173571428564,0.9437984523366123,708.8770000000004,ok
Democratic Republic of Congo,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Democratic Republic of Congo,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-18,2021-05-30,2021-01-03,33,0.10457052139037433,4.659023172905527,0.9600946800549204,2.9099999999999993,ok
Democratic Republic of Congo,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-08-08,2021-07-04,15,0.2349392857142857,7.0647583333333355,0.9473617673470892,2.7349999999999994,ok
Democratic Republic of Congo,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-12,2022-02-20,2022-01-02,11,0.20395454545454547,11.150227272727273,0.9195664243023003,2.0410000000000004,ok
Denmark,first_wave_2020,2020-02-15,2020-10-15,2020-03-29,2020-05-24,2020-04-19,9,10.82236666666667,20.08819999999998,0.9500299238504641,85.043,ok
Denmark,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-12-13,2021-02-28,2021-01-24,12,24.58081468531468,161.60893589743594,0.9642470710312006,240.05199999999996,ok
Denmark,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-28,31,1.7052838709677425,415.04087096774197,0.8705795761917863,63.35900000000004,ok
Denmark,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-05,2022-04-24,2022-03-13,21,29.646690909090907,437.3776623376624,0.9692165497641273,530.7559999999999,ok
Djibouti,first_wave_2020,2020-02-15,2020-10-15,2020-05-24,2020-07-12,2020-06-14,8,5.957142857142856,12.898,0.9401290494581888,40.45399999999999,ok
Djibouti,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-04-11,2021-05-30,2021-04-25,8,7.098214285714285,94.9785,0.8039390294493733,53.64499999999998,ok
Djibouti,delta_2021,2021-05-01,2021-11-30,,,,,,,,,no_segment
Djibouti,omicron_ba1_2021_22,2021-11-15,2022-04-30,,,,,,,,,no_segment
Dominica,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Dominica,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Dominica,delta_2021,2021-05-01,2021-11-30,2021-08-29,2021-11-28,2021-10-10,14,41.98348571428571,59.40777142857149,0.9292938069471818,493.643,ok
Dominica,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-20,2021-12-05,18,22.415160990712074,549.1038538011697,0.9726688000620074,403.8900000000001,ok
Dominican Republic,first_wave_2020,2020-02-15,2020-10-15,2020-04-12,2020-10-11,2020-09-06,27,7.429691086691088,-3.4618730158730244,0.9658325613715777,181.734,ok
Dominican Republic,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-02-14,35,4.455983193277311,174.2128571428571,0.9487964838707337,133.56199999999998,ok
Dominican Republic,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-09-05,2021-07-04,19,2.787149122807017,313.43213157894735,0.9592140666890479,46.74699999999996,ok
Dominican Republic,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-13,2021-11-21,17,1.1307132352941176,372.1037647058824,0.9799969476249207,16.74000000000001,ok
East Timor,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
East Timor,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-04-25,2021-05-30,2021-05-30,6,2.024,1.1476666666666668,0.9499383028856812,9.494,ok
East Timor,delta_2021,2021-05-01,2021-11-30,2021-05-30,2021-10-10,2021-09-05,20,4.340071428571429,-4.204428571428586,0.8280806532951557,75.221,ok
East Timor,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-02-13,2022-03-20,2022-02-27,6,0.8972571428571423,90.87019047619047,0.8954497433412236,4.381999999999991,ok
Ecuador,first_wave_2020,2020-02-15,2020-10-15,2020-05-03,2020-10-11,2020-09-13,24,23.853855217391303,60.165956666666716,0.8885996358860838,606.8820000000001,ok
Ecuador,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-05-16,35,12.986350420168067,638.9604714285715,0.9551967507296084,498.6569999999999,ok
Ecuador,delta_2021,2021-05-01,2021-11-30,,,,,,,,,no_segment
Ecuador,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-28,2022-03-13,2022-01-30,16,8.759394117647057,1857.7541691176473,0.9637310093748953,120.90499999999997,ok
Egypt,first_wave_2020,2020-02-15,2020-10-15,2020-05-31,2020-08-23,2020-07-05,13,3.5412197802197807,9.132450549450542,0.9620837641614715,38.449,ok
Egypt,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-05-16,35,2.509089635854342,42.25024761904762,0.9716513049874034,80.191,ok
Egypt,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-28,31,1.5482673387096775,125.37157056451612,0.9219126876023286,61.295,ok
Egypt,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-20,2021-11-21,18,2.337678018575851,178.51384795321638,0.9901065565893213,39.859999999999985,ok
El Salvador,first_wave_2020,2020-02-15,2020-10-15,2020-06-21,2020-10-11,2020-08-16,17,8.332120098039216,20.318803921568644,0.9745391079923271,126.42700000000002,ok
El Salvador,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-01-31,35,7.191460784313724,128.41050952380954,0.9845818502342817,220.371,ok
El Salvador,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-10-24,31,9.612738306451611,309.19689314516137,0.9744661207757292,261.293,ok
El Salvador,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-20,2022-02-20,18,3.605367389060888,590.7578771929824,0.9202050580125204,57.00299999999993,ok
Equatorial Guinea,first_wave_2020,2020-02-15,2020-10-15,2020-06-21,2020-08-16,2020-08-02,9,3.4930500000000007,16.523133333333327,0.6749999999999999,23.287000000000003,ok
Equatorial Guinea,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-08,2021-05-30,2021-03-07,30,0.6595670745272527,43.16561075268816,0.8735336025550636,18.29800000000001,ok
Equatorial Guinea,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-10-17,31,1.1632540322580642,57.06380241935485,0.8617287696303084,33.821999999999996,ok
Equatorial Guinea,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-02-06,2021-11-28,12,0.5350489510489514,94.91989743589744,0.8937860628927661,6.653000000000006,ok
Eritrea,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Eritrea,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Eritrea,delta_2021,2021-05-01,2021-11-30,2021-05-09,2021-11-28,2021-11-28,30,0.42922002224694106,3.6117763440860218,0.9494397871065352,14.078,ok
Eritrea,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-02-20,2021-11-28,14,1.2002879120879122,15.57848571428571,0.9878385352354488,14.372000000000002,ok
Estonia,first_wave_2020,2020-02-15,2020-10-15,2020-03-29,2020-05-03,2020-04-12,6,7.830228571428571,56.71542857142857,0.972990309034168,38.516,ok
Estonia,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-12-06,2021-05-30,2021-03-28,26,34.76761401709402,106.22270940170938,0.9896649806628202,771.058,ok
Estonia,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-28,31,9.724847177419358,844.4301633064514,0.7577640857654097,402.93499999999995,ok
Estonia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-03-13,23,26.775360671936763,1213.0978152173911,0.9822897353411464,562.184,ok
Eswatini,first_wave_2020,2020-02-15,2020-10-15,2020-07-05,2020-10-11,2020-08-16,15,6.648171428571429,10.781133333333337,0.9559786008361167,82.03999999999999,ok
Eswatini,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-01-03,2021-02-21,2021-01-31,8,53.296547619047615,200.79233333333332,0.9532763423432068,342.92599999999993,ok
Eswatini,delta_2021,2021-05-01,2021-11-30,2021-07-25,2021-10-03,2021-08-29,11,43.09325454545454,627.5297272727273,0.9551114886236598,391.33000000000004,ok
Eswatini,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-26,2022-02-06,2022-01-16,7,14.122571428571446,1057.7857142857142,0.897197341300648,86.14200000000005,ok
Ethiopia,first_wave_2020,2020-02-15,2020-10-15,2020-07-26,2020-10-11,2020-08-23,12,0.8095664335664335,1.8932179487179477,0.9869939647368108,8.398,ok
Ethiopia,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-04-25,35,0.6501621848739496,7.7684142857142895,0.9230972150696662,23.36,ok
Ethiopia,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-10-10,31,0.8033475806451614,27.55627016129032,0.8843950432449723,24.142,ok
Ethiopia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-02-27,2022-01-30,15,0.49058928571428567,52.989808333333336,0.9768957629264904,6.268999999999998,ok
Falkland Islands,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Falkland Islands,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Falkland Islands,delta_2021,2021-05-01,2021-11-30,,,,,,,,,no_segment
Falkland Islands,omicron_ba1_2021_22,2021-11-15,2022-04-30,,,,,,,,,no_segment
Faroe Islands,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Faroe Islands,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Faroe Islands,delta_2021,2021-05-01,2021-11-30,,,,,,,,,no_segment
Faroe Islands,omicron_ba1_2021_22,2021-11-15,2022-04-30,,,,,,,,,no_segment
Fiji,first_wave_2020,2020-02-15,2020-10-15,2020-08-02,2020-09-13,2020-08-02,7,0.2329285714285714,0.8550714285714284,0.75,1.0869999999999997,ok
Fiji,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Fiji,delta_2021,2021-05-01,2021-11-30,2021-07-11,2021-10-17,2021-08-08,15,48.17433928571429,120.52802499999996,0.9578950861028646,659.1049999999999,ok
Fiji,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-16,2022-02-27,2022-01-30,7,17.169,815.9577142857145,0.868500040973443,112.02600000000007,ok
Finland,first_wave_2020,2020-02-15,2020-10-15,2020-03-22,2020-05-10,2020-04-12,8,5.9190000000000005,18.089999999999996,0.8976859299802716,42.017,ok
Finland,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-08,2021-05-30,2020-11-29,30,3.594755728587319,83.35094193548386,0.9627524588263012,106.477,ok
Finland,delta_2021,2021-05-01,2021-11-30,2021-05-09,2021-11-28,2021-11-21,30,3.1503597330367072,154.85968387096776,0.8213313851286315,103.78400000000002,ok
Finland,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-03-20,23,27.263550395256914,205.41007608695656,0.9766546961844835,552.8520000000001,ok
France,first_wave_2020,2020-02-15,2020-10-15,2020-03-29,2020-05-24,2020-04-19,9,29.435966666666666,75.61591111111113,0.9259535253063063,237.71999999999997,ok
France,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-25,2021-05-30,2020-11-22,32,43.271829545454544,552.3766420454547,0.9660109811505717,1353.601,ok
France,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-06-13,2021-05-02,7,13.727249999999986,1691.5641071428572,0.9541717966248828,83.29499999999985,ok
France,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-05,2022-04-24,2022-02-13,21,20.88204025974027,1883.4787402597399,0.9806920715768568,385.905,ok
French Guiana,first_wave_2020,2020-02-15,2020-10-15,2020-06-28,2020-09-20,2020-07-19,13,14.697752747252748,61.11156043956042,0.9387461465814949,177.663,ok
French Guiana,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-05-30,35,4.305174789915967,202.45174285714282,0.8849447988709164,164.254,ok
French Guiana,delta_2021,2021-05-01,2021-11-30,2021-05-23,2021-11-28,2021-10-10,28,28.96728626163109,337.3086354679805,0.9887817559277204,717.353,ok
French Guiana,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-12-12,2022-03-06,2022-02-06,13,19.87329670329671,1093.452835164835,0.9507478145993671,204.47900000000004,ok
French Polynesia,first_wave_2020,2020-02-15,2020-10-15,2020-09-13,2020-10-11,2020-10-11,5,7.846300000000001,4.279799999999998,0.9453125,28.532,ok
French Polynesia,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-18,2021-01-31,2020-11-29,16,30.037066176470585,62.93769117647062,0.9775491381839638,417.27700000000004,ok
French Polynesia,delta_2021,2021-05-01,2021-11-30,2021-08-22,2021-10-03,2021-09-12,7,211.82310714285714,1147.7675357142857,0.8868348104400997,1305.3290000000002,ok
French Polynesia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-02-27,2022-04-24,2022-03-13,9,3.506966666666638,2287.9329111111115,0.826180905756171,32.097999999999956,ok
Gabon,first_wave_2020,2020-02-15,2020-10-15,2020-05-10,2020-08-09,2020-07-05,14,1.5533516483516485,3.1852857142857136,0.9481394399120449,17.69,ok
Gabon,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-12-20,2021-05-30,2021-04-18,24,1.8480773913043476,19.886693333333344,0.9445116927732047,35.38,ok
Gabon,delta_2021,2021-05-01,2021-11-30,2021-06-06,2021-11-28,2021-11-14,26,1.9260177777777778,53.83662393162392,0.7784188395447375,51.424,ok
Gabon,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-01-30,2021-11-21,11,1.1481999999999994,112.66600000000001,0.9784991540385787,11.518999999999991,ok
Gambia,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Gambia,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Gambia,delta_2021,2021-05-01,2021-11-30,2021-07-25,2021-09-12,2021-08-22,8,7.211190476190477,80.34708333333333,0.9579212063752367,45.516000000000005,ok
Gambia,omicron_ba1_2021_22,2021-11-15,2022-04-30,,,,,,,,,no_segment
Georgia,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Georgia,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-01,2021-03-14,2020-12-27,20,48.631869172932326,155.02854285714278,0.9486036052288196,873.041,ok
Georgia,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-28,31,67.40588548387096,882.5386854838711,0.9560226792264397,2049.129,ok
Georgia,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-03-20,2021-11-21,18,79.31614757481941,3118.226912280702,0.9892129827311422,1347.9029999999998,ok
Germany,first_wave_2020,2020-02-15,2020-10-15,2020-03-29,2020-05-10,2020-04-12,7,13.01432142857143,38.194035714285704,0.8897482805067021,80.275,ok
Germany,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-08,2021-02-28,2020-12-27,17,52.30950000000001,173.1177647058824,0.97534681898726,740.359,ok
Germany,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-28,31,4.777664112903226,1061.0240705645163,0.7077806439795076,224.51999999999998,ok
Germany,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2021-11-28,23,17.753009881422926,1290.344543478261,0.9888576826210587,413.7180000000001,ok
Ghana,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Ghana,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-01-24,2021-04-04,2021-02-14,11,1.1707181818181818,12.339681818181823,0.9603520861588117,11.312,ok
Ghana,delta_2021,2021-05-01,2021-11-30,2021-08-08,2021-10-03,2021-08-22,9,1.0462333333333331,27.527177777777776,0.9500105974208576,8.355999999999998,ok
Ghana,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-28,2022-02-27,2022-01-23,14,0.5773274725274726,36.774228571428566,0.9815086915700265,6.5760000000000005,ok
Gibraltar,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Gibraltar,alpha_winter_2020_21,2020-10-01,2021-05-31,2021-01-17,2021-02-21,2021-01-31,6,282.442,1127.4896666666666,0.8433936436405028,1541.283,ok
Gibraltar,delta_2021,2021-05-01,2021-11-30,2021-08-08,2021-09-12,2021-08-22,6,12.907371428571345,2523.2485714285717,0.854187192118224,53.14799999999968,ok
Gibraltar,omicron_ba1_2021_22,2021-11-15,2022-04-30,,,,,,,,,no_segment
Greece,first_wave_2020,2020-02-15,2020-10-15,2020-03-29,2020-10-11,2020-10-11,29,1.0156384236453202,6.2504758620689636,0.8646624651309998,39.856,ok
Greece,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-11-15,2021-05-30,2020-12-13,29,33.838606896551724,180.67967586206896,0.9754014066351913,1049.51,ok
Greece,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-11-28,31,19.119620161290324,1040.8834395161289,0.9459727977236947,712.2220000000001,ok
Greece,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-02-06,23,51.62557905138341,1713.7324999999996,0.9911057435301853,1113.0870000000002,ok
Greenland,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Greenland,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Greenland,delta_2021,2021-05-01,2021-11-30,,,,,,,,,no_segment
Greenland,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-23,2022-03-13,2022-03-06,8,48.457321428571426,35.705250000000035,0.9209186178293034,285.643,ok
Grenada,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Grenada,alpha_winter_2020_21,2020-10-01,2021-05-31,,,,,,,,,no_segment
Grenada,delta_2021,2021-05-01,2021-11-30,2021-09-19,2021-10-24,2021-10-03,6,250.21502857142852,605.9894285714286,0.9011945238451495,1265.7359999999999,ok
Grenada,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-16,2022-03-06,2022-01-30,8,16.290083333333317,1747.5140833333335,0.9291537054184635,111.17999999999984,ok
Guadeloupe,first_wave_2020,2020-02-15,2020-10-15,,,,,,,,,no_segment
Guadeloupe,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2020-11-08,2020-10-04,6,29.63311428571429,214.88471428571427,0.9036346849194921,150.76500000000001,ok
Guadeloupe,delta_2021,2021-05-01,2021-11-30,2021-08-22,2021-10-03,2021-09-12,7,172.39642857142857,1150.8878571428572,0.9154520987660336,1029.3650000000002,ok
Guadeloupe,omicron_ba1_2021_22,2021-11-15,2022-04-30,2022-01-23,2022-04-24,2022-02-20,14,18.915683516483515,2244.551628571429,0.863063094681244,254.74199999999973,ok
Guam,first_wave_2020,2020-02-15,2020-10-15,2020-09-06,2020-10-11,2020-09-27,6,52.23337142857143,99.45057142857144,0.9991672696010038,260.302,ok
Guam,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-01-03,2020-11-22,14,35.48298901098901,338.8244285714286,0.9594245541143526,435.8539999999999,ok
Guam,delta_2021,2021-05-01,2021-11-30,2021-09-05,2021-11-28,2021-10-17,13,58.040692307692304,960.2486153846154,0.9832633073674895,677.995,ok
Guam,omicron_ba1_2021_22,2021-11-15,2022-04-30,2021-11-21,2022-04-24,2022-02-20,23,30.141990118577063,1503.1826739130436,0.9421223088833075,550.8699999999999,ok
Guatemala,first_wave_2020,2020-02-15,2020-10-15,2020-06-07,2020-10-11,2020-07-26,19,10.685338596491228,14.303584210526338,0.9777666368527711,176.436,ok
Guatemala,alpha_winter_2020_21,2020-10-01,2021-05-31,2020-10-04,2021-05-30,2021-02-14,35,8.320394397759102,172.98678095238097,0.9949338286007482,270.956,ok
Guatemala,delta_2021,2021-05-01,2021-11-30,2021-05-02,2021-11-28,2021-09-19,31,17.12554274193548,382.515245967742,0.9888665976700093,469.18800000000005,ok
