t,cum_vax,cum_ref,cohort,kcor_ratio
0,0.0008418379668923068,0.0011668664150933654,dose1,0.7214518776800138
1,0.001558781233498522,0.002274785695426516,dose1,0.6852431136468051
2,0.0023405596968256396,0.00337744590360091,dose1,0.6929969458984444
3,0.003096414755178653,0.004731400287822952,dose1,0.6544393976754309
4,0.003953044968477409,0.0067826317324722035,dose1,0.5828187529287755
5,0.0048318312121850004,0.009187866454619841,dose1,0.525892625401577
6,0.0055716848229682885,0.010974227051343852,dose1,0.5077063556634086
7,0.006317113465541728,0.012737442214527557,dose1,0.4959483512192786
8,0.007210377576180125,0.014586996814682273,dose1,0.49430171729580075
9,0.008050310044224535,0.01617136160934692,dose1,0.49781275307539397
10,0.008760317970052691,0.017676831930615554,dose1,0.49558190087130916
11,0.00954252035197787,0.019158845444235687,dose1,0.49807387294054556
12,0.010355773444999487,0.020751525451550727,dose1,0.49903673195873804
0,0.0008116428547427304,0.0011668664150933654,dose2,0.695574783495858
1,0.0017326224649071545,0.002274785695426516,dose2,0.7616640405419064
2,0.0027687488855907983,0.00337744590360091,dose2,0.8197759383263794
3,0.003959406484571174,0.004731400287822952,dose2,0.8368360829508614
4,0.0053692865942660505,0.0067826317324722035,dose2,0.7916228987884876
5,0.006882460266118573,0.009187866454619841,dose2,0.7490814433756657
6,0.008196736168230039,0.010974227051343852,dose2,0.7469078349786281
7,0.009526328128326001,0.012737442214527557,dose2,0.7478996149409767
8,0.01091846240454622,0.014586996814682273,dose2,0.7485065323938328
9,0.012339752826006129,0.01617136160934692,dose2,0.7630620799494576
10,0.013673477265350955,0.017676831930615554,dose2,0.7735253306841439
11,0.014954369165163003,0.019158845444235687,dose2,0.7805464691444531
12,0.016394938080181706,0.020751525451550727,dose2,0.7900594160014622
0,0.0,0.0011668664150933654,dose3plus,0.0
1,0.0,0.002274785695426516,dose3plus,0.0
2,0.0,0.00337744590360091,dose3plus,0.0
3,0.0,0.004731400287822952,dose3plus,0.0
4,0.0,0.0067826317324722035,dose3plus,0.0
5,0.0,0.009187866454619841,dose3plus,0.0
6,0.0,0.010974227051343852,dose3plus,0.0
7,0.0,0.012737442214527557,dose3plus,0.0
8,0.009789757168199527,0.014586996814682273,dose3plus,0.6711290399182578
9,0.014709540927904443,0.01617136160934692,dose3plus,0.9096043538159979
10,0.019629258648027358,0.017676831930615554,dose3plus,1.1104511670397132
11,0.02454904240773227,0.019158845444235687,dose3plus,1.2813424732666754
12,0.02454904240773227,0.020751525451550727,dose3plus,1.1829994119644234
